"","term","estimate","std.error","statistic","p.value","Response","Hand","Pitch"
"214","dist_z",-0.396564647948849,0.126287689696029,-3.14016868075875,0.00168850581097684,"whiff","left","slider"
"215","dist_prop",2.43435218298841,0.42056447209778,5.78829726354638,0.00000000711034984162276,"whiff","left","slider"
"216","I(dist_x^2)",-0.976882494655165,0.127358480262922,-7.67033724521892,0.0000000000000171544711300072,"whiff","left","slider"
"217","I(dist_z^2)",-0.854346456025093,0.131731201727094,-6.48552844598679,0.0000000000884213144733133,"whiff","left","slider"
"218","release_spin_rate",0.000317387593592528,0.000146708709314388,2.16338617574765,0.0305114899492259,"whiff","left","slider"
"219","pred_bwhiff",48.425016869103,3.28820432064982,14.726888035818,0.000000000000000000000000000000000000000000000000433199776462607,"whiff","left","slider"
"220","(Intercept)",3.12463519861353,3.3451103436888,0.934090322164936,0.350257303673219,"barrel","left","slider"
"221","pitch_speed",-0.103818736327508,0.0383965695623617,-2.7038544721786,0.00685402997354636,"barrel","left","slider"
"222","pfx_x",-0.671852429393433,0.285679953933192,-2.35176609399254,0.0186845202129312,"barrel","left","slider"
"223","pfx_z",0.797051413788102,0.293824804993628,2.71267571778151,0.0066742385110689,"barrel","left","slider"
"224","zone1",0.262001897495067,0.918083589115058,0.285379131705873,0.77535369357859,"barrel","left","slider"
"225","zone2",0.556828088522629,0.646230330881804,0.861655762524821,0.388876975716419,"barrel","left","slider"
"226","zone3",0.476980891509662,0.903690449637727,0.527814465341395,0.597628116177612,"barrel","left","slider"
"227","zone4",-0.577700193748583,0.476719655169917,-1.21182373641102,0.225579860144523,"barrel","left","slider"
"228","zone6",0.0302537796671785,0.383934314300322,0.0787993636940547,0.93719221017385,"barrel","left","slider"
"229","zone7",-0.795758515872728,0.618988473352187,-1.28557889222593,0.198590067208151,"barrel","left","slider"
"230","zone8",-0.34270941741454,0.357469287352432,-0.958710103328849,0.337704807261733,"barrel","left","slider"
"231","zone9",0.559344757274777,0.44640618981115,1.25299507498184,0.210207499060314,"barrel","left","slider"
"232","zone11",-14.0733719226304,925.028539908852,-0.0152139867209039,0.987861463164135,"barrel","left","slider"
"233","zone12",1.96152071033835,0.990255192437259,1.98082345371053,0.0476110756500958,"barrel","left","slider"
"234","zone13",-0.342794399866357,1.00238096789664,-0.341980156093411,0.7323658260576,"barrel","left","slider"
"235","zone14",0.383876502526445,0.705983823555895,0.543746881611165,0.586615666357252,"barrel","left","slider"
"236","zone16",-4.09602445750702,2100.39602299923,-0.00195012007862124,0.998444030283774,"barrel","left","slider"
"237","zone17",-8.24484658325956,665.717569606106,-0.0123849015854244,0.990118530851393,"barrel","left","slider"
"238","dist_x",0.0849077801953207,0.382165623090451,0.222175347716256,0.82417738421633,"barrel","left","slider"
"239","dist_z",-1.33321066429458,0.543400832576151,-2.45345716158384,0.0141490391101156,"barrel","left","slider"
"240","I(dist_x^2)",-1.38705801620875,0.318598840089625,-4.35361916514999,0.0000133908251535958,"barrel","left","slider"
