"term","estimate","std.error","statistic","p.value","Response","BHand","Pitch"
"zone2",0.556254787743508,0.28404362588707,1.95834279331677,0.0501898025722534,"whiff","L","SL"
"zone3",-0.697029865316659,0.381183994038692,-1.82859164135288,0.0674608058105283,"whiff","L","SL"
"zone4",0.122125589776295,0.268478339238155,0.454880606468454,0.649195135786748,"whiff","L","SL"
"zone6",-1.12467321366009,0.284815426584,-3.94877913443495,0.0000785507840748236,"whiff","L","SL"
"zone7",-0.58200144005503,0.322194811084195,-1.80636503144349,0.0708613399519989,"whiff","L","SL"
"zone8",-0.652260363476037,0.259298427791498,-2.51548136651457,0.0118869960649884,"whiff","L","SL"
"zone9",-0.809157807088565,0.30586336099735,-2.64548785591738,0.00815732150140097,"whiff","L","SL"
"zone11",0.1747170021496,0.426750506074822,0.409412524794913,0.682236949689126,"whiff","L","SL"
"zone12",-1.27106771487934,0.4144973388012,-3.06652804709313,0.00216560490280741,"whiff","L","SL"
"zone13",-0.676813945647647,0.353455010683067,-1.91485174970267,0.0555114126510996,"whiff","L","SL"
"zone14",-0.557554381604832,0.344642941121481,-1.61777397729525,0.105711316463637,"whiff","L","SL"
"dist_x",0.682593561159865,0.100457455962489,6.79485215527203,0.0000000000108423660020252,"whiff","L","SL"
"dist_z",-0.343737779729444,0.126141997309875,-2.72500663585524,0.00643001947211184,"whiff","L","SL"
"dist_prop",2.75814809386671,0.470743768855739,5.8591282059263,0.00000000465303378368332,"whiff","L","SL"
"I(dist_x^2)",-1.10990033959278,0.147515567121675,-7.5239539883767,0.000000000000053144053619166,"whiff","L","SL"
"I(dist_z^2)",-0.916924516875981,0.152447454037714,-6.01469222732406,0.00000000180228786818317,"whiff","L","SL"
"release_spin_rate",0.000303002708975582,0.000149430923229376,2.02771088090297,0.0425897644776453,"whiff","L","SL"
"pred",50.1664435499264,3.38231585684198,14.8319807118091,0.0000000000000000000000000000000000000000000000000910074699617744,"whiff","L","SL"
"(Intercept)",2.71163732891168,3.33822634804189,0.812298821648884,0.416620186544479,"Barrel","L","SL"
"pitch_speed",-0.103913900077017,0.0383593164535929,-2.7089612037986,0.00674942315871298,"Barrel","L","SL"
