"term","estimate","std.error","statistic","p.value","Response","BHand","Pitch"
"pred",39.1310966301372,2.21379845360003,17.6759978156562,0.000000000000000000000000000000000000000000000000000000000000000000000641945172335266,"whiff","R","SI"
"(Intercept)",5.98197483233439,2.69411268640155,2.22038775977272,0.0263924572159087,"barrel","R","SI"
"pitch_speed",-0.126071538038531,0.0294320747834836,-4.28347437161578,0.0000183997301149775,"barrel","R","SI"
"pfx_x",0.042185142639564,0.0215976751413409,1.95322609324815,0.0507928104899982,"barrel","R","SI"
"pfx_z",0.0353175241895749,0.0160170210836683,2.20499954424023,0.027454126514347,"barrel","R","SI"
"dist_x",0.632507818951414,0.127869743911583,4.94650102207734,0.000000755593311250765,"barrel","R","SI"
"I(dist_x^2)",-0.901842158909852,0.112909190056426,-7.98732289602965,0.0000000000000013790055744674,"barrel","R","SI"
"I(dist_z^2)",-1.258158857019,0.17646097729042,-7.12995516820875,0.00000000000100401623983893,"barrel","R","SI"
"pred",167.706645435674,11.0087560859644,15.2339323467701,0.000000000000000000000000000000000000000000000000000210538267826099,"barrel","R","SI"
"(Intercept)",-3.97659882425376,0.907599977711165,-4.3814443828901,0.0000117895139891643,"benefit","R","SI"
"pitch_speed",-0.0287847002920355,0.00829715527665973,-3.46922521421386,0.000521961705438965,"benefit","R","SI"
"pfx_x",0.0351736032439435,0.0188223038924995,1.8687193366355,0.0616618723279563,"benefit","R","SI"
"pfx_z",-0.0385062141706857,0.012161687769452,-3.16618999769147,0.00154449875318771,"benefit","R","SI"
"pfx_total",0.0774907707178761,0.0227598440578808,3.40471448401881,0.000662332641510256,"benefit","R","SI"
"zone1",-0.0271763144282608,0.143183631309051,-0.189800427463687,0.849465520917242,"benefit","R","SI"
"zone2",-0.00894386205466747,0.11805502174455,-0.0757601152623597,0.939609948299178,"benefit","R","SI"
"zone3",0.520949476553571,0.160921032581862,3.23729886762043,0.001206669662567,"benefit","R","SI"
"zone4",-0.535817790858045,0.115234698751496,-4.64979556212957,0.00000332264215084225,"benefit","R","SI"
"zone6",0.539247633998069,0.129422691752481,4.16656172651216,0.0000309228189957901,"benefit","R","SI"
"zone7",0.0731183465711194,0.138685177099619,0.527225389910254,0.598037078995379,"benefit","R","SI"
"zone8",0.213226060851035,0.112310913310848,1.89853376279543,0.0576258045317343,"benefit","R","SI"
"zone9",0.710638265116688,0.146435231861891,4.85291863222451,0.00000121657615050591,"benefit","R","SI"
"zone11",-0.444818170223864,0.157730003472406,-2.82012401211722,0.00480050933913892,"benefit","R","SI"
"zone12",-0.514791285938053,0.181263134043412,-2.8400219860193,0.00451104246189481,"benefit","R","SI"
"zone13",-0.506087177908755,0.154414431423945,-3.27746035938372,0.00104745437114868,"benefit","R","SI"
"zone14",-0.830803459476912,0.16610854879889,-5.00156954885433,0.000000568654452576728,"benefit","R","SI"
"dist_x",0.466485180078592,0.0507314875616946,9.19518039977241,0.0000000000000000000374365895277592,"benefit","R","SI"
"dist_prop",1.38187312017178,0.223358287658651,6.186800295871,0.000000000613976654317769,"benefit","R","SI"
"I(dist_x^2)",-1.17586668148345,0.0745527451602219,-15.772278793442,0.0000000000000000000000000000000000000000000000000000000482760531762493,"benefit","R","SI"
"I(dist_z^2)",-1.56355243320746,0.0818243701277383,-19.1086400147847,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000213972819800731,"benefit","R","SI"
"release_spin_rate",0.000215384954679561,0.000117674255342864,1.83034899224133,0.0671977698101345,"benefit","R","SI"
"pred",12.164351972632,0.943814237678556,12.8885022995117,0.0000000000000000000000000000000000000522486436415522,"benefit","R","SI"
"(Intercept)",-13.627584121854,1.78152432854963,-7.64939546626818,0.0000000000000201926347606193,"whiff","L","SI"
"pitch_speed",0.0593217292227428,0.0189819108447558,3.12517162828903,0.00177701346642244,"whiff","L","SI"
"pfx_x",0.179492647546146,0.0358720511991367,5.0036906601668,0.000000562429848218536,"whiff","L","SI"
"pfx_z",-0.0718746538665137,0.0233822165758487,-3.0739024948025,0.00211278473271607,"whiff","L","SI"
"pfx_total",0.210311417954699,0.0444159024156874,4.73504773102208,0.00000219003552238649,"whiff","L","SI"
"dist_x",0.570956772074109,0.0733763577976384,7.78120895082756,0.00000000000000718347335600868,"whiff","L","SI"
"dist_z",0.276321959508698,0.0575853796826083,4.79847421397053,0.00000159878886269827,"whiff","L","SI"
"dist_prop",1.61773897640273,0.329669175249582,4.90715874536342,0.00000092405240274442,"whiff","L","SI"
"I(dist_x^2)",-1.03977560662517,0.133761255284821,-7.77336908517455,0.00000000000000764256361962128,"whiff","L","SI"
"I(dist_z^2)",-0.774895414194745,0.137782021033908,-5.62406770041531,0.0000000186512498712425,"whiff","L","SI"
"pred",76.671470898683,4.67485037880717,16.400839531948,0.00000000000000000000000000000000000000000000000000000000000188613416044566,"whiff","L","SI"
"(Intercept)",-0.798747560516863,2.94289587119635,-0.271415502102749,0.786071480425657,"barrel","L","SI"
"pitch_speed",-0.0813494701026322,0.0334547070702602,-2.4316300223997,0.0150310523041343,"barrel","L","SI"
"pfx_z",0.0526557260661295,0.0190200346041133,2.76843481950038,0.00563262511763226,"barrel","L","SI"
"dist_prop",1.57535570331302,0.854326163866332,1.84397454970079,0.0651868492882034,"barrel","L","SI"
"I(dist_x^2)",-2.73843581664555,0.582307786026337,-4.70272917924146,0.00000256706820298924,"barrel","L","SI"
"I(dist_z^2)",-2.10168764314505,0.560618822806465,-3.74887099334977,0.000177632423746726,"barrel","L","SI"
"release_spin_rate",0.000923608431005752,0.000502106538630418,1.83946704523118,0.0658465207137958,"barrel","L","SI"
"pred",163.568652299587,12.7264785184943,12.8526247116896,0.0000000000000000000000000000000000000831406367080259,"barrel","L","SI"
"(Intercept)",-5.16371947598775,1.29011715492735,-4.00251981478265,0.0000626714172231783,"benefit","L","SI"
"pitch_speed",-0.023794527533996,0.0101308409573214,-2.34872185184192,0.0188379732072147,"benefit","L","SI"
"pfx_x",0.0538481183840812,0.0233615755931497,2.30498658660125,0.021167324651783,"benefit","L","SI"
"pfx_z",-0.0276559509871864,0.0140550971696163,-1.9676812371651,0.0491047260018408,"benefit","L","SI"
"pfx_total",0.0819108128110733,0.0280521621609632,2.91994650327021,0.0035009147777996,"benefit","L","SI"
"zone1",0.12772981170134,0.191540898708316,0.666853985559769,0.504865405273244,"benefit","L","SI"
"zone2",-0.0604929586256251,0.153043082452076,-0.395267513280569,0.69264547210353,"benefit","L","SI"
"zone3",0.523103958063884,0.204990961064534,2.5518391413327,0.0107155979203142,"benefit","L","SI"
"zone4",0.123213004594781,0.162281358676271,0.759255441289308,0.447699766884779,"benefit","L","SI"
"zone6",0.328649677182826,0.1679440814862,1.95689942911046,0.0503592937044162,"benefit","L","SI"
"zone7",0.523247492501409,0.19338932334789,2.70566897615197,0.00681669580560462,"benefit","L","SI"
"zone8",0.296402311792946,0.152508009612069,1.94351963904648,0.0519534048544576,"benefit","L","SI"
"zone9",0.570287722531274,0.199008588003161,2.86564378077098,0.00416162240730354,"benefit","L","SI"
"zone11",-0.810100405213387,0.207661071570793,-3.90107013840203,0.0000957683964336613,"benefit","L","SI"
"zone12",-0.845730241311749,0.229045035232073,-3.69241900596029,0.000222131095018654,"benefit","L","SI"
"zone13",-0.522045505936738,0.206710065410273,-2.52549630275911,0.0115534997163363,"benefit","L","SI"
"zone14",-0.855928228194283,0.219805336521344,-3.89402842415143,0.0000985930894376613,"benefit","L","SI"
"dist_x",0.331500933471894,0.0692934669973158,4.7840142489152,0.00000171828495095709,"benefit","L","SI"
"dist_prop",1.71698094006383,0.328506312658625,5.22662997300776,0.000000172627484296595,"benefit","L","SI"
"I(dist_x^2)",-1.52664274855568,0.122856201402748,-12.4262571292679,0.0000000000000000000000000000000000188243753725469,"benefit","L","SI"
"I(dist_z^2)",-1.60931071703996,0.127875812620562,-12.5849500703872,0.0000000000000000000000000000000000025550428593592,"benefit","L","SI"
"pred",14.3736474798179,1.59922517687669,8.98788218672863,0.000000000000000000252040005703102,"benefit","L","SI"
"(Intercept)",-15.1387104524891,2.83648715060625,-5.33713345017392,0.0000000944275413750861,"whiff","R","FS"
"pitch_speed",-0.097920614133499,0.0256418592413138,-3.8187798011047,0.000134113408492096,"whiff","R","FS"
"pfx_z",-0.0757962424212873,0.0175364203667683,-4.32221860767673,0.0000154468024326567,"whiff","R","FS"
"dist_z",-1.14952683869045,0.240923650817795,-4.77133247312364,0.0000018301116198817,"whiff","R","FS"
"dist_prop",3.61307358920322,0.642333291855066,5.62492032565932,0.0000000185593615634211,"whiff","R","FS"
"I(dist_x^2)",-1.50359748053294,0.229833025000125,-6.54212979415,0.0000000000606488291883305,"whiff","R","FS"
"I(dist_z^2)",-1.66457764713383,0.196542285640173,-8.46931051866019,0.0000000000000000246849812305442,"whiff","R","FS"
"pred",119.490198899408,10.6405256654119,11.2297270507812,0.000000000000000000000000000029137725618938,"whiff","R","FS"
"(Intercept)",-11.1831941029834,1.23486884575408,-9.05617964323516,0.000000000000000000135099489513174,"barrel","R","FS"
"pfx_x",0.168275456858344,0.0563427754804274,2.98663769087486,0.00282063786673981,"barrel","R","FS"
"dist_x",1.4731340374998,0.568349105329315,2.59195276932165,0.00954328723046764,"barrel","R","FS"
"dist_z",-1.05431843876327,0.606639275350589,-1.73796600649365,0.0822168037412324,"barrel","R","FS"
"I(dist_x^2)",-1.71497628685839,0.501546817869581,-3.41937427525329,0.000627653297026483,"barrel","R","FS"
"I(dist_z^2)",-2.41398684197281,0.634037875104694,-3.80732277480144,0.000140479343414683,"barrel","R","FS"
"pred",881.675401000089,102.313439932857,8.61739573587485,0.00000000000000000684940851011796,"barrel","R","FS"
"(Intercept)",-29.8121869155924,4.03918417084996,-7.38074463916287,0.000000000000157406658032453,"benefit","R","FS"
"pitch_speed",-0.0881444538035243,0.0212038164873337,-4.15700889772265,0.0000322441437147701,"benefit","R","FS"
"pfx_z",-0.0676383910927834,0.0145198534211844,-4.65833842331352,0.00000318771861349973,"benefit","R","FS"
"dist_x",0.135071282633833,0.0672780022532311,2.00765893917943,0.0446795467634126,"benefit","R","FS"
"dist_z",-0.267443370585868,0.104496580857353,-2.55935044373319,0.0104867967373259,"benefit","R","FS"
"I(dist_x^2)",-0.624478478057643,0.0551052223226104,-11.3324736156887,0.00000000000000000000000000000906090810911246,"benefit","R","FS"
"I(dist_z^2)",-0.488844520847833,0.0527951918561391,-9.25926213470118,0.0000000000000000000205849789630431,"benefit","R","FS"
"release_spin_rate",0.000618146417825053,0.000234844617096584,2.63215067676356,0.00848462246457345,"benefit","R","FS"
"pred",79.7654504040934,7.84208311230309,10.1714620033742,0.00000000000000000000000265887397816784,"benefit","R","FS"
"(Intercept)",-19.4182294968946,1.38884787793381,-13.9815380830499,0.000000000000000000000000000000000000000000020207317710099,"whiff","L","FS"
"zone1",2.07482288304191,0.857105262268781,2.42073287188764,0.0154892548058273,"whiff","L","FS"
"zone2",2.0487750462397,0.983513440414913,2.08311850357163,0.0372404231523954,"whiff","L","FS"
"zone3",-9.46185051915184,300.786947268127,-0.0314569851022071,0.974905096068985,"whiff","L","FS"
"zone4",0.267882242556919,0.59668752365123,0.448948958942032,0.653468476965922,"whiff","L","FS"
"zone6",0.66593744944288,0.836977089340919,0.795645971584809,0.426237838262532,"whiff","L","FS"
"zone7",-0.212687642942998,0.628713172245464,-0.338290419752746,0.735144342528731,"whiff","L","FS"
"zone8",0.227967269841966,0.579788930361777,0.393190104025819,0.694179078196102,"whiff","L","FS"
"zone9",-0.180460835489931,0.706948953607878,-0.255267137137637,0.798516780084419,"whiff","L","FS"
"zone11",0.855478812997752,0.78430055356364,1.09075380491662,0.27538122825143,"whiff","L","FS"
"zone12",-6.48841843211178,590.825527249704,-0.0109819534411714,0.991237845026324,"whiff","L","FS"
"zone13",0.421957521403774,0.690206381006743,0.611349783217452,0.540968039804345,"whiff","L","FS"
"zone14",0.674604092085788,0.715559815559901,0.942764081236079,0.34580158780911,"whiff","L","FS"
"dist_x",0.433660559102616,0.186875102833163,2.32059034364667,0.0203089638511499,"whiff","L","FS"
"dist_z",-2.36117228161982,0.408424384699908,-5.78117362741382,0.00000000741812802043383,"whiff","L","FS"
"dist_prop",1.89137825393898,0.840027798326278,2.25156626686341,0.0243496948079402,"whiff","L","FS"
"I(dist_x^2)",-0.978635365338641,0.242121441067105,-4.04191946415604,0.0000530154422193988,"whiff","L","FS"
"I(dist_z^2)",-1.71703931847917,0.249763428711969,-6.87466266512255,0.00000000000621367195135594,"whiff","L","FS"
"release_spin_rate",-0.000677813233163729,0.000228274845153717,-2.96928569903223,0.00298492932072544,"whiff","L","FS"
"pred",100.562436394106,7.28431199840563,13.8053444740034,0.000000000000000000000000000000000000000000236638624526005,"whiff","L","FS"
"(Intercept)",-10.0534184001149,1.46923976503421,-6.84259890003781,0.00000000000777691778524465,"barrel","L","FS"
"pfx_total",-0.084422599191563,0.057533626060128,-1.46736100212654,0.142277877246025,"barrel","L","FS"
"dist_x",1.33947760849184,0.840730989143569,1.59322973196971,0.11110866360808,"barrel","L","FS"
"dist_prop",-4.21391692945974,0.98237270373874,-4.2895297410263,0.0000179051836083679,"barrel","L","FS"
"pred",853.847861436304,111.26024849401,7.67432998751816,0.0000000000000166285505535623,"barrel","L","FS"
"(Intercept)",-21.9065197989633,2.99782319232696,-7.30747558929888,0.000000000000272207755761149,"benefit","L","FS"
"pitch_speed",-0.0434240738328384,0.0184113120370632,-2.35855400991645,0.0183462898598098,"benefit","L","FS"
"pfx_x",-0.0329528096890366,0.0140535246633192,-2.34480747559692,0.0190369067081749,"benefit","L","FS"
"pfx_z",-0.0243216424506943,0.0123506248181842,-1.96926413106523,0.0489227678680472,"benefit","L","FS"
"zone1",1.07269029955092,0.390499902911285,2.74696687900232,0.00601492083942817,"benefit","L","FS"
"zone2",2.1337729544291,0.680839296469016,3.13403319328852,0.00172421350490666,"benefit","L","FS"
"zone3",1.64168465533285,0.911065038842476,1.80194013088093,0.0715548254334823,"benefit","L","FS"
"zone4",0.27473846001018,0.283346697773874,0.969619417373399,0.332236230571942,"benefit","L","FS"
"zone6",1.38034568769955,0.529043248154764,2.60913581737224,0.00907712074780084,"benefit","L","FS"
"zone7",0.279197419487452,0.289606669350925,0.964057285397456,0.335017206301834,"benefit","L","FS"
"zone8",0.491809007611446,0.292199011612357,1.68313029156957,0.092349871626416,"benefit","L","FS"
"zone9",0.741756015092978,0.350419348821896,2.11676671846675,0.0342796512618498,"benefit","L","FS"
"zone11",-0.0817514804783651,0.329427748155322,-0.248162096047295,0.804008992134914,"benefit","L","FS"
"zone12",14.8981217168562,225.322240284382,0.0661191797935839,0.947282940996675,"benefit","L","FS"
"zone13",0.0297669891734176,0.300911663820586,0.0989226831405435,0.921199658696517,"benefit","L","FS"
"zone14",0.26214101642453,0.317689840376442,0.825147622328464,0.409287785714943,"benefit","L","FS"
"dist_x",0.536398879699147,0.150574071351617,3.56235887682523,0.00036753748881211,"benefit","L","FS"
"dist_z",-0.706992735001329,0.192848054276667,-3.6660610222546,0.000246315172787039,"benefit","L","FS"
"I(dist_x^2)",-0.792385070517969,0.070064071473951,-11.3094351191476,0.0000000000000000000000000000117845760659592,"benefit","L","FS"
"I(dist_z^2)",-0.774721665409008,0.0753498222551153,-10.2816654667877,0.000000000000000000000000852416988510864,"benefit","L","FS"
"release_spin_rate",-0.000364875556587135,0.000217060452583627,-1.680985883168,0.0927656566194871,"benefit","L","FS"
"pred",56.6576272019703,5.32305162377125,10.6438244838643,0.0000000000000000000000000186321101203633,"benefit","L","FS"
