"","x","z","phand","response","bhand","pitch","pred"
"2626",-1.9,-0.4,"right","benefit","right","changeup",-2.00205988990323
"2627",-1.9,-0.4,"right","benefit","right","curveball",-2.76083128226163
"2628",-1.9,-0.4,"right","benefit","right","cutter",-1.94971525046252
"2629",-1.9,-0.4,"right","benefit","right","fastball",-2.39433470884326
"2630",-1.9,-0.4,"right","benefit","right","sinker",-2.69825668833938
"2631",-1.9,-0.4,"right","benefit","right","slider",-1.68834738343504
"2632",-1.9,-0.4,"right","benefit","right","splitter",-2.48224051789368
"2633",-1.9,-0.4,"right","whiff","left","changeup",-0.0764792127689677
"2634",-1.9,-0.4,"right","whiff","left","curveball",0.396185033273766
"2635",-1.9,-0.4,"right","whiff","left","cutter",0.361084969510295
"2636",-1.9,-0.4,"right","whiff","left","fastball",-3.0178062240099
"2637",-1.9,-0.4,"right","whiff","left","sinker",-1.9318389407408
"2638",-1.9,-0.4,"right","whiff","left","slider",2.91355868708619
"2639",-1.9,-0.4,"right","whiff","left","splitter",-0.0146938228305888
"2640",-1.9,-0.4,"right","whiff","right","changeup",-0.241638621016911
"2641",-1.9,-0.4,"right","whiff","right","curveball",0.749113928827011
"2642",-1.9,-0.4,"right","whiff","right","cutter",2.76035354721743
"2643",-1.9,-0.4,"right","whiff","right","fastball",-1.92923230477221
"2644",-1.9,-0.4,"right","whiff","right","sinker",-0.968100234619738
"2645",-1.9,-0.4,"right","whiff","right","slider",2.00627266466912
"2646",-1.9,-0.4,"right","whiff","right","splitter",1.78081134780956
"2647",-1.9,-0.3,"right","barrel","left","changeup",-5.93656705056662
"2648",-1.9,-0.3,"right","barrel","left","curveball",-5.74124691108899
"2649",-1.9,-0.3,"right","barrel","left","cutter",-2.70627932995105
"2650",-1.9,-0.3,"right","barrel","left","fastball",-3.03590581883668
"2651",-1.9,-0.3,"right","barrel","left","sinker",-7.04464798727646
"2652",-1.9,-0.3,"right","barrel","left","slider",-3.66304437006425
"2653",-1.9,-0.3,"right","barrel","left","splitter",-10.6506385103482
"2654",-1.9,-0.3,"right","barrel","right","changeup",-7.92493600171131
"2655",-1.9,-0.3,"right","barrel","right","curveball",-7.2317297777996
"2656",-1.9,-0.3,"right","barrel","right","cutter",-6.04753789477451
"2657",-1.9,-0.3,"right","barrel","right","fastball",-3.91991677149643
"2658",-1.9,-0.3,"right","barrel","right","sinker",-4.57064934680396
"2659",-1.9,-0.3,"right","barrel","right","slider",-5.48396310622767
"2660",-1.9,-0.3,"right","barrel","right","splitter",-8.89098235095698
"2661",-1.9,-0.3,"right","benefit","left","changeup",-3.8464104482777
"2662",-1.9,-0.3,"right","benefit","left","curveball",-3.47425417600737
"2663",-1.9,-0.3,"right","benefit","left","cutter",-1.99956981840456
"2664",-1.9,-0.3,"right","benefit","left","fastball",-2.47190953052652
"2665",-1.9,-0.3,"right","benefit","left","sinker",-2.98319127954647
"2666",-1.9,-0.3,"right","benefit","left","slider",-1.55033596196548
"2667",-1.9,-0.3,"right","benefit","left","splitter",-3.73729510538466
"2668",-1.9,-0.3,"right","benefit","right","changeup",-1.95600006910674
"2669",-1.9,-0.3,"right","benefit","right","curveball",-2.76443695331103
"2670",-1.9,-0.3,"right","benefit","right","cutter",-1.914767482075
"2671",-1.9,-0.3,"right","benefit","right","fastball",-2.26651094188407
"2672",-1.9,-0.3,"right","benefit","right","sinker",-2.61383426219282
"2673",-1.9,-0.3,"right","benefit","right","slider",-1.69425300587609
"2674",-1.9,-0.3,"right","benefit","right","splitter",-2.47476573849292
"2675",-1.9,-0.3,"right","whiff","left","changeup",-0.161668438004512
"2676",-1.9,-0.3,"right","whiff","left","curveball",0.303209807908772
"2677",-1.9,-0.3,"right","whiff","left","cutter",0.380769098229615
"2678",-1.9,-0.3,"right","whiff","left","fastball",-2.84617733697923
"2679",-1.9,-0.3,"right","whiff","left","sinker",-1.87926192972365
"2680",-1.9,-0.3,"right","whiff","left","slider",2.89745312864264
"2681",-1.9,-0.3,"right","whiff","left","splitter",-0.164871873303681
"2682",-1.9,-0.3,"right","whiff","right","changeup",-0.336666971858281
"2683",-1.9,-0.3,"right","whiff","right","curveball",0.713572522817503
"2684",-1.9,-0.3,"right","whiff","right","cutter",2.77675482989363
"2685",-1.9,-0.3,"right","whiff","right","fastball",-1.75755681506671
"2686",-1.9,-0.3,"right","whiff","right","sinker",-0.941869018516864
"2687",-1.9,-0.3,"right","whiff","right","slider",1.96282881309644
"2688",-1.9,-0.3,"right","whiff","right","splitter",1.71694497178171
"2689",-1.9,-0.2,"right","barrel","left","changeup",-5.86153572413837
"2690",-1.9,-0.2,"right","barrel","left","curveball",-5.76202718980276
"2691",-1.9,-0.2,"right","barrel","left","cutter",-2.6842112808642
"2692",-1.9,-0.2,"right","barrel","left","fastball",-2.98007748058751
"2693",-1.9,-0.2,"right","barrel","left","sinker",-6.96010795860041
"2694",-1.9,-0.2,"right","barrel","left","slider",-3.66207720351309
"2695",-1.9,-0.2,"right","barrel","left","splitter",-10.5956844458425
"2696",-1.9,-0.2,"right","barrel","right","changeup",-7.8618286532843
"2697",-1.9,-0.2,"right","barrel","right","curveball",-7.11593097797508
"2698",-1.9,-0.2,"right","barrel","right","cutter",-5.96608864481771
"2699",-1.9,-0.2,"right","barrel","right","fastball",-3.83309819709918
"2700",-1.9,-0.2,"right","barrel","right","sinker",-4.50774140395301
"2701",-1.9,-0.2,"right","barrel","right","slider",-5.38843463827235
"2702",-1.9,-0.2,"right","barrel","right","splitter",-8.87571485273467
"2703",-1.9,-0.2,"right","benefit","left","changeup",-3.84909551279824
"2704",-1.9,-0.2,"right","benefit","left","curveball",-3.49517789264604
"2705",-1.9,-0.2,"right","benefit","left","cutter",-1.96018190088959
"2706",-1.9,-0.2,"right","benefit","left","fastball",-2.36732392512153
"2707",-1.9,-0.2,"right","benefit","left","sinker",-2.92511704445213
"2708",-1.9,-0.2,"right","benefit","left","slider",-1.56132055135598
"2709",-1.9,-0.2,"right","benefit","left","splitter",-3.76925829561434
"2710",-1.9,-0.2,"right","benefit","right","changeup",-1.923208376416
"2711",-1.9,-0.2,"right","benefit","right","curveball",-2.7764734928256
"2712",-1.9,-0.2,"right","benefit","right","cutter",-1.89375165931549
"2713",-1.9,-0.2,"right","benefit","right","fastball",-2.16379074647382
"2714",-1.9,-0.2,"right","benefit","right","sinker",-2.55367777048252
"2715",-1.9,-0.2,"right","benefit","right","slider",-1.71009429604923
"2716",-1.9,-0.2,"right","benefit","right","splitter",-2.47706784950911
"2717",-1.9,-0.2,"right","whiff","left","changeup",-0.263457918557121
"2718",-1.9,-0.2,"right","whiff","left","curveball",0.196791302080834
"2719",-1.9,-0.2,"right","whiff","left","cutter",0.394689299022589
"2720",-1.9,-0.2,"right","whiff","left","fastball",-2.69072338006599
"2721",-1.9,-0.2,"right","whiff","left","sinker",-1.83398204056855
"2722",-1.9,-0.2,"right","whiff","left","slider",2.87367457648579
"2723",-1.9,-0.2,"right","whiff","left","splitter",-0.339802767140886
"2724",-1.9,-0.2,"right","whiff","right","changeup",-0.453664758407913
"2725",-1.9,-0.2,"right","whiff","right","curveball",0.67066406830528
"2726",-1.9,-0.2,"right","whiff","right","cutter",2.78814009205031
"2727",-1.9,-0.2,"right","whiff","right","fastball",-1.6018400459454
"2728",-1.9,-0.2,"right","whiff","right","sinker",-0.917984658057879
"2729",-1.9,-0.2,"right","whiff","right","slider",1.91068472473273
"2730",-1.9,-0.2,"right","whiff","right","splitter",1.63810275706648
"2731",-1.9,-0.0999999999999996,"right","barrel","left","changeup",-5.81651692828143
"2732",-1.9,-0.0999999999999996,"right","barrel","left","curveball",-5.81813238452299
"2733",-1.9,-0.0999999999999996,"right","barrel","left","cutter",-2.68935963845164
"2734",-1.9,-0.0999999999999996,"right","barrel","left","fastball",-2.946580477638
"2735",-1.9,-0.0999999999999996,"right","barrel","left","sinker",-6.90945153231877
"2736",-1.9,-0.0999999999999996,"right","barrel","left","slider",-3.69824911526984
"2737",-1.9,-0.0999999999999996,"right","barrel","left","splitter",-10.5625312082641
"2738",-1.9,-0.0999999999999996,"right","barrel","right","changeup",-7.82396424422809
"2739",-1.9,-0.0999999999999996,"right","barrel","right","curveball",-7.04658903577815
"2740",-1.9,-0.0999999999999996,"right","barrel","right","cutter",-5.91721909484363
"2741",-1.9,-0.0999999999999996,"right","barrel","right","fastball",-3.76736573884796
"2742",-1.9,-0.0999999999999996,"right","barrel","right","sinker",-4.46999663824244
"2743",-1.9,-0.0999999999999996,"right","barrel","right","slider",-5.33116229905433
"2744",-1.9,-0.0999999999999996,"right","barrel","right","splitter",-8.90872709135181
"2745",-1.9,-0.0999999999999996,"right","benefit","left","changeup",-3.86794555910552
"2746",-1.9,-0.0999999999999996,"right","benefit","left","curveball",-3.5260698191064
"2747",-1.9,-0.0999999999999996,"right","benefit","left","cutter",-1.93654915038061
"2748",-1.9,-0.0999999999999996,"right","benefit","left","fastball",-2.2867726578516
"2749",-1.9,-0.0999999999999996,"right","benefit","left","sinker",-2.89034617077614
"2750",-1.9,-0.0999999999999996,"right","benefit","left","slider",-1.58037134623603
"2751",-1.9,-0.0999999999999996,"right","benefit","left","splitter",-3.8167159191522
"2752",-1.9,-0.0999999999999996,"right","benefit","right","changeup",-1.90357752111369
"2753",-1.9,-0.0999999999999996,"right","benefit","right","curveball",-2.7971142672447
"2754",-1.9,-0.0999999999999996,"right","benefit","right","cutter",-1.8867180818348
"2755",-1.9,-0.0999999999999996,"right","benefit","right","fastball",-2.08597753308476
"2756",-1.9,-0.0999999999999996,"right","benefit","right","sinker",-2.51764316497478
"2757",-1.9,-0.0999999999999996,"right","benefit","right","slider",-1.73593997251409
"2758",-1.9,-0.0999999999999996,"right","benefit","right","splitter",-2.48914685094227
"2759",-1.9,-0.0999999999999996,"right","whiff","left","changeup",-0.381696730775122
"2760",-1.9,-0.0999999999999996,"right","whiff","left","curveball",0.077034207786036
"2761",-1.9,-0.0999999999999996,"right","whiff","left","cutter",0.402984313966746
"2762",-1.9,-0.0999999999999996,"right","whiff","left","fastball",-2.55129856268978
"2763",-1.9,-0.0999999999999996,"right","whiff","left","sinker",-1.7958306380812
"2764",-1.9,-0.0999999999999996,"right","whiff","left","slider",2.84255221651175
"2765",-1.9,-0.0999999999999996,"right","whiff","left","splitter",-0.539289344637207
"2766",-1.9,-0.0999999999999996,"right","whiff","right","changeup",-0.592450044652259
"2767",-1.9,-0.0999999999999996,"right","whiff","right","curveball",0.620497898401122
"2768",-1.9,-0.0999999999999996,"right","whiff","right","cutter",2.79483656330315
"2769",-1.9,-0.0999999999999996,"right","whiff","right","fastball",-1.4619660971191
"2770",-1.9,-0.0999999999999996,"right","whiff","right","sinker",-0.89630130589117
"2771",-1.9,-0.0999999999999996,"right","whiff","right","slider",1.8500556897527
"2772",-1.9,-0.0999999999999996,"right","whiff","right","splitter",1.54466133510792
"2773",-1.9,0,"right","barrel","left","changeup",-5.80151066299578
"2774",-1.9,0,"right","barrel","left","curveball",-5.9095624952497
"2775",-1.9,0,"right","barrel","left","cutter",-2.72172440271338
"2776",-1.9,0,"right","barrel","left","fastball",-2.93541480998817
"2777",-1.9,0,"right","barrel","left","sinker",-6.8925774617957
"2778",-1.9,0,"right","barrel","left","slider",-3.7715601053345
"2779",-1.9,0,"right","barrel","left","splitter",-10.551449622108
"2780",-1.9,0,"right","barrel","right","changeup",-7.81134277454269
"2781",-1.9,0,"right","barrel","right","curveball",-7.02349822861982
"2782",-1.9,0,"right","barrel","right","cutter",-5.90092924485227
"2783",-1.9,0,"right","barrel","right","fastball",-3.72271939674278
"2784",-1.9,0,"right","barrel","right","sinker",-4.45741504967225
"2785",-1.9,0,"right","barrel","right","slider",-5.31207906874792
"2786",-1.9,0,"right","barrel","right","splitter",-8.99001906680841
"2787",-1.9,0,"right","benefit","left","changeup",-3.90296058719954
"2788",-1.9,0,"right","benefit","left","curveball",-3.56705378717706
"2789",-1.9,0,"right","benefit","left","cutter",-1.92867156687761
"2790",-1.9,0,"right","benefit","left","fastball",-2.2301408696642
"2791",-1.9,0,"right","benefit","left","sinker",-2.87876830976133
"2792",-1.9,0,"right","benefit","left","slider",-1.60751648144946
"2793",-1.9,0,"right","benefit","left","splitter",-3.87966797599825
"2794",-1.9,0,"right","benefit","right","changeup",-1.89704135403691
"2795",-1.9,0,"right","benefit","right","curveball",-2.8264661641456
"2796",-1.9,0,"right","benefit","right","cutter",-1.89369776144719
"2797",-1.9,0,"right","benefit","right","fastball",-2.03295009614549
"2798",-1.9,0,"right","benefit","right","sinker",-2.5056416339782
"2799",-1.9,0,"right","benefit","right","slider",-1.77183240310373
"2800",-1.9,0,"right","benefit","right","splitter",-2.51100274279237
"2801",-1.9,0,"right","whiff","left","changeup",-0.516291823987673
"2802",-1.9,0,"right","whiff","left","curveball",-0.0559969280317874
"2803",-1.9,0,"right","whiff","left","cutter",0.405739683288852
"2804",-1.9,0,"right","whiff","left","fastball",-2.42781299893044
"2805",-1.9,0,"right","whiff","left","sinker",-1.76470375169248
"2806",-1.9,0,"right","whiff","left","slider",2.8042890054349
"2807",-1.9,0,"right","whiff","left","splitter",-0.763210048683403
"2808",-1.9,0,"right","whiff","right","changeup",-0.752910659517243
"2809",-1.9,0,"right","whiff","right","curveball",0.563141421487952
"2810",-1.9,0,"right","whiff","right","cutter",2.79704599423874
"2811",-1.9,0,"right","whiff","right","fastball",-1.33786351126792
"2812",-1.9,0,"right","whiff","right","sinker",-0.876729041094747
"2813",-1.9,0,"right","whiff","right","slider",1.78107444344971
"2814",-1.9,0,"right","whiff","right","splitter",1.4368529147622
"2815",-1.9,0.1,"right","barrel","left","changeup",-5.81651692828143
"2816",-1.9,0.1,"right","barrel","left","curveball",-6.03631752198287
"2817",-1.9,0.1,"right","barrel","left","cutter",-2.78130557364941
"2818",-1.9,0.1,"right","barrel","left","fastball",-2.946580477638
"2819",-1.9,0.1,"right","barrel","left","sinker",-6.90945153231877
"2820",-1.9,0.1,"right","barrel","left","slider",-3.88201017370707
"2821",-1.9,0.1,"right","barrel","left","splitter",-10.5625312082641
"2822",-1.9,0.1,"right","barrel","right","changeup",-7.82396424422809
"2823",-1.9,0.1,"right","barrel","right","curveball",-7.04658903577815
"2824",-1.9,0.1,"right","barrel","right","cutter",-5.91721909484363
"2825",-1.9,0.1,"right","barrel","right","fastball",-3.69915917078364
"2826",-1.9,0.1,"right","barrel","right","sinker",-4.46999663824244
"2827",-1.9,0.1,"right","barrel","right","slider",-5.33116229905433
"2828",-1.9,0.1,"right","barrel","right","splitter",-9.11959077910446
"2829",-1.9,0.1,"right","benefit","left","changeup",-3.9541405970803
"2830",-1.9,0.1,"right","benefit","left","curveball",-3.61817164386852
"2831",-1.9,0.1,"right","benefit","left","cutter",-1.93654915038061
"2832",-1.9,0.1,"right","benefit","left","fastball",-2.19738974574423
"2833",-1.9,0.1,"right","benefit","left","sinker",-2.89034617077614
"2834",-1.9,0.1,"right","benefit","left","slider",-1.64276546472543
"2835",-1.9,0.1,"right","benefit","left","splitter",-3.95811446615247
"2836",-1.9,0.1,"right","benefit","right","changeup",-1.90357752111369
"2837",-1.9,0.1,"right","benefit","right","curveball",-2.8645653045084
"2838",-1.9,0.1,"right","benefit","right","cutter",-1.91470117810885
"2839",-1.9,0.1,"right","benefit","right","fastball",-2.00466747613439
"2840",-1.9,0.1,"right","benefit","right","sinker",-2.51764316497478
"2841",-1.9,0.1,"right","benefit","right","slider",-1.81778590536273
"2842",-1.9,0.1,"right","benefit","right","splitter",-2.54263552505944
"2843",-1.9,0.1,"right","whiff","left","changeup",-0.66721175318017
"2844",-1.9,0.1,"right","whiff","left","curveball",-0.202280292745463
"2845",-1.9,0.1,"right","whiff","left","cutter",0.402984313966745
"2846",-1.9,0.1,"right","whiff","left","fastball",-2.3202363132512
"2847",-1.9,0.1,"right","whiff","left","sinker",-1.74056624617946
"2848",-1.9,0.1,"right","whiff","left","slider",2.75895352929326
"2849",-1.9,0.1,"right","whiff","left","splitter",-1.01152380096117
"2850",-1.9,0.1,"right","whiff","right","changeup",-0.935008696547918
"2851",-1.9,0.1,"right","whiff","right","curveball",0.498617417171397
"2852",-1.9,0.1,"right","whiff","right","cutter",2.79483656330315
"2853",-1.9,0.1,"right","whiff","right","fastball",-1.22950814051149
"2854",-1.9,0.1,"right","whiff","right","sinker",-0.859237476303537
"2855",-1.9,0.1,"right","whiff","right","slider",1.70378584163406
"2856",-1.9,0.1,"right","whiff","right","splitter",1.31475596736983
"2857",-1.9,0.2,"right","barrel","left","changeup",-5.86153572413837
"2858",-1.9,0.2,"right","barrel","left","curveball",-6.19839746472251
"2859",-1.9,0.2,"right","barrel","left","cutter",-2.86810315125974
"2860",-1.9,0.2,"right","barrel","left","fastball",-2.98007748058751
"2861",-1.9,0.2,"right","barrel","left","sinker",-6.96010795860041
"2862",-1.9,0.2,"right","barrel","left","slider",-4.02959932038755
"2863",-1.9,0.2,"right","barrel","left","splitter",-10.5956844458425
"2864",-1.9,0.2,"right","barrel","right","changeup",-7.8618286532843
"2865",-1.9,0.2,"right","barrel","right","curveball",-7.11593097797508
"2866",-1.9,0.2,"right","barrel","right","cutter",-5.96608864481771
"2867",-1.9,0.2,"right","barrel","right","fastball",-3.69668506097053
"2868",-1.9,0.2,"right","barrel","right","sinker",-4.50774140395301
"2869",-1.9,0.2,"right","barrel","right","slider",-5.38843463827235
"2870",-1.9,0.2,"right","barrel","right","splitter",-9.29744222823997
"2871",-1.9,0.2,"right","benefit","left","changeup",-4.02148558874781
"2872",-1.9,0.2,"right","benefit","left","curveball",-3.67938154217027
"2873",-1.9,0.2,"right","benefit","left","cutter",-1.96018190088959
"2874",-1.9,0.2,"right","benefit","left","fastball",-2.18855810090679
"2875",-1.9,0.2,"right","benefit","left","sinker",-2.92511704445213
"2876",-1.9,0.2,"right","benefit","left","slider",-1.68610878833479
"2877",-1.9,0.2,"right","benefit","left","splitter",-4.05205538961487
"2878",-1.9,0.2,"right","benefit","right","changeup",-1.923208376416
"2879",-1.9,0.2,"right","benefit","right","curveball",-2.911375567353
"2880",-1.9,0.2,"right","benefit","right","cutter",-1.94971785186358
"2881",-1.9,0.2,"right","benefit","right","fastball",-2.00117063257308
"2882",-1.9,0.2,"right","benefit","right","sinker",-2.55367777048252
"2883",-1.9,0.2,"right","benefit","right","slider",-1.8737861617465
"2884",-1.9,0.2,"right","benefit","right","splitter",-2.58404519774346
"2885",-1.9,0.2,"right","whiff","left","changeup",-0.834487963367217
"2886",-1.9,0.2,"right","whiff","left","curveball",-0.361837698982167
"2887",-1.9,0.2,"right","whiff","left","cutter",0.394689299022589
"2888",-1.9,0.2,"right","whiff","left","fastball",-2.22859888118881
"2889",-1.9,0.2,"right","whiff","left","sinker",-1.72345325676507
"2890",-1.9,0.2,"right","whiff","left","slider",2.70647720204881
"2891",-1.9,0.2,"right","whiff","left","splitter",-1.28427167978881
"2892",-1.9,0.2,"right","whiff","right","changeup",-1.13878206219923
"2893",-1.9,0.2,"right","whiff","right","curveball",0.426903105845829
"2894",-1.9,0.2,"right","whiff","right","cutter",2.78814009205031
"2895",-1.9,0.2,"right","whiff","right","fastball",-1.13692413273019
"2896",-1.9,0.2,"right","whiff","right","sinker",-0.843856998882614
"2897",-1.9,0.2,"right","whiff","right","slider",1.61814502849545
"2898",-1.9,0.2,"right","whiff","right","splitter",1.1782920215903
"2899",-1.9,0.3,"right","barrel","left","changeup",-5.93656705056662
"2900",-1.9,0.3,"right","barrel","left","curveball",-6.39580232346863
"2901",-1.9,0.3,"right","barrel","left","cutter",-2.98211713554435
"2902",-1.9,0.3,"right","barrel","left","fastball",-3.03590581883668
"2903",-1.9,0.3,"right","barrel","left","sinker",-7.04464798727646
"2904",-1.9,0.3,"right","barrel","left","slider",-4.21432754537594
"2905",-1.9,0.3,"right","barrel","left","splitter",-10.6506385103482
"2906",-1.9,0.3,"right","barrel","right","changeup",-7.92493600171131
"2907",-1.9,0.3,"right","barrel","right","curveball",-7.2317297777996
"2908",-1.9,0.3,"right","barrel","right","cutter",-6.04753789477451
"2909",-1.9,0.3,"right","barrel","right","fastball",-3.71529706730345
"2910",-1.9,0.3,"right","barrel","right","sinker",-4.57064934680396
"2911",-1.9,0.3,"right","barrel","right","slider",-5.48396310622767
"2912",-1.9,0.3,"right","barrel","right","splitter",-9.52357341421494
"2913",-1.9,0.3,"right","benefit","left","changeup",-4.10499556220206
"2914",-1.9,0.3,"right","benefit","left","curveball",-3.75055965029371
"2915",-1.9,0.3,"right","benefit","left","cutter",-1.99956981840456
"2916",-1.9,0.3,"right","benefit","left","fastball",-2.20376079420441
"2917",-1.9,0.3,"right","benefit","left","sinker",-2.98319127954647
"2918",-1.9,0.3,"right","benefit","left","slider",-1.7375183174337
"2919",-1.9,0.3,"right","benefit","left","splitter",-4.16149074638546
"2920",-1.9,0.3,"right","benefit","right","changeup",-1.95600006910674
"2921",-1.9,0.3,"right","benefit","right","curveball",-2.96679006510213
"2922",-1.9,0.3,"right","benefit","right","cutter",-1.99871677089715
"2923",-1.9,0.3,"right","benefit","right","fastball",-2.02258077103295
"2924",-1.9,0.3,"right","benefit","right","sinker",-2.61383426219282
"2925",-1.9,0.3,"right","benefit","right","slider",-1.93979080442201
"2926",-1.9,0.3,"right","benefit","right","splitter",-2.63523176084444
"2927",-1.9,0.3,"right","whiff","left","changeup",-1.01821350521966
"2928",-1.9,0.3,"right","whiff","left","curveball",-0.534733693685729
"2929",-1.9,0.3,"right","whiff","left","cutter",0.380769098229615
"2930",-1.9,0.3,"right","whiff","left","fastball",-2.15299058866347
"2931",-1.9,0.3,"right","whiff","left","sinker",-1.71346875401843
"2932",-1.9,0.3,"right","whiff","left","slider",2.64665706698716
"2933",-1.9,0.3,"right","whiff","left","splitter",-1.58157524227557
"2934",-1.9,0.3,"right","whiff","right","changeup",-1.36434292754526
"2935",-1.9,0.3,"right","whiff","right","curveball",0.347931079128328
"2936",-1.9,0.3,"right","whiff","right","cutter",2.77675482989363
"2937",-1.9,0.3,"right","whiff","right","fastball",-1.06018294524389
"2938",-1.9,0.3,"right","whiff","right","sinker",-0.830677529753965
"2939",-1.9,0.3,"right","whiff","right","slider",1.52401926874051
"2940",-1.9,0.3,"right","whiff","right","splitter",1.02722886856744
"2941",-1.9,0.4,"right","barrel","left","changeup",-6.04161090756616
"2942",-1.9,0.4,"right","barrel","left","curveball",-6.62853209822121
"2943",-1.9,0.4,"right","barrel","left","cutter",-3.12334752650327
"2944",-1.9,0.4,"right","barrel","left","fastball",-3.11406549238553
"2945",-1.9,0.4,"right","barrel","left","sinker",-7.16323583545424
"2946",-1.9,0.4,"right","barrel","left","slider",-4.43619484867223
"2947",-1.9,0.4,"right","barrel","left","splitter",-10.7269541376535
"2948",-1.9,0.4,"right","barrel","right","changeup",-8.01328628950913
"2949",-1.9,0.4,"right","barrel","right","curveball",-7.39431910726161
"2950",-1.9,0.4,"right","barrel","right","cutter",-6.16156684471403
"2951",-1.9,0.4,"right","barrel","right","fastball",-3.7549951897824
"2952",-1.9,0.4,"right","barrel","right","sinker",-4.65872046679529
"2953",-1.9,0.4,"right","barrel","right","slider",-5.6178564058102
"2954",-1.9,0.4,"right","barrel","right","splitter",-9.79798433702937
"2955",-1.9,0.4,"right","benefit","left","changeup",-4.20467051744306
"2956",-1.9,0.4,"right","benefit","left","curveball",-3.83150511911484
"2957",-1.9,0.4,"right","benefit","left","cutter",-2.05471290292551
"2958",-1.9,0.4,"right","benefit","left","fastball",-2.24318412142065
"2959",-1.9,0.4,"right","benefit","left","sinker",-3.06474785636358
"2960",-1.9,0.4,"right","benefit","left","slider",-1.79694841867708
"2961",-1.9,0.4,"right","benefit","left","splitter",-4.28642053646422
"2962",-1.9,0.4,"right","benefit","right","changeup",-2.00205988990323
"2963",-1.9,0.4,"right","benefit","right","curveball",-3.03063543131643
"2964",-1.9,0.4,"right","benefit","right","cutter",-2.06164763555872
"2965",-1.9,0.4,"right","benefit","right","fastball",-2.06909448104177
"2966",-1.9,0.4,"right","benefit","right","sinker",-2.69825668833938
"2967",-1.9,0.4,"right","benefit","right","slider",-2.01573111482959
"2968",-1.9,0.4,"right","benefit","right","splitter",-2.69619521436237
"2969",-1.9,0.4,"right","whiff","left","changeup",-1.21853930238916
"2970",-1.9,0.4,"right","whiff","left","curveball",-0.721072968852235
"2971",-1.9,0.4,"right","whiff","left","cutter",0.361084969510295
"2972",-1.9,0.4,"right","whiff","left","fastball",-2.09355722625556
"2973",-1.9,0.4,"right","whiff","left","sinker",-1.71078137313384
"2974",-1.9,0.4,"right","whiff","left","slider",2.57916393821222
"2975",-1.9,0.4,"right","whiff","left","splitter",-1.90363164812645
"2976",-1.9,0.4,"right","whiff","right","changeup",-1.61187322859955
"2977",-1.9,0.4,"right","whiff","right","curveball",0.26159200390811
"2978",-1.9,0.4,"right","whiff","right","cutter",2.76035354721743
"2979",-1.9,0.4,"right","whiff","right","fastball",-0.999400478341784
"2980",-1.9,0.4,"right","whiff","right","sinker",-0.819844916269207
"2981",-1.9,0.4,"right","whiff","right","slider",1.42119327219456
"2982",-1.9,0.4,"right","whiff","right","splitter",0.861189876857201
"2983",-1.9,0.5,"right","barrel","left","changeup",-6.176667295137
"2984",-1.9,0.5,"right","barrel","left","curveball",-6.89658678898026
"2985",-1.9,0.5,"right","barrel","left","cutter",-3.29179432413647
"2986",-1.9,0.5,"right","barrel","left","fastball",-3.21455650123404
"2987",-1.9,0.5,"right","barrel","left","sinker",-7.31609233680866
"2988",-1.9,0.5,"right","barrel","left","slider",-4.69520123027643
"2989",-1.9,0.5,"right","barrel","left","splitter",-10.8240406200477
"2990",-1.9,0.5,"right","barrel","right","changeup",-8.12687951667775
"2991",-1.9,0.5,"right","barrel","right","curveball",-7.60414767732277
"2992",-1.9,0.5,"right","barrel","right","cutter",-6.30817549463627
"2993",-1.9,0.5,"right","barrel","right","fastball",-3.81577942840739
"2994",-1.9,0.5,"right","barrel","right","sinker",-4.771954763927
"2995",-1.9,0.5,"right","barrel","right","slider",-5.79026071703148
"2996",-1.9,0.5,"right","barrel","right","splitter",-10.1206749966832
"2997",-1.9,0.5,"right","benefit","left","changeup",-4.32051045447079
"2998",-1.9,0.5,"right","benefit","left","curveball",-3.9219478534476
"2999",-1.9,0.5,"right","benefit","left","cutter",-2.12561115445246
"3000",-1.9,0.5,"right","benefit","left","fastball",-2.30707860689592
"3001",-1.9,0.5,"right","benefit","left","sinker",-3.17002746163212
"3002",-1.9,0.5,"right","benefit","left","slider",-1.86433772586835
"3003",-1.9,0.5,"right","benefit","left","splitter",-4.42684475985116
"3004",-1.9,0.5,"right","benefit","right","changeup",-2.06153211977455
"3005",-1.9,0.5,"right","benefit","right","curveball",-3.10267852860526
"3006",-1.9,0.5,"right","benefit","right","cutter",-2.13844280455976
"3007",-1.9,0.5,"right","benefit","right","fastball",-2.14097612962297
"3008",-1.9,0.5,"right","benefit","right","sinker",-2.80713876017021
"3009",-1.9,0.5,"right","benefit","right","slider",-2.10151468254801
"3010",-1.9,0.5,"right","benefit","right","splitter",-2.76693555829727
"3011",-1.9,0.5,"right","whiff","left","changeup",-1.43566831195595
"3012",-1.9,0.5,"right","whiff","left","curveball",-0.920996310777357
"3013",-1.9,0.5,"right","whiff","left","cutter",0.335450337157982
"3014",-1.9,0.5,"right","whiff","left","fastball",-2.05049484826267
"3015",-1.9,0.5,"right","whiff","left","sinker",-1.71561788908181
"3016",-1.9,0.5,"right","whiff","left","slider",2.5035551375381
"3017",-1.9,0.5,"right","whiff","left","splitter",-2.25070603112014
"3018",-1.9,0.5,"right","whiff","right","changeup",-1.8816176268296
"3019",-1.9,0.5,"right","whiff","right","curveball",0.167738852673645
"3020",-1.9,0.5,"right","whiff","right","cutter",2.73849619657638
