"","term","estimate","std.error","statistic","p.value","Response","Hand","Pitch"
"243","pred_bstrike",26.0915791553373,1.82219917872021,14.3187306086167,0.000000000000000000000000000000000000000000000167148416286252,"strike","left","slider"
"244","(Intercept)",-12.2772328890417,0.70312263020698,-17.4610122923047,0.00000000000000000000000000000000000000000000000000000000000000000002838557138783,"whiff","right","curveball"
"245","pfx_z",0.590294716867199,0.0979297792653212,6.02773457977387,0.00000000166273816107128,"whiff","right","curveball"
"246","pfx_total",0.416185553919491,0.128336031946172,3.24293612330208,0.00118304731542495,"whiff","right","curveball"
"247","zone1",-0.797201564277778,0.586587172020889,-1.35905045712351,0.174130600395932,"whiff","right","curveball"
"248","zone2",-0.378660805407799,0.453879963178426,-0.834275218399414,0.404125913194951,"whiff","right","curveball"
"249","zone3",-0.438113838347831,0.541980849392068,-0.808356676881216,0.418885284095474,"whiff","right","curveball"
"250","zone4",-0.953515213834806,0.468951387062859,-2.03329223484522,0.04202300722823,"whiff","right","curveball"
"251","zone6",-0.429234365589238,0.342913907909345,-1.25172632456399,0.210669604364589,"whiff","right","curveball"
"252","zone7",-0.37170799580219,0.426591147793713,-0.871344840896551,0.383565893634808,"whiff","right","curveball"
"253","zone8",0.209671895607151,0.320074520199308,0.655072123443595,0.512421319143446,"whiff","right","curveball"
"254","zone9",-0.0108188549235534,0.375216052552105,-0.0288336675629062,0.976997249203693,"whiff","right","curveball"
"255","zone11",-1.08229001144061,0.710592329444954,-1.52308147244706,0.127738323531667,"whiff","right","curveball"
"256","zone12",-0.831510997783351,0.584984036751108,-1.42142510828399,0.155193211411289,"whiff","right","curveball"
"257","zone13",0.497681534539938,0.44704235737505,1.11327601586175,0.265589903900967,"whiff","right","curveball"
"258","zone14",0.167277103350991,0.427290560112557,0.391483264472136,0.69544005662941,"whiff","right","curveball"
"259","dist_x",0.31620077330844,0.126302618614425,2.50351716201335,0.0122965716549224,"whiff","right","curveball"
"260","dist_z",-0.445034174343601,0.218871969502834,-2.03330821829078,0.0420213934030074,"whiff","right","curveball"
"261","dist_prop",1.94450342511013,0.586883559122597,3.31326954876229,0.00092212063452445,"whiff","right","curveball"
"262","I(dist_x^2)",-0.852893750735663,0.177998727508403,-4.79157217961234,0.00000165479466687998,"whiff","right","curveball"
"263","I(dist_z^2)",-0.755156919504883,0.192369063913713,-3.92556320720886,0.0000865270446836727,"whiff","right","curveball"
"264","release_spin_rate",0.000265023493313039,0.000167780109915423,1.57958826851786,0.114201187611397,"whiff","right","curveball"
"265","pred_bwhiff",75.7284341103179,4.9114561950359,15.4187334882184,0.0000000000000000000000000000000000000000000000000000122482891631109,"whiff","right","curveball"
"266","(Intercept)",-12.257497737067,1.45211855960492,-8.44111361017377,0.0000000000000000314328442848599,"barrel","right","curveball"
"267","pfx_z",0.345963434261962,0.255221915997956,1.35553967969088,0.17524567535696,"barrel","right","curveball"
"268","pfx_total",0.862785295530825,0.362908554143851,2.37741790784251,0.017434323211931,"barrel","right","curveball"
"269","zone1",-2.41980293064309,1.31598639734179,-1.83877503257704,0.0659482820101468,"barrel","right","curveball"
"270","zone2",-1.83276456856929,0.888476516781164,-2.06281711891403,0.0391300069417482,"barrel","right","curveball"
"271","zone3",0.168481960057332,0.957390160451439,0.175980459186971,0.860309294168246,"barrel","right","curveball"
"272","zone4",-0.759860057193159,0.666070349961737,-1.14081051233824,0.253948785048342,"barrel","right","curveball"
"273","zone6",0.341657882083403,0.63880392541568,0.534839985307041,0.592760510883399,"barrel","right","curveball"
"274","zone7",0.654308858581545,0.735836814299622,0.889203755324913,0.373893584960452,"barrel","right","curveball"
"275","zone8",-0.515818135460987,0.603897827650072,-0.854148022800766,0.393022978354216,"barrel","right","curveball"
"276","zone9",-0.102535455804347,0.781888346134362,-0.131138232602238,0.895665957062383,"barrel","right","curveball"
"277","zone11",-0.905908619594577,1.53360183155988,-0.590706532133668,0.554717070465707,"barrel","right","curveball"
"278","zone12",-12.936554023408,650.107682659567,-0.0198990942092624,0.984123867719184,"barrel","right","curveball"
"279","zone13",1.48960390995556,1.001664914795,1.48712796859858,0.13698101591148,"barrel","right","curveball"
"280","zone14",-0.227841773867717,1.32004037983525,-0.172602124410886,0.862964181924273,"barrel","right","curveball"
"281","dist_x",-0.531324405897432,0.491741806750792,-1.08049467953149,0.279921954763008,"barrel","right","curveball"
"282","dist_z",0.496232449605791,0.557995910275398,0.88931198323815,0.373835433082144,"barrel","right","curveball"
"283","dist_prop",3.26862567535746,2.19107759835529,1.49178909857461,0.135754442678767,"barrel","right","curveball"
"284","I(dist_x^2)",-3.79722687281131,1.34145019054439,-2.83068793726163,0.00464480143494585,"barrel","right","curveball"
"285","I(dist_z^2)",-2.92741275735087,1.31320552691761,-2.22921141995356,0.0257998410572031,"barrel","right","curveball"
"286","release_spin_rate",0.000546246106802323,0.0004942357815398,1.10523383212054,0.269058280623104,"barrel","right","curveball"
"287","pred_bbarrel",466.679569877499,39.5558866050988,11.7979802737462,0.0000000000000000000000000000000399792061256325,"barrel","right","curveball"
"288","(Intercept)",-15.9261465104289,1.05122626464809,-15.1500652580825,0.000000000000000000000000000000000000000000000000000756914120120455,"strike","right","curveball"
"289","pfx_z",0.110513048135216,0.0624152116892849,1.77061080374719,0.0766254441348999,"strike","right","curveball"
"290","zone1",0.505169524294063,0.251873561963149,2.00564727935984,0.044893893774398,"strike","right","curveball"
"291","zone2",0.538096864737535,0.205164090679289,2.62276338396217,0.00872198230985111,"strike","right","curveball"
"292","zone3",0.0929865240847833,0.269124571344301,0.345514806100042,0.729707381206617,"strike","right","curveball"
"293","zone4",0.411605955270563,0.1955449055368,2.1049178148653,0.0352984626734037,"strike","right","curveball"
"294","zone6",-0.24517668414895,0.182461998993868,-1.34371368011369,0.179040991864024,"strike","right","curveball"
"295","zone7",-0.276659374742534,0.228250286891943,-1.21208774153046,0.225478795658671,"strike","right","curveball"
"296","zone8",-0.600517971079018,0.178999315377102,-3.35486183181144,0.000794046336767842,"strike","right","curveball"
"297","zone9",-0.656982385973623,0.217332277698331,-3.02293977190792,0.00250332059703755,"strike","right","curveball"
"298","zone11",-1.46565576498787,0.331224037765005,-4.42496799108438,0.00000964565841037322,"strike","right","curveball"
"299","zone12",-1.17896456748125,0.304726893626045,-3.86892194992166,0.000109317625952036,"strike","right","curveball"
"300","zone13",-0.817625522125715,0.265540322147857,-3.07910119078054,0.00207626146661526,"strike","right","curveball"
"301","zone14",-1.02185055099881,0.254185588194066,-4.0200963329937,0.0000581743486676016,"strike","right","curveball"
"302","dist_x",0.28201541339359,0.0855009972014863,3.29838741797374,0.000972418658059722,"strike","right","curveball"
"303","dist_z",-0.0706506146221432,0.0995336787081267,-0.709816170156029,0.477818140286596,"strike","right","curveball"
"304","dist_prop",1.74567576045927,0.346947458144425,5.03152774139246,0.000000486586682860355,"strike","right","curveball"
"305","I(dist_x^2)",-0.928616093744345,0.118586198360172,-7.83072656502521,0.00000000000000485058576124716,"strike","right","curveball"
"306","I(dist_z^2)",-0.736928795633397,0.121291420723336,-6.07568772167588,0.00000000123457458383569,"strike","right","curveball"
"307","release_spin_rate",0.000229621022581991,0.000106367133170545,2.15875915555442,0.0308688567621294,"strike","right","curveball"
"308","pred_bstrike",40.7198249142977,2.82604022127777,14.4087917106455,0.0000000000000000000000000000000000000000000000455611461346833,"strike","right","curveball"
"309","(Intercept)",-14.9930571827133,1.02637095625435,-14.6078346151075,0.00000000000000000000000000000000000000000000000250349168481615,"whiff","left","curveball"
"310","pitch_speed",0.0407370724094431,0.0107854086980915,3.77705412467601,0.000158694254724039,"whiff","left","curveball"
"311","zone1",0.567347285541935,0.498123017152566,1.13897022624065,0.254715572762586,"whiff","left","curveball"
"312","zone2",0.11067193983925,0.510520280062341,0.216782651270457,0.828377732751734,"whiff","left","curveball"
"313","zone3",1.0865492157144,0.541809853869506,2.00540689312767,0.0449195653953417,"whiff","left","curveball"
"314","zone4",-0.34326409508883,0.314076647107942,-1.09293097162635,0.274424108590744,"whiff","left","curveball"
"315","zone6",-0.72266005321498,0.335756495771212,-2.15233379641718,0.0313710738237411,"whiff","left","curveball"
"316","zone7",-0.66593953504534,0.347257704710468,-1.91770989098882,0.0551478068712855,"whiff","left","curveball"
"317","zone8",-0.481357659660142,0.279316703486385,-1.72334004251058,0.0848270505750074,"whiff","left","curveball"
"318","zone9",-0.656376386556475,0.336405164150122,-1.95114836662723,0.0510393990668004,"whiff","left","curveball"
"319","zone11",0.175890260842927,0.562264097361616,0.31282499037068,0.75441362802646,"whiff","left","curveball"
"320","zone12",0.192270689648724,0.671366173555322,0.286387216428443,0.774581564675397,"whiff","left","curveball"
"321","zone13",-0.0151418709444533,0.378017942907674,-0.0400559582647945,0.968048513813067,"whiff","left","curveball"
"322","zone14",-0.1365437054366,0.376953053561252,-0.362230002241944,0.71718016118229,"whiff","left","curveball"
"323","dist_x",0.467480002448695,0.101379183401569,4.61120307703584,0.00000400345192444954,"whiff","left","curveball"
"324","dist_z",-1.53272889612181,0.268632065405013,-5.70568109138772,0.0000000115878781759584,"whiff","left","curveball"
"325","dist_prop",1.79428261768229,0.57284123900246,3.13225112913805,0.00173471426368683,"whiff","left","curveball"
"326","I(dist_x^2)",-1.00296283297105,0.186606918463934,-5.37473552013504,0.0000000766951741880708,"whiff","left","curveball"
"327","I(dist_z^2)",-1.24300593264441,0.186421931118922,-6.66770226648642,0.0000000000259839225184457,"whiff","left","curveball"
"328","release_spin_rate",0.000513636202941701,0.000131714585943972,3.89961521163789,0.0000963456834277935,"whiff","left","curveball"
"329","pred_bwhiff",68.2855288729939,4.46520338267741,15.292814911389,0.0000000000000000000000000000000000000000000000000000853786016512,"whiff","left","curveball"
"330","(Intercept)",-6.75864694179887,0.502789286292627,-13.4423050093897,0.0000000000000000000000000000000000000000341626906556476,"barrel","left","curveball"
"331","pfx_total",-0.776190780633144,0.244485316929085,-3.17479507719592,0.00149942351477543,"barrel","left","curveball"
"332","dist_x",0.179804003411057,0.210331129089663,0.854861589861991,0.392627776826631,"barrel","left","curveball"
"333","dist_z",-1.06826502526125,0.359179696923996,-2.97417987266496,0.00293772812100871,"barrel","left","curveball"
"334","I(dist_x^2)",-1.60390265590941,0.304458483405428,-5.26805046773354,0.000000137880205180299,"barrel","left","curveball"
"335","I(dist_z^2)",-1.76926816198021,0.332394776832357,-5.32279170822391,0.000000102186730572691,"barrel","left","curveball"
"336","pred_bbarrel",327.674814885094,27.4513853317663,11.9365493189123,0.0000000000000000000000000000000076324389400386,"barrel","left","curveball"
"337","(Intercept)",-10.8053913270404,0.669113884243293,-16.148807522146,0.000000000000000000000000000000000000000000000000000000000115778318577216,"strike","left","curveball"
"338","pfx_total",-0.190133768429843,0.0645667692516342,-2.94476199806188,0.00323203175985361,"strike","left","curveball"
"339","zone1",0.882286169670767,0.205479160332656,4.29379878836573,0.0000175641667041364,"strike","left","curveball"
"340","zone2",0.512424685077892,0.184006265285569,2.78482194224546,0.00535571243142012,"strike","left","curveball"
"341","zone3",0.38342060599902,0.27786788979217,1.3798665484011,0.167627737903738,"strike","left","curveball"
"342","zone4",0.249128250147391,0.144949328066391,1.71872649201438,0.085664185824726,"strike","left","curveball"
"343","zone6",-0.263146241288545,0.160909111933038,-1.63537190732898,0.1019711078163,"strike","left","curveball"
"344","zone7",-0.184847063508141,0.175291448460613,-1.05451272798213,0.291648236434661,"strike","left","curveball"
"345","zone8",-0.802832673469599,0.143475464093769,-5.5956095248795,0.0000000219848005652578,"strike","left","curveball"
"346","zone9",-0.940680826142998,0.184873537056649,-5.08823945881857,0.000000361402856768322,"strike","left","curveball"
"347","zone11",-0.926428401130124,0.240683978712469,-3.84914860592725,0.000118529085931965,"strike","left","curveball"
"348","zone12",-1.73198520722715,0.354338439186221,-4.88794049893331,0.00000101896314756803,"strike","left","curveball"
"349","zone13",-1.12914097383934,0.203278323758028,-5.55465508060474,0.0000000278160465732708,"strike","left","curveball"
"350","zone14",-1.14801049568321,0.210683219747962,-5.44898875694309,0.0000000506570151412354,"strike","left","curveball"
"351","dist_x",0.166701805489312,0.0640001002891401,2.60471162914097,0.00919516148731341,"strike","left","curveball"
"352","dist_z",-0.215033413089217,0.0849473308944384,-2.53137339131271,0.0113616827158142,"strike","left","curveball"
"353","dist_prop",1.63204785604105,0.298303475668521,5.47109902887825,0.0000000447253282339428,"strike","left","curveball"
"354","I(dist_x^2)",-1.01318040580383,0.105894036999672,-9.56787024567744,0.00000000000000000000109130490185254,"strike","left","curveball"
"355","I(dist_z^2)",-0.822609122977012,0.105382638154621,-7.80592645412854,0.00000000000000590660194345525,"strike","left","curveball"
"356","release_spin_rate",0.000228851313727852,0.0000937355783486083,2.44145625129383,0.0146281606060449,"strike","left","curveball"
"357","pred_bstrike",27.8260420714063,1.72577597149349,16.1237857816073,0.000000000000000000000000000000000000000000000000000000000173638318342666,"strike","left","curveball"
"358","(Intercept)",-7.50173989795562,1.13101252920495,-6.63276462837152,0.0000000000329456948414709,"whiff","right","changeup"
"359","pitch_speed",-0.0302690593250975,0.0118632392835632,-2.55150036188142,0.0107260212728237,"whiff","right","changeup"
"360","pfx_total",0.423878654770452,0.131577519322822,3.22151273980533,0.00127515793151792,"whiff","right","changeup"
"361","zone1",0.385894562814648,0.540411893374003,0.714074889072772,0.475180872511911,"whiff","right","changeup"
"362","zone2",-0.0653929471689699,0.630529882470821,-0.103711099167447,0.917398618295536,"whiff","right","changeup"
"363","zone3",0.91164728334473,0.774570478667761,1.17697137762433,0.239206930633966,"whiff","right","changeup"
"364","zone4",-0.801383541666117,0.332186624622208,-2.41244975645097,0.015845721257452,"whiff","right","changeup"
"365","zone6",-0.223669201726455,0.376754668674071,-0.593673337914096,0.552730619069548,"whiff","right","changeup"
"366","zone7",-0.657967091287956,0.337593292469738,-1.94899337742896,0.0512962156065445,"whiff","right","changeup"
"367","zone8",-0.43729422528045,0.287058705721672,-1.52336165587134,0.127668249578351,"whiff","right","changeup"
"368","zone9",-0.408716461806274,0.353043303968741,-1.15769498305642,0.24698853203855,"whiff","right","changeup"
"369","zone11",-0.210485248623419,0.503557390158882,-0.417996543665077,0.675949644284361,"whiff","right","changeup"
"370","zone12",-11.4984190093379,211.793293290706,-0.0542907607256253,0.956703510571284,"whiff","right","changeup"
"371","zone13",-0.0987031827219128,0.375475122760101,-0.262875425664289,0.79264659783162,"whiff","right","changeup"
"372","zone14",0.0304277356195648,0.38300476591442,0.0794447963249723,0.936678838899085,"whiff","right","changeup"
"373","dist_x",-0.27846960286799,0.0973446612271822,-2.86065614033111,0.00422765315308409,"whiff","right","changeup"
"374","dist_z",-1.6889549868241,0.302381471149566,-5.58551084629355,0.0000000233014243869546,"whiff","right","changeup"
"375","dist_prop",1.49977993184904,0.585954680494894,2.55954936750797,0.0104807968633986,"whiff","right","changeup"
"376","I(dist_x^2)",-0.872061404461423,0.186449358396391,-4.6772024959583,0.00000290815046858281,"whiff","right","changeup"
"377","I(dist_z^2)",-1.38515827407351,0.199154568474401,-6.95519206355314,0.00000000000352082034705678,"whiff","right","changeup"
"378","pred_bwhiff",47.5031499017533,3.42686733713774,13.8619751593389,0.000000000000000000000000000000000000000000107670168994086,"whiff","right","changeup"
"379","(Intercept)",-7.82340026847209,0.676647195952062,-11.5620079640829,0.000000000000000000000000000000641900001985545,"barrel","right","changeup"
"380","pfx_z",0.769209534186147,0.303394198918601,2.5353468752134,0.0112336028559114,"barrel","right","changeup"
"381","pfx_total",-0.88103053732684,0.397567862460467,-2.21605069352015,0.0266880305191441,"barrel","right","changeup"
"382","dist_x",-1.56316537862003,0.329008979920848,-4.75113286876271,0.00000202280154967598,"barrel","right","changeup"
"383","dist_z",0.0947618099791342,0.233186582487161,0.406377626741674,0.684465156106245,"barrel","right","changeup"
"384","I(dist_x^2)",-1.35477110524875,0.251102851728204,-5.39528362949525,0.000000068415392625172,"barrel","right","changeup"
"385","I(dist_z^2)",-1.18712858700245,0.24643381533967,-4.81723088759625,0.00000145564217299417,"barrel","right","changeup"
"386","pred_bbarrel",312.706002316232,25.397582149757,12.3124319658604,0.0000000000000000000000000000000000776476261317928,"barrel","right","changeup"
"387","(Intercept)",-12.8027451500728,1.27059915866579,-10.0761479832211,0.00000000000000000000000704334235542805,"strike","right","changeup"
"388","pitch_speed",-0.0221901908704686,0.0104553159211383,-2.12238358341761,0.0338055396426096,"strike","right","changeup"
"389","pfx_z",-0.187626178383243,0.0924623850001703,-2.02921629571742,0.0424362644970923,"strike","right","changeup"
"390","pfx_total",0.50053922686792,0.128690848792997,3.88947024254268,0.000100463285945121,"strike","right","changeup"
"391","zone1",-0.342490368012522,0.34529154406032,-0.991887504643588,0.32125240516394,"strike","right","changeup"
"392","zone2",-0.377080106218233,0.333837062189191,-1.12953338297872,0.258672895247509,"strike","right","changeup"
"393","zone3",0.764745280559096,0.451599197297848,1.69341594301975,0.0903763223100403,"strike","right","changeup"
"394","zone4",-1.07945233702208,0.25212096464553,-4.28148582780388,0.0000185649548831242,"strike","right","changeup"
"395","zone6",-0.00928456890088719,0.266725760027323,-0.0348094196073754,0.97223170942433,"strike","right","changeup"
"396","zone7",-0.538648882746093,0.266972314415988,-2.01762075563681,0.0436307735486404,"strike","right","changeup"
"397","zone8",-0.47037647148597,0.226005484495013,-2.08126131335697,0.037409994150421,"strike","right","changeup"
"398","zone9",-0.0911978040389378,0.275052453598941,-0.331565135470178,0.740217649477865,"strike","right","changeup"
"399","zone11",-1.54644159472986,0.380237160398146,-4.06704487565229,0.000047613076855946,"strike","right","changeup"
"400","zone12",-0.936886391108354,0.61518171964846,-1.52294250818072,0.127773089629457,"strike","right","changeup"
"401","zone13",-0.519214602521226,0.299282847945728,-1.73486254252492,0.0827651551649648,"strike","right","changeup"
"402","zone14",-0.585295526533784,0.306184505343433,-1.91157787647446,0.0559303592284227,"strike","right","changeup"
"403","dist_x",-0.0635899175606762,0.0833237579166994,-0.763166702397754,0.445363984070136,"strike","right","changeup"
"404","dist_z",-0.183032855722887,0.162867400623917,-1.12381517124802,0.26109144400439,"strike","right","changeup"
"405","dist_prop",2.88662018165133,0.448714114713155,6.43309422859728,0.000000000125032083514987,"strike","right","changeup"
"406","I(dist_x^2)",-1.29754810029537,0.14859311595616,-8.73222216215047,0.00000000000000000249717107993,"strike","right","changeup"
"407","I(dist_z^2)",-1.25925487032207,0.156644799772002,-8.03891908416319,0.000000000000000906344026874669,"strike","right","changeup"
"408","pred_bstrike",46.0381888801015,3.32965020189748,13.8267343680323,0.000000000000000000000000000000000000000000175823066659019,"strike","right","changeup"
"409","(Intercept)",-4.1753885019507,0.807420629657686,-5.1712680461495,0.000000232510759970215,"whiff","left","changeup"
"410","pitch_speed",-0.0358815948105508,0.00932191217137018,-3.84916679656688,0.000118520284947575,"whiff","left","changeup"
"411","pfx_z",0.102735297180227,0.0678810374048121,1.51346091792262,0.130162621234567,"whiff","left","changeup"
"412","zone1",0.0733397271707005,0.331593302319807,0.22117372895538,0.824957163989877,"whiff","left","changeup"
"413","zone2",0.122039114245339,0.37225445152258,0.327837890846381,0.743034236402335,"whiff","left","changeup"
"414","zone3",-0.876432043713033,1.05034847760431,-0.834420254230336,0.404044207688645,"whiff","left","changeup"
"415","zone4",-0.586669302138807,0.210076389510251,-2.79264749126022,0.00522786284662544,"whiff","left","changeup"
"416","zone6",-1.45461590479969,0.457753278477041,-3.1777290806944,0.00148433378053021,"whiff","left","changeup"
"417","zone7",-0.465564528389675,0.229935953757643,-2.02475741953949,0.0428922793573627,"whiff","left","changeup"
"418","zone8",-0.496809886309283,0.198106308450084,-2.50779437664632,0.012148734029832,"whiff","left","changeup"
"419","zone9",-0.988914851229602,0.278581711113124,-3.54981971816533,0.000385495047331086,"whiff","left","changeup"
"420","zone11",-0.383830984304,0.307683100187882,-1.24748802930554,0.212218606819106,"whiff","left","changeup"
"421","zone12",-10.749712581743,118.718271160304,-0.0905480889898387,0.927851681381504,"whiff","left","changeup"
"422","zone13",-0.274195048636538,0.26091714020575,-1.05088936825046,0.293309403914487,"whiff","left","changeup"
"423","zone14",-0.511681909649571,0.27627548697984,-1.85207133373693,0.0640155802625738,"whiff","left","changeup"
"424","dist_x",-0.22872340322731,0.0889354133177465,-2.57179221071512,0.0101173594768815,"whiff","left","changeup"
"425","dist_z",-1.26388146401694,0.164771694359465,-7.67050110718451,0.0000000000000171325688868496,"whiff","left","changeup"
"426","dist_prop",1.09704197883398,0.393235861786277,2.78978110961361,0.00527436869609321,"whiff","left","changeup"
"427","I(dist_x^2)",-0.668604503621023,0.120931987657377,-5.52876469305464,0.0000000322493560846267,"whiff","left","changeup"
"428","I(dist_z^2)",-0.962740059285322,0.131298514750717,-7.33245201678918,0.000000000000225979392824229,"whiff","left","changeup"
"429","release_spin_rate",0.000238175389168603,0.000100904295488759,2.36040882119964,0.0182548052039594,"whiff","left","changeup"
"430","pred_bwhiff",31.463716532818,1.72464056636254,18.2436370490684,0.0000000000000000000000000000000000000000000000000000000000000000000000000232462905900865,"whiff","left","changeup"
"431","(Intercept)",-4.64523798398077,0.215403949540036,-21.5652405348184,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038093248005727,"barrel","left","changeup"
"432","dist_x",0.256509805924835,0.16840484723279,1.52317353175859,0.127715296173056,"barrel","left","changeup"
"433","dist_z",0.212340902517166,0.175873352433321,1.20735119663834,0.227296921890532,"barrel","left","changeup"
"434","I(dist_x^2)",-1.46445525503642,0.201283603565609,-7.27558146363907,0.000000000000344931464809683,"barrel","left","changeup"
"435","I(dist_z^2)",-1.39918695574193,0.194622329579551,-7.18924163925406,0.000000000000651521790597645,"barrel","left","changeup"
"436","pred_bbarrel",128.88312738156,9.85405834646781,13.0791926382046,0.00000000000000000000000000000000000000433014905377474,"barrel","left","changeup"
"437","(Intercept)",-4.59445792843847,0.66070676545884,-6.95385331077662,0.00000000000355441204038406,"strike","left","changeup"
"438","pitch_speed",-0.0281942799653575,0.00725356911480598,-3.88695268758209,0.000101510529611564,"strike","left","changeup"
"439","pfx_total",0.188335074358962,0.0844811033330918,2.22931598817306,0.0257928875929117,"strike","left","changeup"
"440","zone1",-0.0570809160787048,0.201415404269857,-0.283398959903918,0.776871025597843,"strike","left","changeup"
"441","zone2",0.35831285030718,0.203080882049062,1.76438494205779,0.0776671916116758,"strike","left","changeup"
"442","zone3",1.23346480053062,0.364545688936419,3.38356710273908,0.000715507205635694,"strike","left","changeup"
"443","zone4",-0.840883953261931,0.148474237666232,-5.66350072901017,0.0000000148315540266408,"strike","left","changeup"
"444","zone6",0.39744927898853,0.203446120339885,1.95358495076995,0.0507503218166799,"strike","left","changeup"
"445","zone7",-0.694078867156389,0.167190074630166,-4.15143583548084,0.0000330395898915876,"strike","left","changeup"
"446","zone8",-0.536591767160447,0.141661509061609,-3.78784449435083,0.000151959905821253,"strike","left","changeup"
"447","zone9",-0.00875843691352774,0.189609562766053,-0.0461919577565516,0.963157252414881,"strike","left","changeup"
"448","zone11",-1.50789332706424,0.217627164967394,-6.92879185045746,0.00000000000424449774640815,"strike","left","changeup"
"449","zone12",-1.08737138620318,0.48062609838965,-2.2624060363065,0.0236723283304216,"strike","left","changeup"
"450","zone13",-0.983774778184143,0.189595962239929,-5.18879604059922,0.000000211658065509678,"strike","left","changeup"
"451","zone14",-1.36303822903789,0.203533019718183,-6.69688992442203,0.000000000021290186450886,"strike","left","changeup"
"452","dist_x",-0.108982036350209,0.0730994559826666,-1.49087342559773,0.135994729551423,"strike","left","changeup"
"453","dist_z",-0.220725005210832,0.0863435114035841,-2.55635891594826,0.010577395443587,"strike","left","changeup"
"454","dist_prop",2.33846545280108,0.286373690098092,8.16578314858492,0.000000000000000319356514569419,"strike","left","changeup"
"455","I(dist_x^2)",-1.16005412575778,0.0958921443835161,-12.0974886234497,0.00000000000000000000000000000000108891668940762,"strike","left","changeup"
"456","I(dist_z^2)",-1.0588230541466,0.0989640414578296,-10.6990684550589,0.0000000000000000000000000102806523203433,"strike","left","changeup"
"457","release_spin_rate",0.000218444425247237,0.0000906259988024336,2.41039467850115,0.0159352715143424,"strike","left","changeup"
"458","pred_bstrike",19.3284531853204,1.18262148282154,16.3437359003541,0.00000000000000000000000000000000000000000000000000000000000482064953575149,"strike","left","changeup"
