year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2022,Woodruff, Brandon,605540,Brewers,MIL,R,86.1,413,2538,15.666666666666666,0.16272655634357763,CH,Changeup,28,-30.3,-2.3,-8,15.8,-14.2,1.6,12,0.21254355400696864,0.7142857142857143
2022,Kelly, Merrill,518876,D-backs,AZ,R,82.2,413,3071,18.95679012345679,0.13448388147183327,CUKC,Curveball,50.9,-49.3,1.7,3,9.1,8.6,0.5,6,0.6468085106382979,0.6042553191489362
2022,Crawford, Kutter,676710,Red Sox,BOS,R,88.7,413,1296,8,0.31867283950617287,FC,Cutter,26.7,-26.5,-0.2,-1,4.4,2.4,2,82,0.5373134328358209,0.835820895522388
2022,Pop, Zach,647315,Blue Jays,TOR,R,96.5,412,536,3.308641975308642,0.7686567164179104,SIFT,Sinker,24.5,-20.7,3.8,18,17,-15.6,1.3,8,0.9251968503937008,0.7362204724409449
2022,Falter, Bailey,663559,Phillies,PHI,L,91.4,412,1295,7.993827160493828,0.31814671814671813,FF,4-Seamer,13.8,-16.2,2.4,15,1.3,-6.5,-5.2,-80,0.9464720194647201,0.031630170316301706
2022,Taillon, Jameson,592791,Yankees,NYY,R,81.1,412,2805,17.314814814814813,0.14688057040998218,CUKC,Curveball,51.8,-51.8,0,0,9.2,7.5,1.7,22,0.46382978723404256,0.7361702127659574
2022,Senzatela, Antonio,622608,Rockies,COL,R,86.2,412,1521,9.38888888888889,0.27087442472057854,SL,Slider,34.2,-34.9,-0.7,-2,4.9,4.5,0.3,7,0.378125,0.56875
2022,Yarbrough, Ryan,642232,Rays,TB,L,82.3,411,1355,8.364197530864198,0.3033210332103321,FC,Cutter,34.5,-33.9,-0.5,-2,1.9,2.6,-0.7,-27,0.47761194029850745,0.3880597014925373
2022,Diekman, Jake,518617,White Sox,CWS,L,81.4,411,1172,7.234567901234568,0.3506825938566553,ST,Sweeper,40.3,-40.5,-0.2,-1,16,15.4,0.7,4,0.44642857142857145,0.625
2022,Wantz, Andrew,681806,Angels,LAA,R,93.8,411,831,5.12962962962963,0.49458483754512633,FF,4-Seamer,13.6,-14.6,1,7,3,-6.8,-3.8,-56,0.7128953771289538,0.11192214111922141
2022,Keller, Mitch,656605,Pirates,PIT,R,78.7,411,2661,16.425925925925927,0.1544532130777903,CUKC,Curveball,60,-55.1,4.9,9,11.2,8.5,2.6,31,0.9063829787234042,0.8042553191489362
2022,Hill, Garrett,682051,Tigers,DET,R,92,410,1019,6.290123456790123,0.4023552502453386,FF,4-Seamer,16.2,-16.7,0.4,2,9.5,-8.3,1.3,15,0.5912408759124088,0.6399026763990268
2022,Sawamura, Hirokazu,617228,Red Sox,BOS,R,95.9,409,838,5.172839506172839,0.4880668257756563,FF,4-Seamer,14,-14.1,0.1,1,8.8,-8.1,0.7,8,0.5352798053527981,0.5401459854014599
2022,Wheeler, Zack,554430,Phillies,PHI,R,95.4,409,2358,14.555555555555555,0.1734520780322307,SIFT,Sinker,18.6,-19.9,-1.3,-7,16.1,-15.2,0.9,6,0.35039370078740156,0.6535433070866141
2022,Smith, Drew,622098,Mets,NYM,R,95.7,409,780,4.814814814814815,0.5243589743589744,FF,4-Seamer,11.4,-14.3,2.9,20,7,-8.2,-1.3,-15,0.9805352798053528,0.30656934306569344
2022,Moll, Sam,594580,Athletics,OAK,L,81.7,408,737,4.549382716049383,0.55359565807327,ST,Sweeper,43.9,-42.9,1,2,17.3,16.4,0.9,5,0.5892857142857143,0.6785714285714286
2022,Phillips, Evan,623465,Dodgers,LAD,R,85.3,408,923,5.697530864197531,0.4420368364030336,ST,Sweeper,36.2,-35.6,0.7,2,15.3,12.8,2.5,19,0.5535714285714286,0.9107142857142857
2022,Bundy, Dylan,605164,Twins,MIN,R,81.1,408,2180,13.45679012345679,0.1871559633027523,CH,Changeup,35.3,-33.4,1.8,5,12.2,-13.6,-1.4,-10,0.7212543554006968,0.1986062717770035
2022,Mayers, Mike,594577,Angels,LAA,R,93.5,407,890,5.493827160493828,0.45730337078651684,FF,4-Seamer,15,-15.4,0.5,3,11,-7.9,3.1,39,0.6034063260340633,0.829683698296837
2022,Hill, Tim,657612,Padres,SD,L,89.5,406,745,4.598765432098766,0.5449664429530201,SIFT,Sinker,38.5,-36.3,2.2,6,15.8,-16,-0.1,-1,0.8149606299212598,0.4251968503937008
2022,Minor, Mike,501985,Reds,CIN,L,84.2,405,1750,10.802469135802468,0.23142857142857143,CH,Changeup,28.8,-31.7,-2.9,-9,16.7,-14,2.7,19,0.1602787456445993,0.9094076655052264
2022,Ryan, Joe,657746,Twins,MIN,R,82.3,405,2391,14.75925925925926,0.16938519447929737,SL,Slider,37.4,-39,-1.5,-4,3.2,8.1,-4.9,-61,0.28125,0.040625
2022,Bard, Daniel,453268,Rockies,COL,R,88.4,405,953,5.882716049382716,0.4249737670514166,SL,Slider,32.6,-32.4,0.2,1,7.4,3.7,3.7,99,0.509375,0.88125
2022,Sánchez, Cristopher,650911,Phillies,PHI,L,93,404,662,4.08641975308642,0.6102719033232629,SIFT,Sinker,23.5,-20.8,2.7,13,17.8,-14.1,3.7,26,0.8503937007874016,1
2022,Skubal, Tarik,669373,Tigers,DET,L,94.8,404,1914,11.814814814814815,0.2110762800417973,SIFT,Sinker,19.3,-20.4,-1.1,-5,15.2,-14.7,0.4,3,0.38188976377952755,0.5590551181102362
2022,Germán, Domingo,593334,Yankees,NYY,R,81,403,1081,6.672839506172839,0.37280296022201664,CUKC,Curveball,45,-50.2,-5.2,-10,1.3,9.6,-8.3,-86,0.12340425531914893,0.00425531914893617
2022,Pérez, Cionel,672335,Orioles,BAL,L,97,403,901,5.561728395061729,0.44728079911209767,FF,4-Seamer,12.7,-13.9,1.2,8,6.2,-8.8,-2.6,-29,0.7712895377128953,0.20437956204379562
2022,Banks, Tanner,621383,White Sox,CWS,L,92.9,403,897,5.537037037037037,0.4492753623188406,FF,4-Seamer,15.5,-14.8,-0.7,-5,1.9,-6.5,-4.6,-71,0.38686131386861317,0.051094890510948905
2022,Matz, Steven,571927,Cardinals,STL,L,94.5,402,849,5.2407407407407405,0.4734982332155477,SIFT,Sinker,18.3,-21.4,-3.1,-14,15.4,-15.2,0.1,1,0.15354330708661418,0.4881889763779528
2022,Santana, Dennis,642701,Rangers,TEX,R,85.8,401,991,6.117283950617284,0.4046417759838547,SL,Slider,39.4,-35.4,4,11,1.7,4.8,-3.1,-64,0.90625,0.1625
2022,Bassitt, Chris,605135,Mets,NYM,R,71.6,401,2886,17.814814814814813,0.13894663894663895,CUKC,Curveball,68,-67.5,0.5,1,14.9,12.9,2,16,0.5063829787234042,0.7531914893617021
2022,Williams, Devin,642207,Brewers,MIL,R,93.9,401,1068,6.592592592592593,0.37546816479400746,FF,4-Seamer,14.5,-15.3,0.8,5,12.2,-8.5,3.7,43,0.656934306569343,0.8832116788321168
2022,Davidson, Tucker,656353,Angels,LAA,L,86.6,401,912,5.62962962962963,0.43969298245614036,SL,Slider,37.1,-34.2,2.8,8,5.9,4.5,1.5,33,0.8,0.71875
2022,Walker, Taijuan,592836,Mets,NYM,R,84.9,400,2500,15.432098765432098,0.16,SL,Slider,32.5,-36.4,-3.9,-11,5.3,5,0.3,6,0.0875,0.56875
2022,Gausman, Kevin,592332,Blue Jays,TOR,R,84.4,400,2783,17.179012345679013,0.1437297879985627,SL,Slider,35.1,-37,-1.9,-5,1.2,5.7,-4.6,-80,0.246875,0.05625
2022,Foster, Matt,641582,White Sox,CWS,R,93.7,400,768,4.7407407407407405,0.5208333333333334,FF,4-Seamer,12.6,-14.8,2.2,15,5.8,-7.1,-1.3,-18,0.9318734793187348,0.30656934306569344
2022,Lyles, Jordan,543475,Orioles,BAL,R,79.1,400,2988,18.444444444444443,0.13386880856760375,CUKC,Curveball,58.7,-54.2,4.5,8,7.6,8.5,-1,-11,0.8893617021276595,0.41702127659574467
2022,Espino, Paolo,502179,Nationals,WSH,R,77.7,399,1873,11.561728395061728,0.21302722904431393,ST,Sweeper,44.2,-45.1,-0.9,-2,18.8,17.2,1.6,9,0.26785714285714285,0.8392857142857143
2022,Syndergaard, Noah,592789,Phillies,PHI,R,88.5,398,2026,12.506172839506172,0.1964461994076999,CH,Changeup,26.8,-27.7,-0.9,-3,15.2,-14,1.2,9,0.39372822299651566,0.6376306620209059
2022,Heaney, Andrew,571760,Dodgers,LAD,L,83.4,398,1230,7.592592592592593,0.3235772357723577,SL,Slider,38.2,-38.1,0.1,0,3.6,6.9,-3.3,-48,0.496875,0.146875
2022,Ureña, José,570632,Rockies,COL,R,86.8,398,1622,10.012345679012345,0.24537607891491986,SL,Slider,30.4,-34.2,-3.7,-11,1.4,4.4,-3,-68,0.096875,0.171875
2022,Smith, Will,519293,Astros,HOU,L,92.1,397,985,6.080246913580247,0.4030456852791878,FF,4-Seamer,15.3,-14.7,-0.6,-4,8.5,-5.9,2.6,44,0.40632603406326034,0.7566909975669099
2022,Detmers, Reid,672282,Angels,LAA,L,73.1,397,2181,13.462962962962964,0.18202659330582302,CUKC,Curveball,67,-64.3,2.7,4,12.2,10.8,1.4,13,0.7319148936170212,0.6978723404255319
2022,Clevinger, Mike,605182,Padres,SD,R,79.9,397,1931,11.919753086419753,0.2055929570170896,SL,Slider,44.6,-41.6,3,7,15.6,10,5.7,57,0.815625,0.946875
2022,Fried, Max,608331,Braves,ATL,L,86.5,397,2818,17.395061728395063,0.14088005677785664,CH,Changeup,32.4,-30.1,2.3,8,12.9,-14.2,-1.3,-9,0.7735191637630662,0.21602787456445993
2022,Jackson, Zach,667427,Athletics,OAK,R,85.2,396,887,5.4753086419753085,0.4464487034949267,SL,Slider,40.1,-39.3,0.8,2,0.6,0.8,-0.2,-30,0.584375,0.48125
2022,Cishek, Steve,518553,Nationals,WSH,R,89.8,396,1175,7.253086419753086,0.33702127659574466,SIFT,Sinker,29.3,-29.4,-0.1,0,17.7,-17.6,0.1,0,0.5275590551181102,0.4881889763779528
2022,Oviedo, Johan,670912,Pirates,PIT,R,85.7,395,980,6.049382716049383,0.4030612244897959,SL,Slider,35.5,-35.3,0.2,1,5.8,5,0.8,16,0.509375,0.6375
2022,García, Rony,665621,Tigers,DET,R,92.9,395,885,5.462962962962963,0.4463276836158192,FF,4-Seamer,18,-17.5,-0.5,-3,10.6,-9.8,0.8,8,0.41849148418491483,0.5644768856447688
2022,Hernández, Elieser,622694,Marlins,MIA,R,80.1,395,1095,6.7592592592592595,0.3607305936073059,SL,Slider,30.5,-41.1,-10.6,-26,8.2,9.8,-1.6,-17,0,0.29375
2022,Coleman, Dylan,669395,Royals,KC,R,82.5,393,1205,7.438271604938271,0.3261410788381743,ST,Sweeper,36.6,-39.6,-3,-8,15.5,14.7,0.7,5,0.08928571428571429,0.625
2022,Urquidy, José,664353,Astros,HOU,R,86.1,392,2640,16.296296296296298,0.1484848484848485,CH,Changeup,23.6,-29.7,-6.1,-21,15.8,-13.8,2,15,0.0313588850174216,0.7770034843205574
2022,King, John,667463,Rangers,TEX,L,92.4,392,749,4.6234567901234565,0.5233644859813084,SIFT,Sinker,31.4,-24.4,7,29,15.6,-15.3,0.3,2,0.9881889763779528,0.531496062992126
2022,Thompson, Keegan,624522,Cubs,CHC,R,89.9,392,1878,11.592592592592593,0.20873269435569755,FC,Cutter,25.4,-25.4,-0.1,0,5.2,2,3.2,161,0.5447761194029851,0.9626865671641791
2022,Cabrera, Edward,665795,Marlins,MIA,R,92.4,392,1215,7.5,0.3226337448559671,CH,Changeup,24,-25.8,-1.8,-7,16.1,-15.2,0.9,6,0.2682926829268293,0.5574912891986062
2022,Jax, Griffin,643377,Twins,MIN,R,95.4,390,1157,7.1419753086419755,0.33707865168539325,FF,4-Seamer,13.5,-14.4,1,7,8.6,-8.2,0.4,5,0.7128953771289538,0.5085158150851582
2022,Cueto, Johnny,456501,White Sox,CWS,R,83.5,390,2372,14.641975308641975,0.16441821247892074,SL,Slider,33.7,-38.1,-4.4,-12,2.7,6.2,-3.5,-56,0.0625,0.125
2022,Bellatti, Andrew,571479,Phillies,PHI,R,94.4,389,963,5.944444444444445,0.4039460020768432,FF,4-Seamer,14.2,-15.2,1.1,7,10.5,-8.5,2,23,0.732360097323601,0.6958637469586375
2022,Ashby, Aaron,676879,Brewers,MIL,L,89.1,389,1878,11.592592592592593,0.2071352502662407,CH,Changeup,31.2,-28.8,2.4,8,14.8,-14.5,0.3,2,0.7770034843205574,0.47038327526132406
2022,Ferguson, Caleb,657571,Dodgers,LAD,L,94.8,388,580,3.580246913580247,0.6689655172413793,FF,4-Seamer,14.5,-14.6,0.1,1,6.2,-7.9,-1.7,-22,0.5352798053527981,0.2725060827250608
2022,Freeland, Kyle,607536,Rockies,COL,L,84.8,388,2839,17.52469135802469,0.1366678407890102,CH,Changeup,30.7,-31.7,-1.1,-3,10.9,-14.2,-3.3,-23,0.3623693379790941,0.059233449477351915
2022,Festa, Matt,670036,Mariners,SEA,R,92.6,388,897,5.537037037037037,0.43255295429208473,FF,4-Seamer,17.6,-17.2,-0.3,-2,4.8,-9.4,-4.6,-49,0.45985401459854014,0.051094890510948905
2022,Crowe, Wil,640444,Pirates,PIT,R,85.9,388,1380,8.518518518518519,0.2811594202898551,CH,Changeup,33,-30.8,2.2,7,10.2,-14.3,-4.1,-28,0.7630662020905923,0.0313588850174216
2022,Swarmer, Matt,664161,Cubs,CHC,R,82.1,388,657,4.055555555555555,0.5905631659056316,SL,Slider,37.5,-39.5,-2,-5,7.3,5.7,1.6,28,0.2375,0.740625
2022,Díaz, Edwin,621242,Mets,NYM,R,99.1,386,928,5.728395061728395,0.41594827586206895,FF,4-Seamer,14.5,-14.7,0.2,1,13.5,-11.6,1.8,16,0.5547445255474452,0.681265206812652
2022,Santana, Dennis,642701,Rangers,TEX,R,96.7,386,991,6.117283950617284,0.3895055499495459,SIFT,Sinker,20.5,-20.9,-0.4,-2,17.6,-15.7,1.9,12,0.484251968503937,0.8700787401574803
2022,Schreiber, John,670167,Red Sox,BOS,R,82.1,385,1020,6.296296296296297,0.37745098039215685,SL,Slider,36.6,-37.6,-1,-3,13,10,3,30,0.3375,0.8375
2022,Littell, Zack,641793,Giants,SF,R,94.5,384,758,4.679012345679013,0.5065963060686016,FF,4-Seamer,12.6,-13.9,1.3,9,6.2,-6.4,-0.1,-2,0.8029197080291971,0.43795620437956206
2022,Brubaker, JT,664141,Pirates,PIT,R,80,382,2381,14.697530864197532,0.1604367912641747,CUKC,Curveball,50.9,-53.3,-2.4,-4,6.5,6.5,0,0,0.23829787234042554,0.548936170212766
2022,Warren, Art,605521,Reds,CIN,R,85.5,382,655,4.04320987654321,0.583206106870229,SL,Slider,36.4,-35.7,0.7,2,8.2,5.1,3.2,63,0.575,0.846875
2022,Gonzales, Marco,594835,Mariners,SEA,L,76.6,381,2838,17.51851851851852,0.13424947145877378,CUKC,Curveball,59.8,-55.8,4,7,6.3,11.3,-5,-44,0.825531914893617,0.07659574468085106
2022,Odorizzi, Jake,543606,Braves,ATL,R,87.6,381,1798,11.098765432098766,0.21190211345939933,FC,Cutter,23.3,-27.6,4.4,16,2.6,2.9,-0.3,-9,0.9402985074626866,0.48507462686567165
2022,Voth, Austin,608723,Orioles,BAL,R,89.5,380,1762,10.876543209876543,0.21566401816118047,FC,Cutter,26.6,-25.7,-0.9,-3,2.5,2.1,0.4,20,0.39552238805970147,0.6194029850746269
2022,McClanahan, Shane,663556,Rays,TB,L,89.3,380,2463,15.203703703703704,0.15428339423467316,SL,Slider,30.5,-30.9,-0.4,-1,3.6,3.9,-0.3,-7,0.43125,0.471875
2022,Heasley, Jonathan,669169,Royals,KC,R,84.9,380,1796,11.08641975308642,0.21158129175946547,CH,Changeup,27.7,-30.8,-3.1,-10,12.9,-13.9,-1.1,-8,0.14285714285714285,0.24041811846689895
2022,Familia, Jeurys,544727,Red Sox,BOS,R,95.2,379,817,5.04320987654321,0.4638922888616891,SIFT,Sinker,26.8,-20.6,6.2,30,15.5,-14.8,0.7,5,0.9645669291338582,0.6181102362204725
2022,Rucker, Michael,621074,Cubs,CHC,R,94.7,379,914,5.6419753086419755,0.41466083150984684,FF,4-Seamer,14.5,-14.8,0.3,2,7.4,-8.1,-0.7,-8,0.5717761557177615,0.36253041362530414
2022,Bassitt, Chris,605135,Mets,NYM,R,93.2,379,2886,17.814814814814813,0.1313236313236313,FF,4-Seamer,17.8,-15.7,-2.1,-13,5.5,-8.1,-2.6,-32,0.17761557177615572,0.20437956204379562
2022,Davidson, Tucker,656353,Angels,LAA,L,93.1,379,912,5.62962962962963,0.4155701754385965,FF,4-Seamer,14.3,-14.8,0.5,3,3.5,-6.5,-3,-46,0.6034063260340633,0.170316301703163
2022,Alvarado, José,621237,Phillies,PHI,L,93.8,378,881,5.438271604938271,0.42905788876276957,FC,Cutter,25.5,-21,-4.6,-22,1.9,3.2,-1.3,-40,0.029850746268656716,0.2835820895522388
2022,Stammen, Craig,489334,Padres,SD,R,91.4,378,701,4.327160493827161,0.5392296718972895,SIFT,Sinker,22.1,-23.3,-1.2,-5,14.2,-14.7,-0.5,-4,0.3661417322834646,0.3661417322834646
2022,Gilbert, Logan,669302,Mariners,SEA,R,80.8,377,3015,18.61111111111111,0.1250414593698176,CUKC,Curveball,50.1,-51.1,-1,-2,4.2,7.2,-3,-42,0.3829787234042553,0.1702127659574468
2022,Chapman, Aroldis,547973,Yankees,NYY,L,97.5,377,679,4.191358024691358,0.5552282768777614,FF,4-Seamer,11,-12.3,1.3,10,4.5,-6.7,-2.3,-34,0.8029197080291971,0.22871046228710462
2022,Fried, Max,608331,Braves,ATL,L,93.6,376,2818,17.395061728395063,0.1334279630943932,SIFT,Sinker,21.6,-21.2,0.4,2,11,-14.6,-3.6,-25,0.6062992125984252,0.07086614173228346
2022,Nelson, Kyle,669459,D-backs,AZ,L,84.3,376,593,3.6604938271604937,0.6340640809443507,SL,Slider,38.2,-37.3,0.9,3,6.2,5.8,0.4,6,0.603125,0.575
2022,Houck, Tanner,656557,Red Sox,BOS,R,85.4,375,918,5.666666666666667,0.4084967320261438,SL,Slider,37,-36.1,0.9,2,11.1,5.3,5.7,107,0.603125,0.946875
2022,Lorenzen, Michael,547179,Angels,LAA,R,93.8,374,1654,10.209876543209877,0.22611850060459493,SIFT,Sinker,22.5,-22.9,-0.4,-2,16.9,-15.4,1.6,10,0.484251968503937,0.8149606299212598
2022,Greinke, Zack,425844,Royals,KC,R,86.5,374,2272,14.024691358024691,0.16461267605633803,CH,Changeup,32.6,-29.7,2.9,10,12.8,-13.8,-1,-7,0.8222996515679443,0.24738675958188153
2022,Staumont, Josh,622251,Royals,KC,R,96.1,374,731,4.512345679012346,0.5116279069767442,FF,4-Seamer,11.6,-12.9,1.3,10,2.8,-6.4,-3.7,-57,0.8029197080291971,0.1192214111922141
2022,Puk, A.J.,640462,Athletics,OAK,L,86.9,373,1072,6.617283950617284,0.34794776119402987,SL,Slider,35.2,-34.1,1.1,3,3.4,4.5,-1.1,-25,0.6375,0.35625
2022,Morejon, Adrian,670970,Padres,SD,L,96.9,373,540,3.3333333333333335,0.6907407407407408,FF,4-Seamer,12.2,-13.3,1.1,8,6.8,-7.7,-0.9,-12,0.732360097323601,0.34793187347931875
2022,Alexander, Tyler,641302,Tigers,DET,L,90,373,1591,9.820987654320987,0.23444374607165305,FF,4-Seamer,15.9,-17.1,1.2,7,7.6,-6.8,0.8,12,0.7712895377128953,0.5644768856447688
2022,Bleier, Richard,542947,Marlins,MIA,L,89.8,373,768,4.7407407407407405,0.4856770833333333,SIFT,Sinker,30.6,-24.1,6.5,27,15.5,-14.3,1.3,9,0.9763779527559056,0.7362204724409449
2022,Armstrong, Shawn,542888,Rays,TB,R,95.6,373,1047,6.462962962962963,0.3562559694364852,SIFT,Sinker,18.6,-20.4,-1.7,-8,15.5,-15.2,0.3,2,0.2874015748031496,0.531496062992126
2022,Barlow, Scott,605130,Royals,KC,R,78.6,372,1198,7.395061728395062,0.3105175292153589,CUKC,Curveball,53.4,-52.6,0.8,2,16.2,11.8,4.5,38,0.5361702127659574,0.8893617021276595
2022,Luzardo, Jesús,666200,Marlins,MIA,L,87.2,372,1644,10.148148148148149,0.22627737226277372,CH,Changeup,27.7,-30.2,-2.5,-8,15.6,-14.3,1.3,9,0.1916376306620209,0.6655052264808362
2022,Anderson, Ian,666120,Braves,ATL,R,81.7,371,2005,12.376543209876543,0.18503740648379052,CUKC,Curveball,43.8,-50.6,-6.9,-14,0.6,7,-6.4,-91,0.07234042553191489,0.029787234042553193
2022,Winder, Josh,680739,Twins,MIN,R,84.3,371,1114,6.8765432098765435,0.33303411131059246,SL,Slider,37.1,-37.5,-0.4,-1,1,5.3,-4.4,-82,0.43125,0.065625
2022,Elder, Bryce,693821,Braves,ATL,R,90.7,371,873,5.388888888888889,0.424971363115693,SIFT,Sinker,25,-22.4,2.7,12,14.5,-13.6,0.9,7,0.8503937007874016,0.6535433070866141
2022,Urquidy, José,664353,Astros,HOU,R,78.1,371,2640,16.296296296296298,0.14053030303030303,CUKC,Curveball,60.3,-56,4.2,8,7.4,7.9,-0.4,-6,0.8468085106382979,0.4765957446808511
2022,Blach, Ty,621389,Rockies,COL,L,91.1,370,674,4.160493827160494,0.5489614243323442,SIFT,Sinker,24.1,-23,1.1,5,14.2,-14.8,-0.7,-5,0.7086614173228346,0.3031496062992126
2022,Cobb, Alex,502171,Giants,SF,R,83.8,370,2418,14.925925925925926,0.15301902398676592,CUKC,Curveball,52,-47.8,4.2,9,5.9,6.7,-0.8,-12,0.8468085106382979,0.4340425531914894
2022,Cimber, Adam,643256,Blue Jays,TOR,R,77.8,369,1044,6.444444444444445,0.35344827586206895,SL,Slider,37.5,-37.5,0,0,7.4,7.4,0,0,0.471875,0.51875
2022,deGrom, Jacob,594798,Mets,NYM,R,92.6,369,940,5.802469135802469,0.3925531914893617,SL,Slider,26.4,-27.5,-1,-4,3.6,2.9,0.7,25,0.3375,0.621875
2022,Farmer, Buck,571656,Reds,CIN,R,94.6,368,855,5.277777777777778,0.4304093567251462,FF,4-Seamer,15.3,-14.4,-0.8,-6,10.1,-7.4,2.7,37,0.3746958637469586,0.7761557177615572
2022,Martin, Chris,455119,Dodgers,LAD,R,95.3,368,858,5.296296296296297,0.4289044289044289,FF,4-Seamer,16,-13.7,-2.2,-16,7.8,-6.9,0.9,13,0.1654501216545012,0.5815085158150851
2022,Lorenzen, Michael,547179,Angels,LAA,R,85.7,367,1654,10.209876543209877,0.2218863361547763,CH,Changeup,27.8,-30.9,-3.1,-10,16.3,-14.2,2.1,15,0.14285714285714285,0.8153310104529616
2022,Lugo, Seth,607625,Mets,NYM,R,79.8,367,1079,6.660493827160494,0.340129749768304,CUKC,Curveball,60.8,-52.9,7.9,15,10.7,8.9,1.8,21,0.9914893617021276,0.7446808510638298
2022,Yarbrough, Ryan,642232,Rays,TB,L,71.3,366,1355,8.364197530864198,0.2701107011070111,CUKC,Curveball,49.4,-52.6,-3.2,-6,15.7,15.5,0.2,1,0.18723404255319148,0.5702127659574469
2022,Rainey, Tanner,663432,Nationals,WSH,R,97,366,521,3.2160493827160495,0.7024952015355086,FF,4-Seamer,11,-13,2,15,8.7,-7.4,1.3,18,0.9148418491484185,0.6399026763990268
2022,Clarke, Taylor,664199,Royals,KC,R,95.6,364,859,5.302469135802469,0.42374854481955765,FF,4-Seamer,12.3,-13.8,1.5,11,5.5,-7.2,-1.7,-24,0.8442822384428224,0.2725060827250608
2022,Akin, Keegan,669211,Orioles,BAL,L,85.3,364,1235,7.6234567901234565,0.29473684210526313,SL,Slider,36.2,-36.1,0.2,0,5.1,5,0.2,3,0.509375,0.55625
2022,Cimber, Adam,643256,Blue Jays,TOR,R,86.5,364,1044,6.444444444444445,0.3486590038314176,FF,4-Seamer,31.7,-31.6,0,0,10.9,-10.9,0,0,0.5085158150851582,0.45255474452554745
2022,Severino, Luis,622663,Yankees,NYY,R,88.8,363,1639,10.117283950617283,0.2214765100671141,CH,Changeup,25.4,-28.7,-3.2,-11,13.6,-14.4,-0.8,-5,0.11846689895470383,0.27177700348432055
2022,Montas, Frankie,593423,Yankees,NYY,R,87.2,363,2327,14.364197530864198,0.15599484314568113,SL,Slider,32.8,-33.6,-0.9,-3,6.2,4,2.2,54,0.35,0.784375
2022,Eovaldi, Nathan,543135,Red Sox,BOS,R,87.8,363,1739,10.734567901234568,0.20874065554916618,FS,Splitter,34.1,-30.7,3.4,11,12.4,-11.5,0.9,8,0.9459459459459459,0.7567567567567568
2022,Mantiply, Joe,573009,D-backs,AZ,L,90.4,362,861,5.314814814814815,0.42044134727061555,SIFT,Sinker,29.4,-25.3,4.1,16,18.3,-15.1,3.2,21,0.9448818897637795,0.9921259842519685
2022,Fleming, Josh,676596,Rays,TB,L,91.2,362,662,4.08641975308642,0.5468277945619335,SIFT,Sinker,30.3,-24.2,6.2,25,17.5,-15,2.6,17,0.9645669291338582,0.9645669291338582
2022,Gomber, Austin,596295,Rockies,COL,L,82,362,2059,12.709876543209877,0.1758135016998543,CH,Changeup,29.8,-31,-1.2,-4,9.8,-12.9,-3.2,-24,0.34843205574912894,0.06968641114982578
2022,Muñoz, Andrés,662253,Mariners,SEA,R,100.2,360,1024,6.320987654320987,0.3515625,FF,4-Seamer,13.9,-12.6,-1.3,-10,12.1,-10,2.1,21,0.2798053527980535,0.7007299270072993
2022,Lambert, Jimmy,669424,White Sox,CWS,R,94.3,360,818,5.049382716049383,0.4400977995110024,FF,4-Seamer,12.7,-14.4,1.7,12,7.8,-7.1,0.7,9,0.8710462287104623,0.5401459854014599
2022,Lee, Dylan,669276,Braves,ATL,L,83.8,360,754,4.654320987654321,0.47745358090185674,SL,Slider,34.4,-37.7,-3.3,-9,3.2,5.7,-2.5,-43,0.11875,0.196875
2022,Vest, Will,676684,Tigers,DET,R,86.4,360,1083,6.685185185185185,0.33240997229916897,SL,Slider,38.6,-34.7,3.9,11,9,4.5,4.5,100,0.89375,0.903125
2022,Díaz, Alexis,664747,Reds,CIN,R,86.9,359,1077,6.648148148148148,0.3333333333333333,SL,Slider,35.1,-34.3,0.8,2,5.8,5.2,0.6,11,0.584375,0.603125
2022,Garrett, Braxton,666129,Marlins,MIA,L,91.4,358,1436,8.864197530864198,0.24930362116991645,FF,4-Seamer,17.1,-15.9,-1.2,-7,9.3,-6.5,2.7,42,0.31143552311435524,0.7761557177615572
2022,Hendricks, Kyle,543294,Cubs,CHC,R,86.9,358,1347,8.314814814814815,0.2657757980697847,FF,4-Seamer,20.4,-19.3,-1.1,-6,6,-5.3,0.6,12,0.3236009732360097,0.5328467153284672
2022,Rodriguez, Eduardo,593958,Tigers,DET,L,88.7,358,1469,9.067901234567902,0.24370319945541186,FC,Cutter,24.9,-26.4,1.5,6,1.1,2.2,-1,-47,0.753731343283582,0.34328358208955223
2022,Urquidy, José,664353,Astros,HOU,R,80.1,357,2640,16.296296296296298,0.13522727272727272,ST,Sweeper,41.9,-42.6,-0.7,-2,14.5,15.3,-0.8,-5,0.30357142857142855,0.32142857142857145
2022,Minter, A.J.,621345,Braves,ATL,L,90.3,357,1111,6.8580246913580245,0.3213321332133213,FC,Cutter,29,-24.8,-4.2,-17,5.1,1.8,3.3,186,0.06716417910447761,0.9701492537313433
2022,Smith, Caleb,592761,D-backs,AZ,L,85.4,356,1234,7.617283950617284,0.2884927066450567,SL,Slider,29.2,-35.8,-6.6,-19,3.1,4.5,-1.4,-31,0.009375,0.31875
