"Name","pitch_type","p_throws","hitter","Pitches","Speed","Spin Rate","X Movement","Z Movement","Whiff Prop","Benefit Prop","Barrel Prop"
"Albert Suárez","FC","R","R",372,86.3204301075269,2201.6747311828,0.223037634408602,0.663010752688172,0.145161290322581,0.556451612903226,0.010752688172043
"Albert Suárez","FF","R","L",590,94.7562711864407,2385.32542372881,-0.557661016949152,1.36608474576271,0.115254237288135,0.483050847457627,0.0101694915254237
"Albert Suárez","FF","R","R",526,94.8332699619772,2384.92775665399,-0.615627376425856,1.36882129277567,0.0836501901140684,0.496197718631179,0.0171102661596958
"Alec Marsh","CH","R","L",200,86.35,1745.005,-1.23165,0.28965,0.09,0.535,0.01
"Alec Marsh","CU","R","L",288,82.7590277777778,2522.51388888889,0.620729166666667,-0.593368055555556,0.09375,0.493055555555556,0.0173611111111111
"Alec Marsh","FF","R","L",491,93.9883910386965,2492.53360488798,-0.813482688391039,1.24258655804481,0.0773930753564155,0.503054989816701,0.0162932790224033
"Alec Marsh","FF","R","R",308,94.4262987012987,2508.49350649351,-0.795162337662338,1.24935064935065,0.0974025974025974,0.493506493506494,0.012987012987013
"Alec Marsh","SI","R","R",217,93.6672811059908,2393.36405529954,-1.39382488479263,0.62,0.0368663594470046,0.534562211981567,0.0184331797235023
"Alec Marsh","SL","R","L",104,86.2375,2479.01923076923,0.306730769230769,0.0428846153846154,0.0961538461538461,0.519230769230769,0.0384615384615385
"Alec Marsh","SL","R","R",282,86.7482269503546,2458.58007117438,0.268297872340426,0.0396808510638298,0.148936170212766,0.539007092198582,0.0141843971631206
"Alex Faedo","CH","R","L",158,89.1335443037975,1881.14556962025,-1.34006329113924,0.154050632911392,0.126582278481013,0.462025316455696,0
"Alex Faedo","FF","R","L",172,93.9290697674419,2463.88953488372,-0.664941860465116,1.36517441860465,0.0813953488372093,0.523255813953488,0.00581395348837209
"Alex Faedo","FF","R","R",182,94.0203296703297,2454.77472527473,-0.651648351648352,1.39659340659341,0.142857142857143,0.494505494505495,0.010989010989011
"Alex Faedo","SL","R","L",156,83.2134615384615,2679.19871794872,0.299230769230769,-0.125192307692308,0.185897435897436,0.615384615384615,0.0128205128205128
"Alex Faedo","SL","R","R",243,83.1683127572016,2676.34979423868,0.271111111111111,-0.1540329218107,0.168724279835391,0.51440329218107,0.00823045267489712
"Alex Lange","KC","R","R",134,87.9664179104478,2253.28358208955,-0.102835820895522,-0.0185074626865671,0.186567164179104,0.462686567164179,0
"Alex Vesia","FF","L","L",275,93.4403636363636,2404.77454545455,0.533963636363636,1.67894545454545,0.134545454545455,0.552727272727273,0.0218181818181818
"Alex Vesia","FF","L","R",425,93.2981176470588,2394.91058823529,0.508305882352941,1.69701176470588,0.115294117647059,0.522352941176471,0.0235294117647059
"Alex Vesia","SL","L","L",162,85.1567901234568,2414.35185185185,-0.58462962962963,0.330555555555556,0.0802469135802469,0.450617283950617,0
"Alex Vesia","SL","L","R",189,84.8544973544974,2409.65079365079,-0.585555555555556,0.351058201058201,0.164021164021164,0.507936507936508,0
"Alex Wood","CH","L","R",131,84.4725190839695,1667.81679389313,1.30641221374046,0.00267175572519085,0.0763358778625954,0.488549618320611,0.00763358778625954
"Alex Wood","SI","L","R",264,90.4253787878788,1946.74621212121,1.39109848484848,0.864583333333333,0.090909090909091,0.488636363636364,0.0189393939393939
"Alex Wood","SL","L","R",165,81.2654545454545,2052.06060606061,-0.796181818181818,-0.256909090909091,0.0363636363636364,0.418181818181818,0.00606060606060606
"Alex Young","CH","L","R",102,85.043137254902,1446.52941176471,0.918235294117647,0.107450980392157,0.186274509803921,0.46078431372549,0
"Alexis Díaz","FF","R","L",281,94.0718861209964,2622.19217081851,-0.866192170818505,1.09683274021352,0.0782918149466192,0.430604982206406,0.00711743772241993
"Alexis Díaz","FF","R","R",285,93.7757894736842,2604.4350877193,-0.861228070175439,1.08568421052632,0.0807017543859649,0.512280701754386,0.00350877192982456
"Alexis Díaz","SL","R","L",200,87.5695,2637.785,0.2603,0.28305,0.14,0.495,0.01
"Alexis Díaz","SL","R","R",211,87.5047393364929,2617.51184834123,0.26175355450237,0.287535545023697,0.151658767772512,0.507109004739336,0.014218009478673
"Andre Pallante","FF","R","L",725,94.5300689655172,2250.87430939226,0.000441379310344822,0.773034482758621,0.08,0.553103448275862,0.00413793103448276
"Andre Pallante","FF","R","R",252,94.3496031746032,2237.75793650794,-0.0211507936507937,0.809206349206349,0.0317460317460318,0.535714285714286,0.0158730158730159
"Andre Pallante","KC","R","L",160,79.55125,2815.75625,0.353625,-1.293625,0.08125,0.36875,0.00625
"Andre Pallante","SI","R","R",367,94.8059945504087,2116.26229508197,-0.859618528610354,1.22588555858311,0.0517711171662125,0.514986376021798,0.00817438692098093
"Andre Pallante","SL","R","R",308,87.4837662337662,2367.80519480519,0.411883116883117,-0.124220779220779,0.107142857142857,0.483766233766234,0.00324675324675325
"Andrew Abbott","CH","L","R",355,84.7577464788732,2111.84507042254,1.2230985915493,1.04061971830986,0.112676056338028,0.495774647887324,0.0112676056338028
"Andrew Abbott","CU","L","R",238,80.786974789916,2790.31512605042,-0.735756302521008,-0.342605042016807,0.046218487394958,0.53781512605042,0.0252100840336134
"Andrew Abbott","FF","L","L",281,92.7590747330961,2260.58007117438,0.726014234875445,1.39153024911032,0.0818505338078291,0.594306049822064,0.0142348754448399
"Andrew Abbott","FF","L","R",968,92.794214876033,2252.15805785124,0.748037190082645,1.34463842975207,0.0733471074380164,0.492768595041322,0.018595041322314
"Andrew Abbott","ST","L","L",169,82.9402366863905,2716.80473372781,-1.02502958579882,0.398639053254438,0.118343195266272,0.449704142011834,0
"Andrew Abbott","ST","L","R",259,82.8934362934363,2738.40540540541,-1.07220077220077,0.350656370656371,0.135135135135135,0.501930501930502,0.0154440154440154
"Andrew Chafin","SI","L","L",166,91.5981927710843,2132.44578313253,1.20620481927711,1.09295180722892,0.036144578313253,0.475903614457831,0.0120481927710843
"Andrew Chafin","SI","L","R",214,91.8397196261682,2128.32850241546,1.23565420560748,1.06518691588785,0.088785046728972,0.570093457943925,0.00934579439252336
"Andrew Chafin","SL","L","L",189,81.9973544973545,2561.24064171123,-0.0967724867724868,-0.25042328042328,0.164021164021164,0.444444444444444,0.00529100529100529
"Andrew Chafin","SL","L","R",254,82.192125984252,2569.43548387097,-0.0900393700787402,-0.230590551181102,0.181102362204724,0.448818897637795,0.00393700787401575
"Andrew Heaney","CH","L","R",434,83.7073732718894,2104.06221198157,1.45117511520737,0.472811059907834,0.135944700460829,0.5,0.0138248847926267
"Andrew Heaney","FF","L","L",316,91.873417721519,2410.54746835443,1.31525316455696,1.12180379746835,0.0316455696202532,0.465189873417722,0.0253164556962025
"Andrew Heaney","FF","L","R",1081,91.4658649398705,2397.75023126735,1.30567992599445,1.15689176688252,0.0989824236817761,0.522664199814986,0.0111008325624422
"Andrew Heaney","SL","L","L",195,82.7097435897436,2529.21025641026,-0.207025641025641,0.119333333333333,0.158974358974359,0.487179487179487,0.00512820512820513
"Andrew Heaney","SL","L","R",565,82.4472566371681,2506.89734513274,-0.19070796460177,0.0936637168141593,0.187610619469027,0.545132743362832,0.0212389380530973
"Andrew Kittredge","SI","R","L",124,94.891935483871,2282.37096774194,-1.27548387096774,0.711048387096774,0.0564516129032258,0.483870967741935,0.0241935483870968
"Andrew Kittredge","SI","R","R",261,94.5605363984674,2286.72796934866,-1.23176245210728,0.793524904214559,0.0421455938697318,0.563218390804598,0.0153256704980843
"Andrew Kittredge","SL","R","L",170,88.0452941176471,2645.98235294118,0.541705882352941,0.0182941176470588,0.211764705882353,0.523529411764706,0.0294117647058824
"Andrew Kittredge","SL","R","R",338,88.189349112426,2628.68934911243,0.539437869822485,0.056301775147929,0.198224852071006,0.627218934911243,0.014792899408284
"Andrew Nardi","FF","L","L",179,94.204469273743,2294.72067039106,0.6931843575419,1.43122905027933,0.139664804469274,0.536312849162011,0
"Andrew Nardi","FF","L","R",372,93.9739247311828,2293.94086021505,0.684784946236559,1.44120967741935,0.129032258064516,0.473118279569893,0.0134408602150538
"Andrew Nardi","SL","L","L",156,82.8730769230769,2306.58974358974,-0.963141025641026,0.284871794871795,0.198717948717949,0.538461538461539,0.00641025641025641
"Andrew Nardi","SL","L","R",192,82.9630208333333,2309.31770833333,-0.992135416666667,0.27328125,0.135416666666667,0.515625,0.03125
"Andrés Muñoz","FF","R","L",158,98.446835443038,2256.37341772152,-0.969683544303797,1.11462025316456,0.0569620253164557,0.544303797468354,0.0126582278481013
"Andrés Muñoz","FF","R","R",149,98.4476510067114,2255.3355704698,-0.978926174496644,1.12375838926175,0.134228187919463,0.563758389261745,0.0134228187919463
"Andrés Muñoz","SI","R","R",145,97.408275862069,1993.62068965517,-1.48475862068966,0.381931034482759,0.158620689655172,0.503448275862069,0
"Andrés Muñoz","SL","R","L",242,87.6396694214876,2257.71900826446,0.467272727272727,-0.0124793388429752,0.177685950413223,0.545454545454545,0.0165289256198347
"Andrés Muñoz","SL","R","R",206,87.5941747572816,2234.82524271845,0.469854368932039,0.0127669902912622,0.252427184466019,0.558252427184466,0.00970873786407767
"Angel Chivilli","CH","R","L",131,87.7526717557252,1800.40458015267,-0.907022900763359,0.519465648854962,0.274809160305344,0.511450381679389,0.0229007633587786
"Angel Chivilli","FF","R","L",123,96.1544715447154,2267.88617886179,-1.04853658536585,0.956341463414634,0.0406504065040651,0.520325203252032,0.00813008130081301
"Angel Zerpa","FF","L","R",170,95.8158823529412,2034.87647058824,0.834705882352941,0.959705882352941,0.0352941176470588,0.476470588235294,0.0176470588235294
"Angel Zerpa","SI","L","L",227,96.3929515418502,2096.25991189427,1.38696035242291,0.323568281938326,0.039647577092511,0.52863436123348,0.00881057268722467
"Angel Zerpa","SI","L","R",171,96.619298245614,2090.99415204678,1.36163742690058,0.425146198830409,0.0584795321637427,0.549707602339181,0.0116959064327485
"Angel Zerpa","SL","L","L",123,86.1764227642276,2540.30081300813,-0.43390243902439,-0.121788617886179,0.0650406504065041,0.463414634146341,0
"Angel Zerpa","SL","L","R",124,86.1314516129032,2549.91935483871,-0.442903225806452,-0.192177419354839,0.0967741935483871,0.548387096774194,0.0161290322580645
"Anthony Banda","FF","L","R",221,96.0601809954751,2182.58823529412,0.806968325791855,1.18574660633484,0.104072398190045,0.502262443438914,0.0226244343891403
"Anthony Banda","SI","L","L",149,96.0295302013423,2109.60402684564,1.31369127516779,0.699261744966443,0.0469798657718121,0.604026845637584,0.00671140939597315
"Anthony Banda","SL","L","L",121,85.6495867768595,2393.34710743802,-0.608264462809917,-0.11900826446281,0.214876033057851,0.512396694214876,0
"Anthony Bender","SI","R","L",157,95.1783439490446,2234.31847133758,-1.49923566878981,0.145796178343949,0.0509554140127389,0.496815286624204,0.0127388535031847
"Anthony Bender","SI","R","R",274,95.6091240875912,2276.47810218978,-1.49821167883212,0.183832116788321,0.0328467153284671,0.521897810218978,0.0072992700729927
"Anthony Bender","ST","R","R",337,84.9483679525223,2704.3471810089,1.18887240356083,0.268575667655786,0.14540059347181,0.510385756676558,0.0029673590504451
"Anthony Maldonado","SL","R","R",115,85.2365217391304,2639.82608695652,0.103565217391304,0.385391304347826,0.217391304347826,0.460869565217391,0.0173913043478261
"Anthony Molina","CH","R","L",179,85.3368715083799,1837.0988372093,-1.10418994413408,0.63659217877095,0.100558659217877,0.441340782122905,0.00558659217877095
"Anthony Molina","FF","R","L",253,94.6320158102767,2109.57510729614,-0.626679841897233,1.25739130434783,0.0553359683794466,0.50197628458498,0.0197628458498024
"Anthony Molina","FF","R","R",253,94.903557312253,2118.91902834008,-0.597905138339921,1.28798418972332,0.0395256916996048,0.533596837944664,0.0158102766798419
"Anthony Molina","SL","R","R",192,88.6645833333333,2025.00537634409,0.249635416666667,0.614322916666667,0.0833333333333333,0.53125,0.015625
"Aroldis Chapman","FF","L","L",122,97.7598360655738,2368.8606557377,0.327950819672131,1.45344262295082,0.0983606557377048,0.459016393442623,0.00819672131147541
"Aroldis Chapman","FF","L","R",256,97.803125,2367.65234375,0.332109375,1.4313671875,0.08203125,0.5546875,0
"Aroldis Chapman","FS","L","R",121,91.5545454545455,1216.64462809917,0.341157024793388,0.269669421487603,0.198347107438016,0.479338842975207,0
"Aroldis Chapman","SI","L","R",280,99.7107142857143,2362.45357142857,0.909642857142857,1.29410714285714,0.167857142857143,0.403571428571429,0.0214285714285714
"Aroldis Chapman","SL","L","L",116,87.2525862068966,2257.96551724138,-0.785603448275862,0.517672413793103,0.103448275862069,0.53448275862069,0
"Aroldis Chapman","SL","L","R",184,86.8233695652174,2240.16847826087,-0.722336956521739,0.533967391304348,0.0978260869565217,0.532608695652174,0.016304347826087
"Austin Adams","FF","R","R",102,93.2245098039216,2662.37254901961,-0.615490196078431,0.910980392156863,0.107843137254902,0.490196078431372,0
"Austin Adams","SL","R","L",217,87.8308755760369,2972.76958525346,0.792857142857143,-0.071705069124424,0.119815668202765,0.470046082949309,0.00921658986175115
"Austin Adams","SL","R","R",377,87.6119363395225,2964.16445623342,0.758567639257294,-0.100583554376658,0.172413793103448,0.501326259946949,0.00795755968169761
"Austin Gomber","CH","L","R",522,81.0507662835249,1664.98850574713,0.840785440613027,0.867432950191571,0.126436781609195,0.524904214559387,0.0172413793103448
"Austin Gomber","FF","L","L",222,90.6108108108108,2166.30630630631,0.630045045045045,1.4154954954955,0.0450450450450451,0.513513513513513,0.0225225225225225
"Austin Gomber","FF","L","R",836,90.3471291866029,2183.72335329341,0.634282296650718,1.41877990430622,0.0299043062200957,0.496411483253589,0.0251196172248804
"Austin Gomber","KC","L","L",145,77.8358620689655,2564.78620689655,-0.644344827586207,-0.944,0.117241379310345,0.517241379310345,0.0206896551724138
"Austin Gomber","KC","L","R",442,77.4968325791855,2551.95691609977,-0.623823529411765,-0.901877828054299,0.0904977375565611,0.493212669683258,0.0158371040723982
"Austin Gomber","SL","L","L",231,83.6575757575758,2410.36956521739,-0.41982683982684,0.258701298701299,0.108225108225108,0.571428571428572,0.0216450216450216
"Austin Gomber","SL","L","R",206,83.8558252427185,2406.56796116505,-0.426359223300971,0.297427184466019,0.0825242718446602,0.538834951456311,0.0436893203883495
"Austin Voth","CU","R","L",121,75.302479338843,2849.25619834711,1.29603305785124,-1.04595041322314,0.165289256198347,0.471074380165289,0.0165289256198347
"Austin Voth","FC","R","L",166,88.9542168674699,2360.25301204819,0.255481927710843,0.501325301204819,0.0963855421686747,0.590361445783132,0.0180722891566265
"Austin Voth","FC","R","R",163,88.9748466257669,2387.8282208589,0.32361963190184,0.461411042944785,0.184049079754601,0.558282208588957,0.00613496932515337
"Austin Voth","FF","R","R",141,93.6312056737589,2305.60283687943,-0.430496453900709,1.3968085106383,0.099290780141844,0.567375886524823,0
"Austin Voth","ST","R","R",151,80.676821192053,2715.13907284768,1.31668874172185,-0.080728476821192,0.158940397350993,0.509933774834437,0.033112582781457
"Bailey Falter","CU","L","R",273,77.651282051282,1890.11538461538,-0.29978021978022,-0.299010989010989,0.043956043956044,0.512820512820513,0.0293040293040293
"Bailey Falter","FF","L","L",176,91.85,2024.56470588235,0.226306818181818,1.46068181818182,0.0852272727272727,0.545454545454546,0.0284090909090909
"Bailey Falter","FF","L","R",833,91.8499399759904,2041.76054590571,0.217394957983193,1.4815606242497,0.0756302521008404,0.539015606242497,0.014405762304922
"Bailey Falter","SI","L","R",241,91.9721991701245,1923.07627118644,0.663817427385892,1.40593360995851,0.0705394190871369,0.572614107883818,0.033195020746888
"Bailey Falter","SL","L","L",137,85.7131386861314,1968.97794117647,-0.303503649635037,0.489051094890511,0.145985401459854,0.452554744525547,0.0072992700729927
"Bailey Falter","SL","L","R",324,86.2018518518519,1981.17721518987,-0.268641975308642,0.541882716049383,0.132716049382716,0.472222222222222,0.0246913580246914
"Bailey Horn","ST","L","L",108,82.2212962962963,2845.52777777778,-1.32787037037037,-0.0322222222222222,0.101851851851852,0.481481481481481,0.0185185185185185
"Bailey Ober","CH","R","L",446,83.504932735426,2028.81614349776,-1.41141255605381,0.463834080717489,0.177130044843049,0.517937219730942,0.00672645739910314
"Bailey Ober","CH","R","R",346,83.157514450867,2049.53043478261,-1.42184971098266,0.490057803468208,0.263005780346821,0.569364161849711,0.0144508670520231
"Bailey Ober","FC","R","L",201,86.6751243781095,2071.48756218905,0.252786069651741,0.581044776119403,0.114427860696517,0.567164179104478,0.0248756218905473
"Bailey Ober","FC","R","R",325,85.8701538461538,2070.59384615385,0.325569230769231,0.510030769230769,0.12,0.535384615384615,0.0123076923076923
"Bailey Ober","FF","R","L",465,91.758064516129,2308.84233261339,-0.681311827956989,1.39103225806452,0.0946236559139784,0.597849462365592,0.021505376344086
"Bailey Ober","FF","R","R",563,91.7234458259325,2297.62277580071,-0.643090586145648,1.40609236234458,0.0976909413854352,0.552397868561279,0.0230905861456483
"Bailey Ober","SL","R","L",101,80.349504950495,2019.9801980198,0.98019801980198,-0.171089108910891,0.118811881188119,0.534653465346535,0.0198019801980198
"Bailey Ober","SL","R","R",218,80.2091743119266,2017.80733944954,1.05357798165138,-0.201009174311927,0.105504587155963,0.467889908256881,0.00458715596330275
"Beau Brieske","CH","R","L",229,88.3877729257642,2106.03493449782,-1.24978165938865,0.506200873362445,0.157205240174673,0.519650655021834,0.0174672489082969
"Beau Brieske","FF","R","L",310,95.9496774193548,2510.00322580645,-0.48558064516129,1.50016129032258,0.0935483870967741,0.490322580645161,0.00645161290322581
"Beau Brieske","FF","R","R",148,95.7337837837838,2493.7027027027,-0.489594594594595,1.5125,0.0878378378378378,0.5,0
"Beau Brieske","SI","R","R",180,95.4088888888889,2485.47222222222,-1.06544444444444,1.22644444444444,0.05,0.594444444444444,0.00555555555555556
"Beau Brieske","SL","R","R",129,86.2341085271318,2450.25581395349,0.267131782945736,0.0504651162790698,0.0775193798449612,0.449612403100775,0.00775193798449612
"Ben Brown","FF","R","L",314,96.4445859872611,2232.6178343949,-0.734904458598726,1.35232484076433,0.0923566878980891,0.538216560509554,0.0127388535031847
"Ben Brown","FF","R","R",218,96.3949541284404,2206.7247706422,-0.728165137614679,1.38334862385321,0.0366972477064221,0.564220183486239,0.0275229357798165
"Ben Brown","KC","R","L",136,86.6345588235294,2277.13235294118,0.160220588235294,-0.246544117647059,0.154411764705882,0.507352941176471,0.00735294117647059
"Ben Brown","KC","R","R",167,86.377245508982,2260.26946107784,0.163233532934132,-0.334011976047904,0.269461077844311,0.568862275449102,0.0119760479041916
"Ben Joyce","FF","R","L",116,102.319827586207,2293.22413793103,-1.01465517241379,1.11336206896552,0.189655172413793,0.525862068965517,0.00862068965517241
"Ben Joyce","FF","R","R",127,101.936220472441,2288.51181102362,-0.97748031496063,1.10220472440945,0.141732283464567,0.480314960629921,0.0078740157480315
"Ben Joyce","SI","R","R",102,97.0127450980392,1728.25490196078,-1.08666666666667,0.240098039215686,0.137254901960784,0.588235294117647,0
"Ben Lively","CH","R","L",189,83.9285714285714,1686.05347593583,-1.24936507936508,0.618518518518519,0.0793650793650794,0.476190476190476,0
"Ben Lively","CU","R","L",143,76.8685314685315,1987.39855072464,0.741468531468532,-0.406433566433566,0.0909090909090909,0.531468531468531,0
"Ben Lively","FF","R","L",473,89.8435517970402,2005.13015184382,-0.719302325581395,1.26997885835095,0.061310782241015,0.545454545454546,0.0147991543340381
