"Name","pitch_type","p_throws","hitter","Pitches","Speed","Spin Rate","X Movement","Z Movement","Whiff Prop","Strike Prop","Barrel Prop","Good Outcome Prop"
"Erick Fedde","FC","R","L",439,89.0435079726652,2120.99772209567,0.144419134396355,0.62002277904328,0.0683371298405467,0.633257403189066,0.0296127562642369,0.457858769931663
"Erick Fedde","FC","R","R",230,89.4908695652174,2125.50869565217,0.147739130434783,0.648521739130435,0.091304347826087,0.539130434782609,0.0173913043478261,0.417391304347826
"Erick Fedde","SI","R","L",378,92.437037037037,1873.75925925926,-0.747063492063492,0.797089947089947,0.0396825396825397,0.637566137566137,0.00264550264550265,0.526455026455027
"Erick Fedde","SI","R","R",588,92.624149659864,1878.39965986395,-0.725034013605442,0.825918367346939,0.0561224489795918,0.579931972789116,0.0170068027210884,0.448979591836735
"Framber Valdez","CH","L","R",271,88.7210332103321,1629.28044280443,1.27952029520295,0.166568265682657,0.107011070110701,0.6309963099631,0.011070110701107,0.542435424354244
"Framber Valdez","CU","L","R",783,79.1029374201788,2850.57982120051,-0.982579821200511,-1.352030651341,0.189016602809706,0.606641123882503,0.00510855683269476,0.462324393358876
"Framber Valdez","FC","L","L",229,83.1170305676856,2667.15350877193,-0.293624454148472,-0.403275109170306,0.157205240174672,0.624454148471616,0,0.506550218340611
"Framber Valdez","SI","L","L",265,93.9022641509434,2200.77358490566,1.19083018867925,0.597698113207547,0.0490566037735849,0.686792452830189,0.00377358490566038,0.573584905660377
"Framber Valdez","SI","L","R",1213,93.9333058532564,2203.300330033,1.20322341302556,0.581030502885408,0.0502885408079143,0.680131904369332,0.0156636438582028,0.560593569661995
"Frankie Montas","FC","R","L",132,89.5409090909091,2389.17424242424,0.321590909090909,0.552121212121212,0.0984848484848485,0.590909090909091,0.0151515151515152,0.537878787878788
"Frankie Montas","FF","R","L",307,95.9410423452769,2347.05537459283,-0.550488599348534,1.39237785016287,0.0944625407166124,0.648208469055375,0.0162866449511401,0.47557003257329
"Frankie Montas","FF","R","R",355,96.2259154929578,2365.3661971831,-0.501718309859155,1.41338028169014,0.140845070422535,0.701408450704225,0.0140845070422535,0.515492957746479
"Frankie Montas","FS","R","L",381,86.411811023622,1467.47631578947,-1.00671916010499,0.255196850393701,0.15748031496063,0.590551181102362,0.0078740157480315,0.464566929133858
"Frankie Montas","FS","R","R",212,86.2801886792453,1464.95754716981,-1.00132075471698,0.283490566037736,0.150943396226415,0.617924528301887,0.0188679245283019,0.429245283018868
"Frankie Montas","SI","R","L",226,95.6535398230089,2238.25663716814,-1.32066371681416,0.961814159292035,0.0530973451327434,0.676991150442478,0.0309734513274336,0.557522123893805
"Frankie Montas","SI","R","R",290,95.5658620689655,2245.43793103448,-1.26758620689655,0.961689655172414,0.0620689655172414,0.66551724137931,0.0103448275862069,0.575862068965517
"Frankie Montas","SL","R","R",285,87.019649122807,2414.25964912281,0.516631578947368,0.231508771929825,0.150877192982456,0.6,0.0105263157894737,0.512280701754386
"George Kirby","CH","R","L",134,86.0022388059702,1462.83582089552,-1.27216417910448,0.279029850746269,0.0522388059701493,0.537313432835821,0,0.432835820895522
"George Kirby","CU","R","L",165,80.8060606060606,2164.26060606061,0.806787878787879,-0.929878787878788,0.0606060606060606,0.642424242424242,0.00606060606060606,0.563636363636364
"George Kirby","CU","R","R",113,80.7823008849557,2195.09734513274,0.847345132743363,-0.998672566371681,0.0442477876106195,0.654867256637168,0.0442477876106195,0.47787610619469
"George Kirby","FC","R","R",178,88.4044943820225,2151.56179775281,0.28752808988764,0.418651685393258,0.0730337078651685,0.556179775280899,0.0168539325842697,0.421348314606742
"George Kirby","FF","R","L",577,95.2051993067591,2174.49305555556,-0.718024263431542,1.23759098786828,0.119584055459272,0.760831889081456,0.0173310225303293,0.566724436741768
"George Kirby","FF","R","R",373,95.4560321715818,2186.99462365591,-0.748418230563003,1.25436997319035,0.163538873994638,0.745308310991957,0.0160857908847185,0.597855227882037
"George Kirby","SI","R","R",160,94.7375,2255.26875,-1.364125,0.830125,0.05625,0.73125,0.00625,0.61875
"Germán Márquez","FF","R","L",504,95.5251984126984,2129.43055555556,-0.746011904761905,1.11039682539683,0.0555555555555556,0.680555555555556,0.00793650793650794,0.513888888888889
"Germán Márquez","FF","R","R",347,95.607492795389,2151.10951008646,-0.747665706051873,1.09697406340058,0.0547550432276657,0.636887608069164,0.0115273775216138,0.515850144092219
"Germán Márquez","KC","R","L",377,86.3151193633952,2574.84084880637,0.0942175066312997,-0.155968169761273,0.0981432360742706,0.575596816976127,0.00795755968169761,0.445623342175066
"Germán Márquez","KC","R","R",249,86.8385542168675,2580.28514056225,0.0840160642570281,-0.146746987951807,0.140562248995984,0.622489959839358,0.0120481927710843,0.461847389558233
"Germán Márquez","SI","R","L",397,95.1863979848867,2106.80604534005,-1.20949622166247,0.747909319899244,0.035264483627204,0.670025188916876,0.0277078085642317,0.554156171284635
"Germán Márquez","SI","R","R",286,95.058041958042,2116.72377622378,-1.16933566433566,0.76958041958042,0.0454545454545455,0.695804195804196,0.00699300699300699,0.594405594405594
"Germán Márquez","SL","R","L",260,87.2826923076923,2392.01538461538,0.0312307692307692,0.322653846153846,0.103846153846154,0.630769230769231,0.00769230769230769,0.488461538461538
"Germán Márquez","SL","R","R",333,87.9537537537538,2388.48348348348,0.0219219219219219,0.363183183183183,0.183183183183183,0.726726726726727,0.024024024024024,0.60960960960961
"Gerrit Cole","CH","R","L",231,89.8155844155844,1608.75217391304,-1.16034632034632,0.778744588744589,0.134199134199134,0.554112554112554,0.0173160173160173,0.454545454545455
"Gerrit Cole","FC","R","L",101,92.4574257425743,2488.48514851485,-0.0174257425742574,0.715148514851485,0.108910891089109,0.633663366336634,0.0198019801980198,0.544554455445545
"Gerrit Cole","FC","R","R",107,91.6168224299065,2480.91588785047,0.0928971962616822,0.610280373831776,0.186915887850467,0.626168224299065,0.0186915887850467,0.523364485981308
"Gerrit Cole","FF","R","L",878,97.8567198177677,2432.9020501139,-0.894635535307517,1.52656036446469,0.137813211845103,0.673120728929385,0.0170842824601367,0.536446469248292
"Gerrit Cole","FF","R","R",820,97.6826829268293,2422.77317073171,-0.835109756097561,1.52492682926829,0.0780487804878049,0.704878048780488,0.0134146341463415,0.567073170731707
"Gerrit Cole","KC","R","L",217,83.1428571428571,2785.6267281106,0.840967741935484,-1.05654377880184,0.0829493087557604,0.576036866359447,0.0138248847926267,0.488479262672811
"Gerrit Cole","KC","R","R",136,82.6433823529412,2768.16176470588,0.868676470588235,-1.10654411764706,0.176470588235294,0.625,0.0220588235294118,0.507352941176471
"Gerrit Cole","SL","R","L",158,88.8892405063291,2573.86708860759,0.405506329113924,0.0627848101265823,0.19620253164557,0.639240506329114,0.00632911392405063,0.487341772151899
"Gerrit Cole","SL","R","R",581,88.6437177280551,2567.01724137931,0.414939759036145,0.0316006884681584,0.218588640275387,0.666092943201377,0.0137693631669535,0.55249569707401
"Glenn Otto","CH","R","L",152,88.1697368421053,1678.16447368421,-1.17769736842105,0.771184210526316,0.0526315789473684,0.585526315789474,0.0460526315789474,0.493421052631579
"Glenn Otto","FF","R","L",266,92.240977443609,2254.05639097744,-0.372406015037594,1.26304511278195,0.116541353383459,0.56390977443609,0.0150375939849624,0.454887218045113
"Glenn Otto","FF","R","R",251,91.9908366533865,2275.31474103586,-0.328884462151394,1.26713147410359,0.0836653386454183,0.585657370517928,0.0278884462151394,0.47808764940239
"Glenn Otto","KC","R","L",217,81.2479262672811,2458.86175115207,0.538110599078341,-0.875161290322581,0.0967741935483871,0.631336405529954,0.0184331797235023,0.529953917050691
"Glenn Otto","KC","R","R",117,81.1273504273504,2463.79487179487,0.56025641025641,-0.906837606837607,0.0512820512820513,0.615384615384615,0.0170940170940171,0.478632478632479
"Glenn Otto","SI","R","L",297,92.1750841750842,2237.89225589226,-1.14639730639731,0.801144781144781,0.0471380471380471,0.592592592592593,0.0202020202020202,0.515151515151515
"Glenn Otto","SI","R","R",300,92.1963333333333,2232.10333333333,-1.15023333333333,0.856533333333333,0.04,0.65,0.00333333333333333,0.533333333333333
"Glenn Otto","ST","R","L",149,81.3570469798658,2578.54362416107,1.34315436241611,-0.0487919463087248,0.12751677852349,0.630872483221476,0.0134228187919463,0.463087248322148
"Glenn Otto","ST","R","R",464,81.0273706896552,2594.23275862069,1.39012931034483,-0.0393534482758621,0.142241379310345,0.620689655172414,0.0193965517241379,0.504310344827586
"Hunter Greene","CH","R","L",114,90.1052631578947,1991.4649122807,-0.941140350877193,0.99640350877193,0.0350877192982456,0.394736842105263,0,0.342105263157895
"Hunter Greene","FF","R","L",699,98.8177396280401,2363.76934097421,-0.969513590844063,1.33127324749642,0.147353361945637,0.642346208869814,0.0200286123032904,0.503576537911302
"Hunter Greene","FF","R","R",483,99.0534161490683,2372.94178794179,-0.986542443064182,1.33844720496894,0.111801242236025,0.687370600414078,0.0165631469979296,0.538302277432712
"Hunter Greene","SL","R","L",377,87.9806366047745,2362.87765957447,0.393368700265252,0.277851458885942,0.159151193633952,0.660477453580902,0.0106100795755968,0.519893899204244
"Hunter Greene","SL","R","R",524,88.1559160305344,2362.31106870229,0.380610687022901,0.254790076335878,0.16030534351145,0.614503816793893,0.00954198473282443,0.498091603053435
"Ian Anderson","CH","R","L",347,88.2221902017291,1516.34582132565,-0.897896253602306,0.804293948126801,0.175792507204611,0.62536023054755,0.00288184438040346,0.498559077809798
"Ian Anderson","CH","R","R",322,88.1475155279503,1520.95297805643,-0.836521739130435,0.837018633540373,0.18944099378882,0.645962732919255,0.0279503105590062,0.459627329192547
"Ian Anderson","CU","R","L",160,81.740625,1887.15625,0.0553125,-0.206625,0.125,0.53125,0.0125,0.44375
