"","first_name","last_name","player_id","pitch_hand","team","pitch_type","pitch_name","pitches","pitch_usage","pitch_speed","spin_rate","pitcher_break_x","pitcher_break_z","rv100","run_value","PA","AVG","SLG","wOBA","whiff_percent","k_percent","put_away","xBA","xSLG","xwOBA","hard_hit_percent"
"406","Drew","Smyly",592767,"L","CHC","SI","Sinker",637,35.1,92.6,2158,8,14.8,-0.1,-1,129,0.263,0.518,0.386,21.8,14,9.4,0.241,0.443,0.339,40.6
"407","Kyle","Gibson",502043,"R","PHI","SL","Slider",484,17.7,83.4,2518,4.6,40.7,-1,-5,129,0.224,0.362,0.298,34.5,30.2,17,0.209,0.324,0.274,29.5
"408","A.J.","Puk",640462,"L","OAK","FF","4-Seamer",483,45.1,96.7,2288,12.4,17.2,0.5,2,128,0.202,0.349,0.306,25.5,25.8,19.5,0.222,0.371,0.322,43.4
"409","Madison","Bumgarner",518516,"L","AZ","CU","Curveball",509,18.7,78.6,2304,9.2,47.1,-0.1,0,128,0.212,0.322,0.276,21.7,22.7,16.3,0.235,0.37,0.292,35.6
"410","Lucas","Gilbreath",656458,"L","COL","FF","4-Seamer",583,73.2,93.8,2371,0.6,15.1,-1.7,-10,128,0.284,0.353,0.366,26.8,17.2,16.1,0.269,0.355,0.351,34.9
"411","Eli","Morgan",669212,"R","CLE","FF","4-Seamer",561,55.2,92.1,2268,10.9,15.1,0.3,2,128,0.205,0.436,0.294,25.7,29.7,20.9,0.2,0.435,0.303,44.4
"412","Mike","Minor",501985,"L","CIN","CH","Changeup",405,23.1,84.2,2175,16.7,28.8,-2.1,-9,128,0.282,0.573,0.39,27.4,21.9,22,0.264,0.426,0.326,25.6
"413","Chris","Bassitt",605135,"R","NYM","FC","Cutter",505,17.5,89,2263,2.6,25.8,0.6,3,127,0.224,0.388,0.294,28.1,25.2,20,0.217,0.386,0.291,36.5
"414","Zach","Logue",656657,"L","OAK","FF","4-Seamer",503,49.2,90.1,2011,10,20,-2.1,-11,127,0.309,0.618,0.429,19.3,18.1,16.2,0.297,0.623,0.43,54.5
"415","Max","Fried",608331,"L","ATL","SL","Slider",519,18.4,87.3,2392,3.8,34.9,0.7,4,127,0.239,0.393,0.33,28.2,22.8,23.2,0.23,0.371,0.294,46.1
"416","Amir","Garrett",607237,"L","KC","SL","Slider",454,56.5,84.7,1848,1.5,32.8,0.8,4,127,0.178,0.252,0.274,32.1,26,20.6,0.181,0.261,0.271,25.7
"417","Yimi","García",554340,"R","TOR","FF","4-Seamer",460,44.3,94.9,2456,9.5,16.7,3.8,18,127,0.127,0.203,0.192,29,33.1,21.8,0.164,0.277,0.218,35.9
"418","Paul","Sewald",623149,"R","SEA","FF","4-Seamer",501,51.4,92.5,2494,11.9,18.4,0.8,4,127,0.144,0.297,0.247,29.5,26.8,22.7,0.208,0.36,0.297,39.7
"419","Jalen","Beeks",656222,"L","TB","CH","Changeup",492,49.2,90.3,1933,16.6,25.3,1.6,8,127,0.212,0.314,0.251,34.3,29.9,22.9,0.22,0.337,0.266,30.5
"420","Jeffrey","Springs",605488,"L","TB","SL","Slider",533,24.8,85.4,2188,4.5,32.4,0.9,5,127,0.227,0.361,0.291,19.7,16.5,18.1,0.263,0.405,0.309,37
"421","Eduardo","Rodriguez",593958,"L","DET","FF","4-Seamer",525,35.7,91.7,2172,6.8,18,1,5,126,0.232,0.366,0.297,16.9,19,22.2,0.269,0.434,0.336,40.7
"422","Joe","Ryan",657746,"R","MIN","SL","Slider",405,16.9,82.3,2134,3.2,37.4,-2.1,-8,126,0.267,0.533,0.361,29.9,27,20.9,0.224,0.366,0.275,31.4
"423","Nick","Martinez",607259,"R","SD","FF","4-Seamer",451,26.2,93.4,2337,7.2,14.3,-2.8,-12,126,0.351,0.675,0.459,18.1,19,16.4,0.27,0.472,0.355,44.4
"424","Emilio","Pagán",641941,"R","MIN","FF","4-Seamer",582,51.7,95.6,2517,4.9,11.6,1,6,126,0.218,0.409,0.32,29.4,33.3,22.1,0.215,0.426,0.328,51.5
"425","Mitch","Keller",656605,"R","PIT","ST","Sweeper",431,16.2,83.2,2691,17.4,42,1,4,126,0.183,0.252,0.226,28.1,33.3,21.9,0.22,0.343,0.27,38.2
"426","Max","Fried",608331,"L","ATL","CU","Curveball",606,21.5,74.2,2748,9.5,66.8,1.8,11,126,0.174,0.223,0.199,40.2,39.7,27.3,0.176,0.222,0.191,19.2
"427","Jake","Bird",656234,"R","COL","SI","Sinker",430,57.7,95,1951,11.1,30,0,0,126,0.233,0.359,0.33,10.4,6.3,12.1,0.278,0.425,0.369,44.9
"428","Nick","Lodolo",666157,"L","CIN","FF","4-Seamer",570,32,94.4,2340,16.8,20.5,-0.3,-2,125,0.2,0.343,0.306,29.1,34.4,21.5,0.218,0.367,0.323,56.5
"429","Aaron","Sanchez",592717,"R","MIN","SI","Sinker",415,41.3,92.1,2131,16.4,22.5,-1.9,-8,125,0.364,0.545,0.427,12.1,12,17.6,0.299,0.445,0.359,51
"430","Austin","Voth",608723,"R","BAL","CU","Curveball",554,31.4,77.5,2974,16,57.2,-0.1,-1,125,0.243,0.357,0.302,28.4,27.2,15.2,0.227,0.321,0.276,28.4
"431","Daniel","Lynch IV",663738,"L","KC","CH","Changeup",442,18.2,84.8,1671,13.2,27.7,0.7,3,125,0.239,0.368,0.291,26.9,18.4,14.5,0.226,0.342,0.27,32.6
"432","Hoby","Milner",571948,"L","MIL","SI","Sinker",459,42.2,88.9,1988,18.5,34.9,1,5,125,0.278,0.417,0.334,14,23.2,26.4,0.25,0.402,0.309,39.8
"433","Davis","Martin",663436,"R","CWS","FF","4-Seamer",482,46.2,94,2356,6.3,14.6,-0.6,-3,125,0.312,0.514,0.389,13,12,11.5,0.293,0.477,0.377,41.7
"434","Nick","Martinez",607259,"R","SD","CH","Changeup",439,25.5,79.7,1718,13.4,38.2,1.4,6,125,0.155,0.264,0.25,36.6,29.6,20.3,0.173,0.281,0.259,29.7
"435","Zac","Gallen",668678,"R","AZ","FC","Cutter",436,14.9,89.9,2424,5.3,26.7,0.6,3,125,0.239,0.35,0.291,15.7,14.4,15.1,0.242,0.348,0.285,24.2
"436","Merrill","Kelly",518876,"R","AZ","FC","Cutter",513,16.7,90.8,2332,1.5,20.3,0.8,4,124,0.203,0.398,0.282,20.8,18.5,21.9,0.226,0.446,0.305,32.6
"437","Ranger","Suárez",624133,"L","PHI","FF","4-Seamer",454,17.7,93.2,1894,6.6,20.1,-1.8,-8,124,0.346,0.57,0.445,17.3,10.5,11.4,0.266,0.433,0.356,33
"438","Johnny","Cueto",456501,"R","CWS","FF","4-Seamer",470,19.8,91.4,2188,12.2,17.8,1.8,9,124,0.207,0.284,0.234,24.2,27.4,16,0.2,0.32,0.244,39.3
"439","Dallas","Keuchel",572971,"L","TEX","SI","Sinker",513,44,87.2,1940,15.4,30.1,-1.2,-6,124,0.308,0.51,0.423,15.6,13.7,17.5,0.283,0.428,0.362,44.9
"440","Corbin","Burnes",669203,"R","MIL","CU","Curveball",602,18.4,81.6,2761,9.8,47.5,1.1,7,124,0.127,0.263,0.195,47.7,46.8,27.9,0.118,0.183,0.164,21.7
"441","Yu","Darvish",506433,"R","SD","ST","Sweeper",457,15.4,82.7,2726,16.2,40.3,2,9,123,0.193,0.263,0.22,25.8,22,18.5,0.215,0.35,0.257,33
"442","Trevor","Richards",670950,"R","TOR","FF","4-Seamer",512,44,93.4,2222,7.4,11.4,-1.3,-7,123,0.273,0.525,0.411,20.7,17.9,22.4,0.281,0.566,0.418,50.6
"443","Zac","Gallen",668678,"R","AZ","CH","Changeup",418,14.2,86.2,1539,11.9,32.8,0.5,2,123,0.202,0.333,0.263,25.3,23.6,19.9,0.245,0.403,0.309,35.3
"444","Tarik","Skubal",669373,"L","DET","SI","Sinker",404,21.1,94.8,2053,15.2,19.3,0.4,1,123,0.229,0.312,0.292,13.9,22,17.4,0.263,0.389,0.321,38.1
"445","Jordan","Montgomery",656756,"L","STL","FF","4-Seamer",463,17.1,93,2305,8.7,16.8,-1,-4,122,0.278,0.478,0.352,13.6,20.5,13.4,0.292,0.497,0.36,44.4
"446","Robert","Stephenson",596112,"R","PIT","SL","Slider",462,50.5,83.9,2914,5.2,41.3,0.6,3,122,0.17,0.357,0.264,44.4,39.3,25.5,0.176,0.346,0.257,32.3
"447","Enyel","De Los Santos",660853,"R","CLE","FF","4-Seamer",511,60.5,95.3,2251,11.8,15.9,1.5,7,122,0.229,0.367,0.3,26.1,27.9,24.3,0.251,0.492,0.352,52.6
"448","John","King",667463,"L","TEX","SI","Sinker",392,52.3,92.4,2066,15.6,31.4,-0.6,-2,122,0.327,0.407,0.372,12.5,10.7,18.3,0.294,0.406,0.332,53.9
"449","Alex","Faedo",656412,"R","DET","FF","4-Seamer",503,52,92.7,2179,11,15,-1,-5,122,0.352,0.6,0.441,17,16.4,15.2,0.3,0.52,0.397,45.3
"450","Michael","Pineda",501381,"R","DET","FF","4-Seamer",433,59.2,89.9,1934,5.5,19.8,-1.1,-5,122,0.348,0.704,0.451,11.1,9,12.8,0.323,0.644,0.42,49.5
"451","Noah","Syndergaard",592789,"R","PHI","CH","Changeup",398,19.6,88.5,1534,15.2,26.8,-1.6,-6,122,0.297,0.414,0.35,26.4,14.8,12.6,0.286,0.427,0.345,36.8
"452","Scott","Barlow",605130,"R","KC","SL","Slider",535,44.7,84.1,2474,8.1,39.4,2,10,122,0.189,0.306,0.255,33.1,24.6,20.1,0.188,0.297,0.246,28.9
"453","Antonio","Senzatela",622608,"R","COL","SL","Slider",412,27.1,86.2,2100,4.9,34.2,-2,-8,121,0.366,0.491,0.395,19.4,18.2,14.4,0.345,0.463,0.366,34.4
"454","Robert","Stephenson",596112,"R","PIT","FF","4-Seamer",437,47.8,96.8,2389,11.4,14,-1.9,-8,121,0.386,0.658,0.459,13.2,5.8,8.1,0.36,0.602,0.418,47.7
"455","Matt","Bush",456713,"R","MIL","FF","4-Seamer",439,48.3,97.3,2527,6.7,10,0,0,121,0.19,0.362,0.315,26.3,31.4,30.4,0.183,0.338,0.284,45.6
"456","Giovanny","Gallegos",606149,"R","STL","SL","Slider",466,47.2,85.5,2475,0.3,36.5,1.8,9,121,0.183,0.266,0.235,47.5,38.8,26.4,0.171,0.272,0.231,24.6
"457","Matt","Festa",670036,"R","SEA","ST","Sweeper",507,56.5,82.9,2567,15.6,37.1,-0.5,-3,120,0.248,0.416,0.301,31.5,32.5,22.5,0.214,0.334,0.257,26.3
"458","Aaron","Ashby",676879,"L","MIL","CH","Changeup",389,20.7,89.1,1784,14.8,31.2,-2,-8,120,0.295,0.491,0.382,29.2,20,20.9,0.218,0.34,0.274,28.4
"459","Caleb","Thielbar",573204,"L","MIN","FF","4-Seamer",492,49.4,92.8,2298,3.2,12.3,1.5,8,120,0.245,0.373,0.31,29.6,35,25.8,0.205,0.353,0.279,32.4
"460","Collin","McHugh",543521,"R","ATL","FC","Cutter",516,47.5,88.9,2511,0.8,25.6,1.6,8,120,0.265,0.345,0.289,21.5,14.2,14,0.308,0.465,0.345,35.7
"461","Kyle","Wright",657140,"R","ATL","FF","4-Seamer",521,19.3,95.1,2384,11.4,17.7,-2.8,-15,120,0.356,0.584,0.45,23.9,18.3,14,0.285,0.536,0.406,54.4
"462","Will","Smith",519293,"L","HOU","SL","Slider",475,48.2,81.7,2259,4.8,38.5,1.6,8,120,0.186,0.301,0.239,46.1,39.2,25.1,0.149,0.199,0.184,25.4
"463","José","Alvarado",621237,"L","PHI","SI","Sinker",480,54.5,99.6,2093,12.7,13.2,-1.1,-5,120,0.277,0.406,0.366,20.7,18.3,21.6,0.276,0.408,0.353,37
"464","Richard","Bleier",542947,"L","MIA","SI","Sinker",373,48.6,89.8,2039,15.5,30.6,-0.8,-3,120,0.33,0.513,0.379,13.9,10,15.2,0.291,0.424,0.325,53.4
"465","Dakota","Hudson",641712,"R","STL","FF","4-Seamer",501,22.2,91.3,2173,4.1,24.4,0.4,2,119,0.29,0.346,0.319,17.4,17.6,13.9,0.28,0.376,0.323,40.2
"466","Jesús","Luzardo",666200,"L","MIA","SL","Slider",495,30.1,83.7,2325,1.1,39.6,-0.1,0,119,0.157,0.287,0.247,41.3,44.5,25.2,0.167,0.282,0.236,42.9
"467","Elieser","Hernández",622694,"R","MIA","FF","4-Seamer",473,43.2,91.6,2095,6.4,15.1,-2.1,-10,119,0.337,0.633,0.45,18.6,17.6,15.8,0.267,0.513,0.393,39.2
"468","Will","Smith",519293,"L","HOU","FF","4-Seamer",397,40.3,92.1,2178,8.5,15.3,-1.7,-7,119,0.28,0.49,0.397,12.8,14.3,14.5,0.278,0.458,0.378,46.4
"469","Trevor","Richards",670950,"R","TOR","CH","Changeup",437,37.6,84.1,2505,16.2,32.6,1,4,119,0.176,0.241,0.237,48.7,46.2,27.9,0.169,0.236,0.226,22.2
"470","Daniel","Bard",453268,"R","COL","SL","Slider",405,42.5,88.4,2776,7.4,32.6,1.8,7,119,0.133,0.229,0.22,35.7,40.3,26.7,0.122,0.195,0.198,27.6
"471","Hunter","Harvey",640451,"R","WSH","FF","4-Seamer",514,77.8,98.3,2028,9.1,11.1,2.1,11,119,0.202,0.308,0.256,27.5,26.9,19.6,0.197,0.328,0.271,50
"472","Cory","Abbott",676265,"R","WSH","FF","4-Seamer",430,50.9,91.3,2253,11.5,15.8,0.8,3,118,0.188,0.427,0.334,17,14.4,14.9,0.163,0.363,0.308,43.2
"473","Brandon","Hughes",676714,"L","CHC","FF","4-Seamer",460,47.3,93.2,2313,12.9,16.8,0.4,2,118,0.214,0.456,0.343,19,23.7,19.2,0.241,0.492,0.355,43.4
"474","Graham","Ashcraft",668933,"R","CIN","SL","Slider",476,27.1,85.8,2707,11,40,-0.6,-3,118,0.235,0.409,0.3,32,35.6,21.3,0.229,0.367,0.269,32.9
"475","Chris","Bassitt",605135,"R","NYM","FF","4-Seamer",379,13.1,93.2,2191,5.5,17.8,-0.5,-2,118,0.239,0.339,0.293,27.4,41.5,21.8,0.211,0.313,0.263,41.7
"476","Chris","Archer",502042,"R","MIN","FF","4-Seamer",638,35.7,93,2174,6.4,13.1,-1.9,-12,117,0.311,0.524,0.398,15.1,12,9.6,0.33,0.525,0.408,50.6
"477","Kyle","Hendricks",543294,"R","CHC","SI","Sinker",416,30.9,86.5,1890,12.9,27.8,-1,-4,117,0.283,0.396,0.344,11.9,7.7,9.1,0.323,0.473,0.38,36.1
"478","Ross","Stripling",548389,"R","TOR","SL","Slider",446,21.9,87.1,2301,4.5,29.6,1.6,7,117,0.212,0.248,0.236,17.6,14.5,12.5,0.225,0.337,0.259,30.2
"479","Jordan","Romano",605447,"R","TOR","FF","4-Seamer",474,47.9,96.9,2289,5.3,11.2,1.7,8,117,0.163,0.202,0.223,26.8,28.2,17.9,0.21,0.32,0.281,49.3
"480","Johnny","Cueto",456501,"R","CWS","FC","Cutter",469,19.8,86.9,2178,3.3,26.1,-1.1,-5,117,0.306,0.577,0.389,11.4,11.1,13.7,0.293,0.469,0.344,39
"481","Caleb","Smith",592761,"L","AZ","FF","4-Seamer",563,45.6,91.9,2429,10.9,13.9,-1,-5,116,0.231,0.516,0.403,20.2,16.4,12.4,0.194,0.367,0.339,37.5
"482","Luis","Castillo",622491,"R","SEA","SL","Slider",528,21.1,86.5,2422,1.1,36,1.4,8,116,0.183,0.294,0.245,36.8,28.4,21,0.218,0.351,0.271,28.9
"483","Ryan","Yarbrough",642232,"L","TB","FC","Cutter",411,30.3,82.3,2084,1.9,34.5,-2.5,-10,116,0.314,0.524,0.41,17.4,17.2,17.9,0.25,0.43,0.332,34.1
"484","Gregory","Soto",642397,"L","DET","SI","Sinker",503,45.6,98.2,2371,16.7,18.6,0.8,4,116,0.237,0.289,0.316,20.7,13.8,15.4,0.24,0.317,0.319,39.5
"485","Kendall","Graveman",608665,"R","CWS","SI","Sinker",444,42.9,96.4,2228,15.5,18.9,-0.7,-3,116,0.313,0.455,0.402,17.6,16.4,22.1,0.282,0.41,0.359,37.5
"486","Tyler","Alexander",641302,"L","DET","FC","Cutter",441,27.7,85.5,2349,3.8,27.8,0.1,1,116,0.273,0.491,0.338,19.4,18.1,19.8,0.268,0.491,0.338,36.7
"487","Daniel","Bard",453268,"R","COL","SI","Sinker",499,52.4,98,2508,14.5,21.4,1.4,7,115,0.186,0.265,0.271,19.3,17.4,23.8,0.233,0.334,0.298,43.9
"488","Tim","Hill",657612,"L","SD","SI","Sinker",406,54.5,89.5,2070,15.8,38.5,1,4,115,0.311,0.377,0.337,6.4,7,11.6,0.268,0.333,0.298,40.8
"489","Aaron","Nola",605400,"R","PHI","CH","Changeup",448,14.7,85.9,1482,15.2,33.8,-1.2,-5,115,0.319,0.434,0.345,29.5,17.4,16.5,0.265,0.364,0.281,26.9
"490","Adam","Cimber",643256,"R","TOR","FF","4-Seamer",364,34.9,86.5,2172,10.9,31.7,1.5,6,115,0.19,0.238,0.233,27.6,34.8,21.2,0.18,0.232,0.216,29.9
"491","Devin","Smeltzer",656970,"L","MIN","FF","4-Seamer",442,39.1,89.5,2278,11,18.1,-1.2,-5,115,0.252,0.534,0.372,16.8,17.4,14.5,0.246,0.559,0.378,48.2
"492","Jalen","Beeks",656222,"L","TB","FF","4-Seamer",482,48.2,95,2122,5.1,12.5,0.4,2,115,0.194,0.378,0.317,29.1,27,22,0.213,0.385,0.321,44.8
"493","Carlos","Hernández",672578,"R","KC","FF","4-Seamer",514,49.7,96.8,2365,8.1,12.1,-2.1,-11,115,0.366,0.581,0.45,17.8,6.1,6.3,0.311,0.54,0.417,43.2
"494","Andrew","Heaney",571760,"L","LAD","SL","Slider",398,32.4,83.4,2583,3.6,38.2,0.5,2,114,0.17,0.34,0.26,44.3,41.2,31.3,0.168,0.309,0.24,45
"495","Tony","Gonsolin",664062,"R","LAD","SL","Slider",432,21.4,87.5,2486,3.2,30.8,2.4,10,114,0.137,0.196,0.206,36.8,25.4,18.4,0.184,0.266,0.242,24.3
"496","Bryce","Elder",693821,"R","ATL","SI","Sinker",371,42.5,90.7,1970,14.5,25,0.6,2,114,0.232,0.316,0.319,22.2,21.1,22.6,0.25,0.381,0.339,34.2
"497","Aaron","Civale",650644,"R","CLE","CU","Curveball",437,27.5,75.9,2971,11.7,65.8,0.7,3,114,0.124,0.238,0.191,45.1,50.9,27.9,0.138,0.185,0.178,28.6
"498","Bryse","Wilson",669060,"R","PIT","FF","4-Seamer",433,23.7,92.7,2034,8.5,17.4,-2.4,-10,114,0.303,0.525,0.398,22.1,21.1,16.7,0.277,0.498,0.374,40.3
"499","Chris","Stratton",608717,"R","STL","FF","4-Seamer",474,43.1,92.8,2631,3.6,16.9,-2.2,-11,114,0.384,0.515,0.443,27.1,22.8,18.3,0.273,0.42,0.349,50
"500","José","Ruiz",614179,"R","CWS","FF","4-Seamer",529,47.4,96.9,2354,7.1,12,-1,-5,114,0.298,0.617,0.435,24.2,18.4,17.5,0.286,0.564,0.411,60
"501","Cal","Quantrill",615698,"R","CLE","CH","Changeup",345,11.8,85.3,1533,12.3,30,0.8,3,113,0.189,0.321,0.246,22.5,21.2,15.6,0.208,0.349,0.258,27.4
"502","Tommy","Henry",674072,"L","AZ","FF","4-Seamer",430,55.6,91.6,2184,7.2,17.6,-0.5,-2,113,0.271,0.479,0.367,17.8,9.7,10.7,0.281,0.466,0.368,43.7
"503","Tucker","Davidson",656353,"L","LAA","SL","Slider",401,44,86.6,2294,5.9,37.1,-1.2,-5,113,0.26,0.406,0.336,31.3,24.8,20,0.223,0.313,0.295,28.6
"504","Adam","Oller",670124,"R","OAK","FF","4-Seamer",431,33.3,93.3,2209,11.1,14.2,-1.7,-8,113,0.289,0.598,0.418,16.2,11.5,8.8,0.29,0.549,0.407,46.4
"505","Keegan","Thompson",624522,"R","CHC","FC","Cutter",404,21.5,89.8,2553,5.2,25.4,0,0,113,0.267,0.366,0.346,24.1,15.9,16.8,0.271,0.368,0.324,32.5
"506","Alex","Wood",622072,"L","SF","CH","Changeup",415,18.5,85.7,1668,14.1,37,-0.2,-1,113,0.277,0.33,0.282,21.5,11.5,11.7,0.255,0.328,0.256,33
"507","Kyle","Wright",657140,"R","ATL","CH","Changeup",418,15.5,88.1,1699,15.9,35,2,8,113,0.151,0.283,0.209,31.4,31,24.3,0.224,0.386,0.284,41.7
"508","Jacob","deGrom",594798,"R","NYM","SL","Slider",369,39.3,92.6,2580,3.6,26.4,1.5,5,112,0.139,0.25,0.173,53.8,53.6,35.1,0.141,0.234,0.169,32
"509","Jake","Diekman",518617,"L","CWS","FF","4-Seamer",518,44.2,95.6,2284,15.9,17.6,0.2,1,112,0.224,0.376,0.351,35.9,29.5,21.9,0.195,0.302,0.319,38.9
"510","Emmanuel","Clase",661403,"R","CLE","SL","Slider",351,38.1,91.9,2653,7.1,32.4,2.8,10,112,0.119,0.174,0.167,42.7,39.3,29.7,0.16,0.223,0.188,30.3
"511","David","Bednar",670280,"R","PIT","FF","4-Seamer",451,53.6,96.4,2298,10.2,12.4,0.3,1,112,0.245,0.415,0.299,32.5,31.3,25.4,0.239,0.416,0.303,52.1
"512","Kutter","Crawford",676710,"R","BOS","FF","4-Seamer",499,38.5,94.6,2420,10,11.6,-1.3,-7,112,0.316,0.551,0.412,25.8,27.7,19.9,0.247,0.479,0.354,42.6
"513","Paul","Sewald",623149,"R","SEA","ST","Sweeper",473,48.6,82.8,2422,12,31.4,1.2,6,112,0.148,0.306,0.203,40.3,33.9,26.4,0.168,0.277,0.205,26.8
"514","Taylor","Rogers",573124,"L","MIL","SI","Sinker",464,42.8,94.3,2168,17,23.2,-0.6,-3,112,0.306,0.439,0.367,18.9,25.9,22.1,0.282,0.462,0.363,58.6
"515","Josh","Winder",680739,"R","MIN","FF","4-Seamer",450,40.4,94,2023,8.3,13.4,-2.9,-13,112,0.351,0.713,0.482,13,8.9,10.8,0.358,0.683,0.495,54.1
"516","Hirokazu","Sawamura",617228,"R","BOS","FF","4-Seamer",409,48.8,95.9,2112,8.8,14,-0.2,-1,112,0.298,0.447,0.4,12,6.3,12.1,0.344,0.547,0.43,58
"517","Phil","Maton",664208,"R","HOU","FF","4-Seamer",468,43,91,2487,1.3,16.8,-0.5,-3,112,0.245,0.367,0.322,29.6,28.6,25.2,0.238,0.373,0.313,29.4
"518","Garrett","Hill",682051,"R","DET","FF","4-Seamer",410,40.2,92,2153,9.5,16.2,0,0,111,0.247,0.326,0.336,20.3,18,18.2,0.27,0.455,0.383,40
"519","Jhoan","Duran",661395,"R","MIN","FF","4-Seamer",507,49.6,100.8,2172,11.7,12.9,1.8,9,111,0.245,0.304,0.283,26.3,26.1,19.5,0.21,0.28,0.247,33.3
"520","Wandy","Peralta",593974,"L","NYY","CH","Changeup",348,42.6,88.6,2184,17.3,29.9,2.3,8,111,0.198,0.248,0.241,37.9,25.2,25.7,0.203,0.274,0.244,32
"521","Max","Fried",608331,"L","ATL","CH","Changeup",397,14.1,86.5,1413,12.9,32.4,1.2,5,111,0.173,0.218,0.175,36.7,33.3,23.9,0.207,0.269,0.207,14.9
"522","Edward","Cabrera",665795,"R","MIA","CH","Changeup",392,32.3,92.4,1679,16.1,24,2.6,10,111,0.172,0.269,0.273,32.6,21.6,19.5,0.192,0.284,0.287,27.5
"523","Ryan","Brasier",518489,"R","BOS","FF","4-Seamer",435,44.2,95.9,2270,7.1,13.2,-1.8,-8,111,0.32,0.602,0.387,23,27,21.7,0.271,0.545,0.352,57.1
"524","Rafael","Montero",606160,"R","HOU","FF","4-Seamer",499,45.7,96.4,2335,9.3,13.8,0.4,2,111,0.191,0.298,0.29,35,35.1,25.2,0.187,0.271,0.271,39.3
"525","Trevor","Megill",656730,"R","MIN","FF","4-Seamer",425,54.9,98.1,2445,4.2,11.8,0.5,2,110,0.296,0.388,0.339,22.1,20.9,18.4,0.276,0.488,0.363,46.1
"526","Johan","Oviedo",670912,"R","PIT","SL","Slider",395,40.3,85.7,2584,5.8,35.5,1.9,8,110,0.218,0.347,0.305,34.1,29.1,21.6,0.179,0.273,0.237,30.4
"527","Graham","Ashcraft",668933,"R","CIN","SI","Sinker",370,21.1,97.2,2183,9.7,22.6,-1.6,-6,110,0.316,0.429,0.369,10.9,6.4,10.4,0.28,0.363,0.32,45.2
"528","John","Brebbia",605154,"R","SF","FF","4-Seamer",504,46.2,94.4,2309,10.1,13.4,0.7,3,110,0.218,0.406,0.293,23.9,30.9,17.1,0.203,0.385,0.281,38.2
"529","Jeff","Hoffman",656546,"R","CIN","FF","4-Seamer",427,50.4,94.3,2457,10.6,13.8,-0.5,-2,110,0.24,0.448,0.353,16.9,17.3,17.1,0.227,0.428,0.335,41
"530","James","Karinchak",675916,"R","CLE","FF","4-Seamer",420,59.7,95.2,2349,1.9,9.5,2.9,12,109,0.133,0.211,0.238,29.7,33,27.1,0.164,0.273,0.274,34.5
"531","Jarlín","García",606424,"L","SF","FF","4-Seamer",435,42.9,93.8,2201,14.8,18.1,-0.4,-2,109,0.245,0.459,0.337,21,22.9,21.6,0.255,0.447,0.338,49.3
"532","Bruce","Zimmermann",669145,"L","BAL","CH","Changeup",332,29.4,84.7,1938,16.7,28.3,-1.8,-6,109,0.305,0.562,0.392,18.4,13.8,14.9,0.268,0.477,0.329,36.3
"533","Tarik","Skubal",669373,"L","DET","FF","4-Seamer",510,26.6,94.1,2157,8.3,15.1,-0.3,-2,109,0.265,0.49,0.374,25.4,24.8,18.8,0.227,0.394,0.308,47.9
"534","Ryan","Brasier",518489,"R","BOS","SL","Slider",423,42.9,85.5,2469,6.4,38,1.2,5,109,0.17,0.33,0.238,32.9,28.4,19.7,0.204,0.334,0.262,38
"535","Nathan","Eovaldi",543135,"R","BOS","FS","Splitter",363,20.9,87.8,1561,12.4,34.1,2.3,8,109,0.181,0.229,0.224,39.1,33,24,0.215,0.293,0.239,49.3
"536","Kris","Bubic",663460,"L","KC","CU","Curveball",491,21.7,79.4,2609,7.6,56.4,-1,-5,108,0.294,0.353,0.304,15.9,13.9,14.7,0.283,0.368,0.309,47.2
"537","Max","Fried",608331,"L","ATL","SI","Sinker",376,13.3,93.6,2035,11,21.6,1.4,5,108,0.267,0.324,0.263,19.9,14.8,21.1,0.237,0.323,0.257,40.4
"538","Steve","Cishek",518553,"R","WSH","SL","Slider",436,37.1,76.5,2275,16.2,52.2,-1.1,-5,108,0.253,0.44,0.343,33.9,28.7,23.1,0.217,0.377,0.313,34.9
"539","Ryan","Yarbrough",642232,"L","TB","CU","Curveball",366,27,71.3,2168,15.7,49.4,1,4,108,0.211,0.4,0.333,31.7,20.4,16.7,0.183,0.327,0.27,23
"540","Marcus","Stroman",573186,"R","CHC","SV","Slurve",518,23.8,84.6,2673,14.3,38,1,5,108,0.183,0.279,0.221,31.3,27.8,18,0.233,0.313,0.25,38.7
"541","Shane","Bieber",669456,"R","CLE","FC","Cutter",455,15.8,86.9,2497,1.9,27,1.2,6,108,0.245,0.392,0.296,23.2,9.3,20,0.277,0.408,0.311,30.9
"542","Steven","Wilson",621051,"R","SD","FF","4-Seamer",456,52.2,95.1,2366,8,12.1,-0.4,-2,108,0.233,0.344,0.315,25.5,23.1,17.2,0.215,0.364,0.319,47.8
"543","Cristopher","Sánchez",650911,"L","PHI","SI","Sinker",404,61,93,2061,17.8,23.5,0.3,1,108,0.247,0.43,0.357,14.4,16.7,22.5,0.274,0.451,0.366,45.3
"544","Michael","Lorenzen",547179,"R","LAA","SI","Sinker",374,22.6,93.8,2257,16.9,22.5,0.6,2,107,0.242,0.347,0.307,17.8,13.1,17.9,0.247,0.325,0.293,47.6
"545","Johan","Oviedo",670912,"R","PIT","FF","4-Seamer",425,43.4,96,2275,8.7,19.5,-0.4,-2,107,0.272,0.402,0.349,13.6,14,12.6,0.256,0.394,0.339,45.5
