"","x","z","response","hand","pitch","pred"
"1698",-1.9,0.4,"whiff","left","curveball",-5.32088033934984
"1699",-1.9,0.4,"whiff","left","fastball",-3.38302732818047
"1700",-1.9,0.4,"whiff","left","slider",-5.56536365074914
"1701",-1.9,0.4,"whiff","right","changeup",-3.51625674323796
"1702",-1.9,0.4,"whiff","right","curveball",-3.9785666863
"1703",-1.9,0.4,"whiff","right","fastball",-2.83318732938474
"1704",-1.9,0.4,"whiff","right","slider",-3.97311479879731
"1705",-1.9,0.5,"barrel","left","changeup",-6.01767838961556
"1706",-1.9,0.5,"barrel","left","curveball",-7.10816574743966
"1707",-1.9,0.5,"barrel","left","fastball",-5.06878843808371
"1708",-1.9,0.5,"barrel","left","slider",-6.40279027491293
"1709",-1.9,0.5,"barrel","right","changeup",-2.17011071233098
"1710",-1.9,0.5,"barrel","right","curveball",-13.1822096041785
"1711",-1.9,0.5,"barrel","right","fastball",-3.63708258636066
"1712",-1.9,0.5,"barrel","right","slider",-3.80436933140838
"1713",-1.9,0.5,"strike","left","changeup",-4.35579779106225
"1714",-1.9,0.5,"strike","left","curveball",-4.28748368267038
"1715",-1.9,0.5,"strike","left","fastball",-7.2643738416562
"1716",-1.9,0.5,"strike","left","slider",-3.73195003227332
"1717",-1.9,0.5,"strike","right","changeup",-4.96965794414296
"1718",-1.9,0.5,"strike","right","curveball",-4.10769089008433
"1719",-1.9,0.5,"strike","right","fastball",-7.51524432880323
"1720",-1.9,0.5,"strike","right","slider",-3.51456295981242
"1721",-1.9,0.5,"whiff","left","changeup",-2.8517135387698
"1722",-1.9,0.5,"whiff","left","curveball",-5.58602376290002
"1723",-1.9,0.5,"whiff","left","fastball",-3.36625896955848
"1724",-1.9,0.5,"whiff","left","slider",-5.6825016130275
"1725",-1.9,0.5,"whiff","right","changeup",-3.80981648658698
"1726",-1.9,0.5,"whiff","right","curveball",-4.0910342264898
"1727",-1.9,0.5,"whiff","right","fastball",-2.80126491135784
"1728",-1.9,0.5,"whiff","right","slider",-4.07719732114858
"1729",-1.9,0.6,"barrel","left","changeup",-6.15035486449546
"1730",-1.9,0.6,"barrel","left","curveball",-7.4096117477836
"1731",-1.9,0.6,"barrel","left","fastball",-5.19046470063326
"1732",-1.9,0.6,"barrel","left","slider",-6.78423237243948
"1733",-1.9,0.6,"barrel","right","changeup",-2.29121867590333
"1734",-1.9,0.6,"barrel","right","curveball",-13.4546017625265
"1735",-1.9,0.6,"barrel","right","fastball",-3.72063662650979
"1736",-1.9,0.6,"barrel","right","slider",-4.00762435134099
"1737",-1.9,0.6,"strike","left","changeup",-4.49434082753946
"1738",-1.9,0.6,"strike","left","curveball",-4.39947402750677
"1739",-1.9,0.6,"strike","left","fastball",-7.45504142879049
"1740",-1.9,0.6,"strike","left","slider",-3.82859633110099
"1741",-1.9,0.6,"strike","right","changeup",-5.12647926545068
"1742",-1.9,0.6,"strike","right","curveball",-4.19581811906622
"1743",-1.9,0.6,"strike","right","fastball",-7.69743555486944
"1744",-1.9,0.6,"strike","right","slider",-3.61137071948739
"1745",-1.9,0.6,"whiff","left","changeup",-3.08400309169288
"1746",-1.9,0.6,"whiff","left","curveball",-5.87602730510308
"1747",-1.9,0.6,"whiff","left","fastball",-3.37132176778865
"1748",-1.9,0.6,"whiff","left","slider",-5.81790125952424
"1749",-1.9,0.6,"whiff","right","changeup",-4.13107939541748
"1750",-1.9,0.6,"whiff","right","curveball",-4.2186049050697
"1751",-1.9,0.6,"whiff","right","fastball",-2.78724445103944
"1752",-1.9,0.6,"whiff","right","slider",-4.19282696852557
"1753",-1.9,0.7,"barrel","left","changeup",-6.31101507849019
"1754",-1.9,0.7,"barrel","left","curveball",-7.74644311136716
"1755",-1.9,0.7,"barrel","left","fastball",-5.33435196701366
"1756",-1.9,0.7,"barrel","left","slider",-7.21072126916553
"1757",-1.9,0.7,"barrel","right","changeup",-2.43606921121574
"1758",-1.9,0.7,"barrel","right","curveball",-13.7855421760216
"1759",-1.9,0.7,"barrel","right","fastball",-3.82508616678988
"1760",-1.9,0.7,"barrel","right","slider",-4.24381803740575
"1761",-1.9,0.7,"strike","left","changeup",-4.65406032509961
"1762",-1.9,0.7,"strike","left","curveball",-4.52791655480271
"1763",-1.9,0.7,"strike","left","fastball",-7.68464860043816
"1764",-1.9,0.7,"strike","left","slider",-3.9406366973062
"1765",-1.9,0.7,"strike","right","changeup",-5.30848568416484
"1766",-1.9,0.7,"strike","right","curveball",-4.29868392396077
"1767",-1.9,0.7,"strike","right","fastball",-7.91707979359722
"1768",-1.9,0.7,"strike","right","slider",-3.72150221404819
"1769",-1.9,0.7,"whiff","left","changeup",-3.33554744580167
"1770",-1.9,0.7,"whiff","left","curveball",-6.19089096595904
"1771",-1.9,0.7,"whiff","left","fastball",-3.39821572287097
"1772",-1.9,0.7,"whiff","left","slider",-5.97156259023938
"1773",-1.9,0.7,"whiff","right","changeup",-4.48004546972945
"1774",-1.9,0.7,"whiff","right","curveball",-4.36127872203969
"1775",-1.9,0.7,"whiff","right","fastball",-2.79112594842954
"1776",-1.9,0.7,"whiff","right","slider",-4.32000374092829
"1777",-1.9,0.8,"barrel","left","changeup",-6.49965903159977
"1778",-1.9,0.8,"barrel","left","curveball",-8.11865983819031
"1779",-1.9,0.8,"barrel","left","fastball",-5.5004502372249
"1780",-1.9,0.8,"barrel","left","slider",-7.68225696509108
"1781",-1.9,0.8,"barrel","right","changeup",-2.60466231826819
"1782",-1.9,0.8,"barrel","right","curveball",-14.1750308446636
"1783",-1.9,0.8,"barrel","right","fastball",-3.95043120720094
"1784",-1.9,0.8,"barrel","right","slider",-4.51295038960265
"1785",-1.9,0.8,"strike","left","changeup",-4.83495628374268
"1786",-1.9,0.8,"strike","left","curveball",-4.67281126455818
"1787",-1.9,0.8,"strike","left","fastball",-7.9531953565992
"1788",-1.9,0.8,"strike","left","slider",-4.06807113088894
"1789",-1.9,0.8,"strike","right","changeup",-5.51567720028544
"1790",-1.9,0.8,"strike","right","curveball",-4.416288304768
"1791",-1.9,0.8,"strike","right","fastball",-8.17417704498657
"1792",-1.9,0.8,"strike","right","slider",-3.84495744349482
"1793",-1.9,0.8,"whiff","left","changeup",-3.60634660109616
"1794",-1.9,0.8,"whiff","left","curveball",-6.53061474546788
"1795",-1.9,0.8,"whiff","left","fastball",-3.44694083480544
"1796",-1.9,0.8,"whiff","left","slider",-6.14348560517292
"1797",-1.9,0.8,"whiff","right","changeup",-4.85671470952288
"1798",-1.9,0.8,"whiff","right","curveball",-4.51905567739978
"1799",-1.9,0.8,"whiff","right","fastball",-2.81290940352814
"1800",-1.9,0.8,"whiff","right","slider",-4.45872763835672
"1801",-1.9,0.9,"barrel","left","changeup",-6.71628672382418
"1802",-1.9,0.9,"barrel","left","curveball",-8.52626192825307
"1803",-1.9,0.9,"barrel","left","fastball",-5.688759511267
"1804",-1.9,0.9,"barrel","left","slider",-8.19883946021612
"1805",-1.9,0.9,"barrel","right","changeup",-2.7969979970607
"1806",-1.9,0.9,"barrel","right","curveball",-14.6230677684527
"1807",-1.9,0.9,"barrel","right","fastball",-4.09667174774295
"1808",-1.9,0.9,"barrel","right","slider",-4.8150214079317
"1809",-1.9,0.9,"strike","left","changeup",-5.03702870346868
"1810",-1.9,0.9,"strike","left","curveball",-4.8341581567732
"1811",-1.9,0.9,"strike","left","fastball",-8.26068169727363
"1812",-1.9,0.9,"strike","left","slider",-4.21089963184921
"1813",-1.9,0.9,"strike","right","changeup",-5.74805381381248
"1814",-1.9,0.9,"strike","right","curveball",-4.54863126148789
"1815",-1.9,0.9,"strike","right","fastball",-8.46872730903749
"1816",-1.9,0.9,"strike","right","slider",-3.98173640782728
"1817",-1.9,0.9,"whiff","left","changeup",-3.89640055757636
"1818",-1.9,0.9,"whiff","left","curveball",-6.89519864362961
"1819",-1.9,0.9,"whiff","left","fastball",-3.51749710359207
"1820",-1.9,0.9,"whiff","left","slider",-6.33367030432484
"1821",-1.9,0.9,"whiff","right","changeup",-5.26108711479779
"1822",-1.9,0.9,"whiff","right","curveball",-4.69193577114998
"1823",-1.9,0.9,"whiff","right","fastball",-2.85259481633524
"1824",-1.9,0.9,"whiff","right","slider",-4.60899866081088
"1825",-1.9,1,"barrel","left","changeup",-6.96089815516343
"1826",-1.9,1,"barrel","left","curveball",-8.96924938155544
"1827",-1.9,1,"barrel","left","fastball",-5.89927978913995
"1828",-1.9,1,"barrel","left","slider",-8.76046875454067
"1829",-1.9,1,"barrel","right","changeup",-3.01307624759325
"1830",-1.9,1,"barrel","right","curveball",-15.1296529473888
"1831",-1.9,1,"barrel","right","fastball",-4.26380778841592
"1832",-1.9,1,"barrel","right","slider",-5.1500310923929
"1833",-1.9,1,"strike","left","changeup",-5.26027758427762
"1834",-1.9,1,"strike","left","curveball",-5.01195723144775
"1835",-1.9,1,"strike","left","fastball",-8.60710762246143
"1836",-1.9,1,"strike","left","slider",-4.36912220018701
"1837",-1.9,1,"strike","right","changeup",-6.00561552474596
"1838",-1.9,1,"strike","right","curveball",-4.69571279412045
"1839",-1.9,1,"strike","right","fastball",-8.80073058574997
"1840",-1.9,1,"strike","right","slider",-4.13183910704556
"1841",-1.9,1,"whiff","left","changeup",-4.20570931524227
"1842",-1.9,1,"whiff","left","curveball",-7.28464266044423
"1843",-1.9,1,"whiff","left","fastball",-3.60988452923084
"1844",-1.9,1,"whiff","left","slider",-6.54211668769516
"1845",-1.9,1,"whiff","right","changeup",-5.69316268555417
"1846",-1.9,1,"whiff","right","curveball",-4.87991900329026
"1847",-1.9,1,"whiff","right","fastball",-2.91018218685085
"1848",-1.9,1,"whiff","right","slider",-4.77081680829075
"1849",-1.9,1.1,"barrel","left","changeup",-7.23349332561752
"1850",-1.9,1.1,"barrel","left","curveball",-9.44762219809741
"1851",-1.9,1.1,"barrel","left","fastball",-6.13201107084374
"1852",-1.9,1.1,"barrel","left","slider",-9.36714484806471
"1853",-1.9,1.1,"barrel","right","changeup",-3.25289706986585
"1854",-1.9,1.1,"barrel","right","curveball",-15.6947863814719
"1855",-1.9,1.1,"barrel","right","fastball",-4.45183932921985
"1856",-1.9,1.1,"barrel","right","slider",-5.51797944298624
"1857",-1.9,1.1,"strike","left","changeup",-5.50470292616949
"1858",-1.9,1.1,"strike","left","curveball",-5.20620848858184
"1859",-1.9,1.1,"strike","left","fastball",-8.99247313216261
"1860",-1.9,1.1,"strike","left","slider",-4.54273883590235
"1861",-1.9,1.1,"strike","right","changeup",-6.28836233308588
"1862",-1.9,1.1,"strike","right","curveball",-4.85753290266567
"1863",-1.9,1.1,"strike","right","fastball",-9.17018687512402
"1864",-1.9,1.1,"strike","right","slider",-4.29526554114968
"1865",-1.9,1.1,"whiff","left","changeup",-4.53427287409388
"1866",-1.9,1.1,"whiff","left","curveball",-7.69894679591174
"1867",-1.9,1.1,"whiff","left","fastball",-3.72410311172177
"1868",-1.9,1.1,"whiff","left","slider",-6.76882475528386
"1869",-1.9,1.1,"whiff","right","changeup",-6.15294142179201
"1870",-1.9,1.1,"whiff","right","curveball",-5.08300537382065
"1871",-1.9,1.1,"whiff","right","fastball",-2.98567151507495
"1872",-1.9,1.1,"whiff","right","slider",-4.94418208079635
"1873",-1.9,1.2,"barrel","left","changeup",-7.53407223518644
"1874",-1.9,1.2,"barrel","left","curveball",-9.96138037787898
"1875",-1.9,1.2,"barrel","left","fastball",-6.38695335637839
"1876",-1.9,1.2,"barrel","left","slider",-10.0188677407883
"1877",-1.9,1.2,"barrel","right","changeup",-3.5164604638785
"1878",-1.9,1.2,"barrel","right","curveball",-16.318468070702
"1879",-1.9,1.2,"barrel","right","fastball",-4.66076637015475
"1880",-1.9,1.2,"barrel","right","slider",-5.91886645971173
"1881",-1.9,1.2,"strike","left","changeup",-5.77030472914429
"1882",-1.9,1.2,"strike","left","curveball",-5.41691192817548
"1883",-1.9,1.2,"strike","left","fastball",-9.41677822637717
"1884",-1.9,1.2,"strike","left","slider",-4.73174953899522
"1885",-1.9,1.2,"strike","right","changeup",-6.59629423883225
"1886",-1.9,1.2,"strike","right","curveball",-5.03409158712357
"1887",-1.9,1.2,"strike","right","fastball",-9.57709617715964
"1888",-1.9,1.2,"strike","right","slider",-4.47201571013963
"1889",-1.9,1.2,"whiff","left","changeup",-4.8820912341312
"1890",-1.9,1.2,"whiff","left","curveball",-8.13811105003214
"1891",-1.9,1.2,"whiff","left","fastball",-3.86015285106486
"1892",-1.9,1.2,"whiff","left","slider",-7.01379450709096
"1893",-1.9,1.2,"whiff","right","changeup",-6.64042332351133
"1894",-1.9,1.2,"whiff","right","curveball",-5.30119488274113
"1895",-1.9,1.2,"whiff","right","fastball",-3.07906280100756
"1896",-1.9,1.2,"whiff","right","slider",-5.12909447832766
"1897",-1.9,1.3,"barrel","left","changeup",-7.86263488387021
"1898",-1.9,1.3,"barrel","left","curveball",-10.5105239209002
"1899",-1.9,1.3,"barrel","left","fastball",-6.66410664574389
"1900",-1.9,1.3,"barrel","left","slider",-10.7156374327113
"1901",-1.9,1.3,"barrel","right","changeup",-3.8037664296312
"1902",-1.9,1.3,"barrel","right","curveball",-17.0006980150792
"1903",-1.9,1.3,"barrel","right","fastball",-4.8905889112206
"1904",-1.9,1.3,"barrel","right","slider",-6.35269214256936
"1905",-1.9,1.3,"strike","left","changeup",-6.05708299320202
"1906",-1.9,1.3,"strike","left","curveball",-5.64406755022865
"1907",-1.9,1.3,"strike","left","fastball",-9.88002290510511
"1908",-1.9,1.3,"strike","left","slider",-4.93615430946563
"1909",-1.9,1.3,"strike","right","changeup",-6.92941124198505
"1910",-1.9,1.3,"strike","right","curveball",-5.22538884749413
"1911",-1.9,1.3,"strike","right","fastball",-10.0214584918568
"1912",-1.9,1.3,"strike","right","slider",-4.6620896140154
"1913",-1.9,1.3,"whiff","left","changeup",-5.24916439535422
"1914",-1.9,1.3,"whiff","left","curveball",-8.60213542280542
"1915",-1.9,1.3,"whiff","left","fastball",-4.01803374726009
"1916",-1.9,1.3,"whiff","left","slider",-7.27702594311645
"1917",-1.9,1.3,"whiff","right","changeup",-7.15560839071212
"1918",-1.9,1.3,"whiff","right","curveball",-5.53448753005171
"1919",-1.9,1.3,"whiff","right","fastball",-3.19035604464867
"1920",-1.9,1.3,"whiff","right","slider",-5.3255540008847
"1921",-1.9,1.4,"barrel","left","changeup",-8.21918127166881
"1922",-1.9,1.4,"barrel","left","curveball",-11.0950528271609
"1923",-1.9,1.4,"barrel","left","fastball",-6.96347093894024
"1924",-1.9,1.4,"barrel","left","slider",-11.4574539238339
"1925",-1.9,1.4,"barrel","right","changeup",-4.11481496712395
"1926",-1.9,1.4,"barrel","right","curveball",-17.7414762146033
"1927",-1.9,1.4,"barrel","right","fastball",-5.14130695241742
"1928",-1.9,1.4,"barrel","right","slider",-6.81945649155914
"1929",-1.9,1.4,"strike","left","changeup",-6.36503771834269
"1930",-1.9,1.4,"strike","left","curveball",-5.88767535474137
"1931",-1.9,1.4,"strike","left","fastball",-10.3822071683464
"1932",-1.9,1.4,"strike","left","slider",-5.15595314731357
"1933",-1.9,1.4,"strike","right","changeup",-7.2877133425443
"1934",-1.9,1.4,"strike","right","curveball",-5.43142468377737
"1935",-1.9,1.4,"strike","right","fastball",-10.5032738192156
"1936",-1.9,1.4,"strike","right","slider",-4.86548725277701
"1937",-1.9,1.4,"whiff","left","changeup",-5.63549235776295
"1938",-1.9,1.4,"whiff","left","curveball",-9.09101991423159
"1939",-1.9,1.4,"whiff","left","fastball",-4.19774580030748
"1940",-1.9,1.4,"whiff","left","slider",-7.55851906336034
"1941",-1.9,1.4,"whiff","right","changeup",-7.69849662339438
"1942",-1.9,1.4,"whiff","right","curveball",-5.78288331575239
"1943",-1.9,1.4,"whiff","right","fastball",-3.31955124599828
"1944",-1.9,1.4,"whiff","right","slider",-5.53356064846745
"1945",-1.9,1.5,"barrel","left","changeup",-8.60371139858226
"1946",-1.9,1.5,"barrel","left","curveball",-11.7149670966613
"1947",-1.9,1.5,"barrel","left","fastball",-7.28504623596743
"1948",-1.9,1.5,"barrel","left","slider",-12.2443172141559
"1949",-1.9,1.5,"barrel","right","changeup",-4.44960607635674
"1950",-1.9,1.5,"barrel","right","curveball",-18.5408026692745
"1951",-1.9,1.5,"barrel","right","fastball",-5.41292049374519
"1952",-1.9,1.5,"barrel","right","slider",-7.31915950668107
"1953",-1.9,1.5,"strike","left","changeup",-6.69416890456629
"1954",-1.9,1.5,"strike","left","curveball",-6.14773534171362
"1955",-1.9,1.5,"strike","left","fastball",-10.9233310161011
"1956",-1.9,1.5,"strike","left","slider",-5.39114605253904
"1957",-1.9,1.5,"strike","right","changeup",-7.67120054050999
"1958",-1.9,1.5,"strike","right","curveball",-5.65219909597326
"1959",-1.9,1.5,"strike","right","fastball",-11.0225421592359
"1960",-1.9,1.5,"strike","right","slider",-5.08220862642444
"1961",-1.9,1.5,"whiff","left","changeup",-6.04107512135739
"1962",-1.9,1.5,"whiff","left","curveball",-9.60476452431065
"1963",-1.9,1.5,"whiff","left","fastball",-4.39928901020702
"1964",-1.9,1.5,"whiff","left","slider",-7.85827386782261
"1965",-1.9,1.5,"whiff","right","changeup",-8.2690880215581
"1966",-1.9,1.5,"whiff","right","curveball",-6.04638223984317
"1967",-1.9,1.5,"whiff","right","fastball",-3.46664840505639
"1968",-1.9,1.5,"whiff","right","slider",-5.75311442107593
"1969",-1.8,-2.5,"barrel","left","changeup",-14.4823234066627
"1970",-1.8,-2.5,"barrel","left","curveball",-13.9075552605096
"1971",-1.8,-2.5,"barrel","left","fastball",-11.3028649671448
"1972",-1.8,-2.5,"barrel","left","slider",-15.3843689175745
"1973",-1.8,-2.5,"barrel","right","changeup",-9.23221889320304
"1974",-1.8,-2.5,"barrel","right","curveball",-30.8835419947507
"1975",-1.8,-2.5,"barrel","right","fastball",-10.4786155180369
"1976",-1.8,-2.5,"barrel","right","slider",-12.6398823953084
"1977",-1.8,-2.5,"strike","left","changeup",-9.628239277414
"1978",-1.8,-2.5,"strike","left","curveball",-8.18649125056846
"1979",-1.8,-2.5,"strike","left","fastball",-18.9095114587704
"1980",-1.8,-2.5,"strike","left","slider",-7.64677711415948
"1981",-1.8,-2.5,"strike","right","changeup",-11.5023547935535
"1982",-1.8,-2.5,"strike","right","curveball",-7.94552232399351
"1983",-1.8,-2.5,"strike","right","fastball",-18.7545207429063
"1984",-1.8,-2.5,"strike","right","slider",-6.49667212339713
"1985",-1.8,-2.5,"whiff","left","changeup",-4.61199817641387
"1986",-1.8,-2.5,"whiff","left","curveball",-8.02802842195689
"1987",-1.8,-2.5,"whiff","left","fastball",-12.9576425758122
"1988",-1.8,-2.5,"whiff","left","slider",-9.63531326165319
"1989",-1.8,-2.5,"whiff","right","changeup",-6.75908541119182
"1990",-1.8,-2.5,"whiff","right","curveball",-6.93968245538526
"1991",-1.8,-2.5,"whiff","right","fastball",-11.2314935390186
"1992",-1.8,-2.5,"whiff","right","slider",-5.65475437847589
"1993",-1.8,-2.4,"barrel","left","changeup",-13.7754877080974
"1994",-1.8,-2.4,"barrel","left","curveball",-13.1474403636654
"1995",-1.8,-2.4,"barrel","left","fastball",-10.7582111147689
"1996",-1.8,-2.4,"barrel","left","slider",-14.4144070391161
"1997",-1.8,-2.4,"barrel","right","changeup",-8.64104970457393
"1998",-1.8,-2.4,"barrel","right","curveball",-29.3994864986882
"1999",-1.8,-2.4,"barrel","right","fastball",-9.93530455425725
"2000",-1.8,-2.4,"barrel","right","slider",-11.8549774312766
"2001",-1.8,-2.4,"strike","left","changeup",-9.13148848140325
"2002",-1.8,-2.4,"strike","left","curveball",-7.80491612161864
"2003",-1.8,-2.4,"strike","left","fastball",-17.9319915105033
"2004",-1.8,-2.4,"strike","left","slider",-7.28160139166115
"2005",-1.8,-2.4,"strike","right","changeup",-10.903623192668
"2006",-1.8,-2.4,"strike","right","curveball",-7.59149227559536
"2007",-1.8,-2.4,"strike","right","fastball",-17.8131215891255
"2008",-1.8,-2.4,"strike","right","slider",-6.19376783649721
"2009",-1.8,-2.4,"whiff","left","changeup",-4.26664369376575
"2010",-1.8,-2.4,"whiff","left","curveball",-7.57222840457331
"2011",-1.8,-2.4,"whiff","left","fastball",-12.3077706684778
"2012",-1.8,-2.4,"whiff","left","slider",-9.22286238159819
"2013",-1.8,-2.4,"whiff","right","changeup",-6.24925335557821
"2014",-1.8,-2.4,"whiff","right","curveball",-6.61415898226222
"2015",-1.8,-2.4,"whiff","right","fastball",-10.6804143474452
"2016",-1.8,-2.4,"whiff","right","slider",-5.42397027508128
"2017",-1.8,-2.3,"barrel","left","changeup",-13.096635748647
"2018",-1.8,-2.3,"barrel","left","curveball",-12.4227108300608
"2019",-1.8,-2.3,"barrel","left","fastball",-10.2357682662238
"2020",-1.8,-2.3,"barrel","left","slider",-13.4894919598571
"2021",-1.8,-2.3,"barrel","right","changeup",-8.07362308768487
"2022",-1.8,-2.3,"barrel","right","curveball",-27.9739792577727
"2023",-1.8,-2.3,"barrel","right","fastball",-9.41288909060852
"2024",-1.8,-2.3,"barrel","right","slider",-11.103011133377
"2025",-1.8,-2.3,"strike","left","changeup",-8.65591414647543
"2026",-1.8,-2.3,"strike","left","curveball",-7.43979317512837
"2027",-1.8,-2.3,"strike","left","fastball",-16.9934111467496
"2028",-1.8,-2.3,"strike","left","slider",-6.93181973654036
"2029",-1.8,-2.3,"strike","right","changeup",-10.3300766891889
"2030",-1.8,-2.3,"strike","right","curveball",-7.25220080310988
"2031",-1.8,-2.3,"strike","right","fastball",-16.9091754480062
"2032",-1.8,-2.3,"strike","right","slider",-5.90418728448312
"2033",-1.8,-2.3,"whiff","left","changeup",-3.94054401230335
"2034",-1.8,-2.3,"whiff","left","curveball",-7.14128850584262
"2035",-1.8,-2.3,"whiff","left","fastball",-11.6797299179955
"2036",-1.8,-2.3,"whiff","left","slider",-8.82867318576157
"2037",-1.8,-2.3,"whiff","right","changeup",-5.76712446544606
"2038",-1.8,-2.3,"whiff","right","curveball",-6.30373864752929
"2039",-1.8,-2.3,"whiff","right","fastball",-10.1472371135802
"2040",-1.8,-2.3,"whiff","right","slider",-5.20473329671239
"2041",-1.8,-2.2,"barrel","left","changeup",-12.4457675283114
"2042",-1.8,-2.2,"barrel","left","curveball",-11.7333666596959
"2043",-1.8,-2.2,"barrel","left","fastball",-9.73553642150953
"2044",-1.8,-2.2,"barrel","left","slider",-12.6096236797977
"2045",-1.8,-2.2,"barrel","right","changeup",-7.52993904253585
"2046",-1.8,-2.2,"barrel","right","curveball",-26.6070202720042
"2047",-1.8,-2.2,"barrel","right","fastball",-8.91136912709077
"2048",-1.8,-2.2,"barrel","right","slider",-10.3839835016095
"2049",-1.8,-2.2,"strike","left","changeup",-8.20151627263055
"2050",-1.8,-2.2,"strike","left","curveball",-7.09112241109763
"2051",-1.8,-2.2,"strike","left","fastball",-16.0937703675093
"2052",-1.8,-2.2,"strike","left","slider",-6.59743214879711
"2053",-1.8,-2.2,"strike","right","changeup",-9.78171528311625
"2054",-1.8,-2.2,"strike","right","curveball",-6.92764790653707
"2055",-1.8,-2.2,"strike","right","fastball",-16.0426823195486
"2056",-1.8,-2.2,"strike","right","slider",-5.62793046735486
"2057",-1.8,-2.2,"whiff","left","changeup",-3.63369913202665
"2058",-1.8,-2.2,"whiff","left","curveball",-6.73520872576482
"2059",-1.8,-2.2,"whiff","left","fastball",-11.0735203243654
"2060",-1.8,-2.2,"whiff","left","slider",-8.45274567414335
"2061",-1.8,-2.2,"whiff","right","changeup",-5.3126987407954
"2062",-1.8,-2.2,"whiff","right","curveball",-6.00842145118645
"2063",-1.8,-2.2,"whiff","right","fastball",-9.6319618374238
"2064",-1.8,-2.2,"whiff","right","slider",-4.99704344336923
"2065",-1.8,-2.1,"barrel","left","changeup",-11.8228830470907
"2066",-1.8,-2.1,"barrel","left","curveball",-11.0794078525705
"2067",-1.8,-2.1,"barrel","left","fastball",-9.25751558062612
"2068",-1.8,-2.1,"barrel","left","slider",-11.7748021989377
"2069",-1.8,-2.1,"barrel","right","changeup",-7.00999756912688
"2070",-1.8,-2.1,"barrel","right","curveball",-25.2986095413828
"2071",-1.8,-2.1,"barrel","right","fastball",-8.43074466370397
"2072",-1.8,-2.1,"barrel","right","slider",-9.69789453597414
"2073",-1.8,-2.1,"strike","left","changeup",-7.76829485986859
"2074",-1.8,-2.1,"strike","left","curveball",-6.75890382952644
"2075",-1.8,-2.1,"strike","left","fastball",-15.2330691727824
"2076",-1.8,-2.1,"strike","left","slider",-6.27843862843139
"2077",-1.8,-2.1,"strike","right","changeup",-9.25853897445005
"2078",-1.8,-2.1,"strike","right","curveball",-6.61783358587692
"2079",-1.8,-2.1,"strike","right","fastball",-15.2136422037525
"2080",-1.8,-2.1,"strike","right","slider",-5.36499738511243
"2081",-1.8,-2.1,"whiff","left","changeup",-3.34610905293565
"2082",-1.8,-2.1,"whiff","left","curveball",-6.3539890643399
"2083",-1.8,-2.1,"whiff","left","fastball",-10.4891418875874
"2084",-1.8,-2.1,"whiff","left","slider",-8.09507984674353
"2085",-1.8,-2.1,"whiff","right","changeup",-4.8859761816262
"2086",-1.8,-2.1,"whiff","right","curveball",-5.72820739323371
"2087",-1.8,-2.1,"whiff","right","fastball",-9.13458851897587
"2088",-1.8,-2.1,"whiff","right","slider",-4.80090071505178
"2089",-1.8,-2,"barrel","left","changeup",-11.2279823049848
"2090",-1.8,-2,"barrel","left","curveball",-10.4608344086847
"2091",-1.8,-2,"barrel","left","fastball",-8.80170574357357
"2092",-1.8,-2,"barrel","left","slider",-10.9850275172773
"2093",-1.8,-2,"barrel","right","changeup",-6.51379866745797
"2094",-1.8,-2,"barrel","right","curveball",-24.0487470659083
"2095",-1.8,-2,"barrel","right","fastball",-7.97101570044813
"2096",-1.8,-2,"barrel","right","slider",-9.04474423647095
"2097",-1.8,-2,"strike","left","changeup",-7.35624990818957
"2098",-1.8,-2,"strike","left","curveball",-6.44313743041478
"2099",-1.8,-2,"strike","left","fastball",-14.4113075625688
"2100",-1.8,-2,"strike","left","slider",-5.9748391754432
"2101",-1.8,-2,"strike","right","changeup",-8.76054776319029
"2102",-1.8,-2,"strike","right","curveball",-6.32275784112944
"2103",-1.8,-2,"strike","right","fastball",-14.4220551006179
"2104",-1.8,-2,"strike","right","slider",-5.11538803775583
"2105",-1.8,-2,"whiff","left","changeup",-3.07777377503036
"2106",-1.8,-2,"whiff","left","curveball",-5.99762952156787
"2107",-1.8,-2,"whiff","left","fastball",-9.92659460766164
"2108",-1.8,-2,"whiff","left","slider",-7.75567570356209
"2109",-1.8,-2,"whiff","right","changeup",-4.48695678793847
"2110",-1.8,-2,"whiff","right","curveball",-5.46309647367107
"2111",-1.8,-2,"whiff","right","fastball",-8.65511715823643
"2112",-1.8,-2,"whiff","right","slider",-4.61630511176005
"2113",-1.8,-1.9,"barrel","left","changeup",-10.6610653019937
"2114",-1.8,-1.9,"barrel","left","curveball",-9.87764632803857
"2115",-1.8,-1.9,"barrel","left","fastball",-8.36810691035187
"2116",-1.8,-1.9,"barrel","left","slider",-10.2402996348163
"2117",-1.8,-1.9,"barrel","right","changeup",-6.0413423375291
"2118",-1.8,-1.9,"barrel","right","curveball",-22.8574328455809
"2119",-1.8,-1.9,"barrel","right","fastball",-7.53218223732325
"2120",-1.8,-1.9,"barrel","right","slider",-8.42453260309991
"2121",-1.8,-1.9,"strike","left","changeup",-6.96538141759348
"2122",-1.8,-1.9,"strike","left","curveball",-6.14382321376267
"2123",-1.8,-1.9,"strike","left","fastball",-13.6284855368687
"2124",-1.8,-1.9,"strike","left","slider",-5.68663378983254
"2125",-1.8,-1.9,"strike","right","changeup",-8.28774164933697
"2126",-1.8,-1.9,"strike","right","curveball",-6.04242067229463
